Year,T,TM,Tm,PP,V,RA,SN,TS,FG,TN,GR
SRINAGAR,1988,-,-,-,-,-,-,-,-,-,-,-
SRINAGAR,1989,-,-,-,-,-,-,-,-,-,-,-
SRINAGAR,1990,-,-,-,-,-,-,-,-,-,-,-
SRINAGAR,1991,-,-,-,-,-,-,-,-,-,-,-
SRINAGAR,1992,-,-,-,-,-,-,-,-,-,-,-
SRINAGAR,1993,-,-,-,-,-,-,-,-,-,-,-
SRINAGAR,1994,-,-,-,-,-,-,-,-,-,-,-
SRINAGAR,1995,-,-,-,-,-,-,-,-,-,-,-
SRINAGAR,1996,-,-,-,-,-,-,-,-,-,-,-
SRINAGAR,1997,-,-,-,-,-,-,-,-,-,-,-
SRINAGAR,1998,-,-,-,-,-,-,-,-,-,-,-
SRINAGAR,1999,-,-,-,-,-,-,-,-,-,-,-
SRINAGAR,2000,-,-,-,-,-,-,-,-,-,-,-
SRINAGAR,2001,-,-,-,-,-,-,-,-,-,-,-
SRINAGAR,2002,-,-,-,-,-,-,-,-,-,-,-
SRINAGAR,2003,-,-,-,-,-,-,-,-,-,-,-
SRINAGAR,2004,-,-,-,-,-,78,8,17,5,0,2
SRINAGAR,2005,-,-,-,-,-,-,-,-,-,-,-
SRINAGAR,2006,-,-,-,-,-,-,-,-,-,-,-
SRINAGAR,2007,-,-,-,-,-,-,-,-,-,-,-
SRINAGAR,2008,13.6,21.4,7.9,-,1.5,75,18,27,9,0,1
SRINAGAR,2009,13.5,21.2,7.4,-,2.0,88,4,20,2,0,1
SRINAGAR,2010,13.6,20.8,7.8,-,1.6,95,9,19,1,0,2
SRINAGAR,2011,13.6,20.6,7.9,-,1.2,81,8,12,2,0,1
SRINAGAR,2012,13.1,19.7,7.6,-,2.2,97,15,19,0,0,1
SRINAGAR,2013,14.0,20.9,8.4,-,1.9,83,13,20,0,0,3
SRINAGAR,2014,-,-,-,-,-,-,-,-,-,-,-
SURAT,1957,-,-,-,-,-,-,-,-,-,-,-
SURAT,1958,27.1,33.2,22.9,1202.44,8.6,68,0,2,3,0,0
SURAT,1961,-,-,-,-,-,-,-,-,-,-,-
SURAT,1962,-,-,-,-,-,-,-,-,-,-,-
SURAT,1973,-,-,-,-,-,-,-,-,-,-,-
SURAT,1974,-,-,-,-,-,-,-,-,-,-,-
SURAT,1975,-,-,-,-,-,-,-,-,-,-,-
SURAT,1976,-,-,-,-,-,-,-,-,-,-,-
SURAT,1977,-,-,-,-,-,-,-,-,-,-,-
SURAT,1978,27.5,33.0,21.9,-,-,55,0,4,2,0,1
SURAT,1979,27.2,33.1,21.6,-,4.6,65,2,2,0,0,2
SURAT,1980,27.4,33.4,22.3,675.17,5.0,61,0,4,0,0,1
SURAT,1981,-,-,-,-,-,-,-,-,-,-,-
SURAT,1982,27.5,33.1,23.0,680.19,5.6,49,0,6,2,0,1
SURAT,1983,-,-,-,-,-,-,-,-,-,-,-
SURAT,1984,-,-,-,-,-,-,-,-,-,-,-
SURAT,1985,-,-,-,-,-,-,-,-,-,-,-
SURAT,1986,-,-,-,-,-,-,-,-,-,-,-
SURAT,1987,-,-,-,-,-,-,-,-,-,-,-
SURAT,1988,-,-,-,-,-,-,-,-,-,-,-
SURAT,1989,-,-,-,-,-,-,-,-,-,-,-
SURAT,1990,-,-,-,-,-,-,-,-,-,-,-
SURAT,1991,27.3,32.9,23.1,589.04,5.7,48,0,5,0,0,1
SURAT,1992,27.5,32.4,22.9,-,7.4,41,0,3,0,0,0
SURAT,1993,27.7,33.1,22.9,1063.76,6.7,49,0,9,1,0,0
SURAT,1994,27.4,32.8,22.1,2514.37,4.8,88,0,4,1,0,0
SURAT,1995,27.8,33.4,22.7,1154.68,5.9,50,0,4,0,0,1
SURAT,1996,27.8,33.3,23.5,1087.35,5.8,67,0,5,0,0,0
SURAT,1997,27.5,32.6,23.1,898.65,6.4,65,0,4,0,0,0
SURAT,1998,28.2,33.9,-,1081.26,6.1,59,0,12,0,0,0
SURAT,1999,-,-,-,-,-,-,-,-,-,-,-
SURAT,2000,-,-,-,-,-,-,-,-,-,-,-
SURAT,2001,26.8,33.0,21.1,-,4.7,59,0,9,7,0,0
SURAT,2002,-,-,-,-,-,-,-,-,-,-,-
SURAT,2003,26.9,33.1,21.4,1614.44,3.5,72,0,5,5,0,0
SURAT,2004,27.1,33.2,21.8,1813.30,3.1,64,3,16,11,0,0
SURAT,2005,-,-,-,-,-,-,-,-,-,-,-
SURAT,2006,-,-,-,-,-,-,-,-,-,-,-
SURAT,2007,-,-,-,-,-,-,-,-,-,-,-
SURAT,2008,26.6,32.5,21.7,1332.48,4.6,54,0,11,8,0,0
SURAT,2009,27.6,33.4,22.7,1344.44,4.3,47,0,17,9,0,0
SURAT,2010,27.6,33.1,23.2,1563.62,3.2,64,0,20,10,0,0
SURAT,2011,27.2,33.0,22.4,1172.72,3.9,63,0,7,6,0,0
SURAT,2012,27.1,33.1,22.4,840.74,5.0,49,0,4,2,0,0
SURAT,2013,27.0,32.5,22.7,1750.30,5.3,68,0,8,4,0,0
SURAT,2014,-,-,-,-,-,-,-,-,-,-,-
TEZPUR,1973,-,-,-,-,-,-,-,-,-,-,-
TEZPUR,1974,-,-,-,-,-,-,-,-,-,-,-
TEZPUR,1975,-,-,-,-,-,-,-,-,-,-,-
TEZPUR,1977,-,-,-,-,-,-,-,-,-,-,-
TEZPUR,1978,-,-,-,-,-,-,-,-,-,-,-
TEZPUR,1979,-,-,-,-,-,-,-,-,-,-,-
TEZPUR,1980,-,-,-,-,-,-,-,-,-,-,-
TEZPUR,1981,-,-,-,-,-,-,-,-,-,-,-
TEZPUR,1982,-,-,-,-,-,-,-,-,-,-,-
TEZPUR,1983,-,-,-,-,-,-,-,-,-,-,-
TEZPUR,1984,-,-,-,-,-,-,-,-,-,-,-
TEZPUR,1985,-,-,-,-,-,-,-,-,-,-,-
TEZPUR,1986,-,-,-,-,-,-,-,-,-,-,-
TEZPUR,1987,-,-,-,-,-,-,-,-,-,-,-
TEZPUR,1988,-,-,-,-,-,-,-,-,-,-,-
TEZPUR,1989,-,-,-,-,-,-,-,-,-,-,-
TEZPUR,1990,-,-,-,-,-,-,-,-,-,-,-
TEZPUR,1991,-,-,-,-,-,-,-,-,-,-,-
TEZPUR,1992,-,-,-,-,-,-,-,-,-,-,-
TEZPUR,1993,-,-,-,-,-,-,-,-,-,-,-
TEZPUR,1994,-,-,-,-,-,-,-,-,-,-,-
TEZPUR,1995,-,-,-,-,-,-,-,-,-,-,-
TEZPUR,1996,-,-,-,-,-,-,-,-,-,-,-
TEZPUR,1997,-,-,-,-,-,-,-,-,-,-,-
TEZPUR,1998,-,-,-,-,-,-,-,-,-,-,-
TEZPUR,1999,-,-,-,-,-,-,-,-,-,-,-
TEZPUR,2000,-,-,-,-,-,-,-,-,-,-,-
TEZPUR,2001,24.3,29.3,19.9,-,0.2,89,0,85,24,2,1
TEZPUR,2002,-,-,-,-,-,-,-,-,-,-,-
TEZPUR,2003,-,-,-,-,-,-,-,-,-,-,-
TEZPUR,2004,23.6,28.2,19.6,2258.30,1.0,141,0,97,6,0,1
TEZPUR,2005,-,-,-,-,-,-,-,-,-,-,-
TEZPUR,2006,24.5,29.5,18.8,-,1.8,110,0,68,25,0,0
TEZPUR,2007,-,-,-,-,-,-,-,-,-,-,-
TEZPUR,2008,24.2,30.1,19.7,-,0.7,149,0,95,7,1,0
TEZPUR,2009,24.8,30.6,20.3,1383.07,0.7,113,0,76,33,0,0
TEZPUR,2010,24.2,29.7,19.9,2009.12,0.5,150,0,75,22,0,1
TEZPUR,2011,24.5,30.4,19.1,-,0.9,106,0,69,13,0,0
TEZPUR,2012,24.0,29.9,17.5,1762.81,1.1,120,0,56,18,0,0
TEZPUR,2013,24.6,30.3,20.0,1570.50,1.2,112,0,52,12,0,0
TEZPUR,2014,-,-,-,-,-,-,-,-,-,-,-
TEZPUR_BINDUKURI,1943,-,-,-,-,-,-,-,-,-,-,-
TEZPUR_BINDUKURI,1944,23.6,29.2,19.3,-,6.7,173,0,52,66,0,0
TEZPUR_BINDUKURI,1945,-,-,-,-,-,-,-,-,-,-,-
TEZPUR_BINDUKURI,1976,-,-,-,-,-,-,-,-,-,-,-
THIRUVANANTHAPURAM,1957,-,-,-,-,-,-,-,-,-,-,-
THIRUVANANTHAPURAM,1958,-,-,-,-,-,-,-,-,-,-,-
THIRUVANANTHAPURAM,1961,-,-,-,-,-,-,-,-,-,-,-
THIRUVANANTHAPURAM,1962,-,-,-,-,-,-,-,-,-,-,-
THIRUVANANTHAPURAM,1973,-,-,-,-,-,-,-,-,-,-,-
THIRUVANANTHAPURAM,1974,-,-,-,-,-,-,-,-,-,-,-
THIRUVANANTHAPURAM,1975,-,-,-,-,-,-,-,-,-,-,-
THIRUVANANTHAPURAM,1976,-,-,-,-,-,-,-,-,-,-,-
THIRUVANANTHAPURAM,1977,-,-,-,-,-,-,-,-,-,-,-
THIRUVANANTHAPURAM,1978,26.8,31.0,23.5,-,6.9,145,1,71,0,0,2
THIRUVANANTHAPURAM,1979,27.2,31.2,23.7,-,6.9,145,3,86,0,0,0
THIRUVANANTHAPURAM,1980,27.3,31.4,23.7,1188.47,6.1,138,0,73,0,0,1
THIRUVANANTHAPURAM,1981,27.0,30.9,23.5,1684.30,7.6,141,0,58,3,2,0
THIRUVANANTHAPURAM,1982,27.2,31.3,23.6,1244.35,6.7,114,0,62,0,0,0
THIRUVANANTHAPURAM,1983,27.6,31.9,24.1,1120.40,8.0,121,1,34,0,0,1
THIRUVANANTHAPURAM,1984,26.7,31.0,23.4,1349.23,7.9,145,0,75,1,0,1
THIRUVANANTHAPURAM,1985,27.0,31.1,23.5,1401.55,7.3,148,0,55,2,0,0
THIRUVANANTHAPURAM,1986,-,-,-,-,-,-,-,-,-,-,-
THIRUVANANTHAPURAM,1987,27.6,31.8,23.9,1848.11,4.8,131,0,78,1,0,0
THIRUVANANTHAPURAM,1988,-,-,-,-,-,-,-,-,-,-,-
THIRUVANANTHAPURAM,1989,26.8,31.0,23.4,1441.50,4.4,135,0,57,0,2,0
THIRUVANANTHAPURAM,1990,-,-,-,-,-,-,-,-,-,-,-
THIRUVANANTHAPURAM,1991,27.4,31.6,23.7,2083.52,5.4,122,0,71,3,0,0
THIRUVANANTHAPURAM,1992,26.9,31.1,23.5,1871.71,5.4,127,0,55,2,0,0
THIRUVANANTHAPURAM,1993,26.9,31.2,23.5,1956.62,4.3,150,0,77,1,0,1
THIRUVANANTHAPURAM,1994,-,-,-,-,-,-,-,-,-,-,-
THIRUVANANTHAPURAM,1995,-,-,-,-,-,-,-,-,-,-,-
THIRUVANANTHAPURAM,1996,-,-,-,-,-,-,-,-,-,-,-
THIRUVANANTHAPURAM,1997,27.4,31.8,23.6,1923.01,3.2,151,0,85,1,0,5
THIRUVANANTHAPURAM,1998,27.6,31.7,24.1,2200.90,3.2,138,0,49,0,0,0
THIRUVANANTHAPURAM,1999,27.0,31.4,23.4,1660.14,4.4,146,0,46,0,0,0
THIRUVANANTHAPURAM,2000,27.2,31.9,23.5,-,5.0,133,0,44,0,0,1
THIRUVANANTHAPURAM,2001,27.1,31.7,23.5,-,5.2,151,0,49,1,0,1
THIRUVANANTHAPURAM,2002,-,-,-,-,-,-,-,-,-,-,-
THIRUVANANTHAPURAM,2003,27.6,32.5,23.1,1409.92,4.9,147,0,58,0,0,0
THIRUVANANTHAPURAM,2004,27.2,32.0,23.1,1907.02,4.8,148,0,41,0,0,2
THIRUVANANTHAPURAM,2005,-,-,-,-,-,-,-,-,-,-,-
THIRUVANANTHAPURAM,2006,27.3,32.2,23.5,2089.88,4.1,140,0,65,0,0,1
THIRUVANANTHAPURAM,2007,27.4,32.1,23.6,-,3.5,156,0,49,1,0,1
THIRUVANANTHAPURAM,2008,27.3,31.9,23.5,1788.95,4.3,162,0,69,1,0,0
THIRUVANANTHAPURAM,2009,27.6,32.4,23.9,-,4.5,149,1,51,1,0,2
THIRUVANANTHAPURAM,2010,27.4,32.1,23.8,-,3.5,178,0,61,0,0,0
THIRUVANANTHAPURAM,2011,27.5,32.5,23.9,-,3.9,156,0,59,0,0,3
THIRUVANANTHAPURAM,2012,27.6,32.7,24.0,-,5.7,148,0,47,0,0,0
THIRUVANANTHAPURAM,2013,27.4,32.6,23.8,1844.33,4.7,159,0,57,0,0,3
THIRUVANANTHAPURAM,2014,-,-,-,-,-,-,-,-,-,-,-
Thiruvananthapuram,1996,-,-,-,-,-,-,-,-,-,-,-
Thiruvananthapuram,1997,-,-,-,-,-,-,-,-,-,-,-
Thiruvananthapuram,1998,-,-,-,-,-,-,-,-,-,-,-
Thiruvananthapuram,1999,-,-,-,-,-,-,-,-,-,-,-
Thiruvananthapuram,2000,-,-,-,-,-,-,-,-,-,-,-
Thiruvananthapuram,2001,-,-,-,-,-,-,-,-,-,-,-
Thiruvananthapuram,2002,-,-,-,-,-,-,-,-,-,-,-
Thiruvananthapuram,2003,-,-,-,-,-,-,-,-,-,-,-
Thiruvananthapuram,2004,-,-,-,-,-,-,-,-,-,-,-
Thiruvananthapuram,2005,-,-,-,-,-,-,-,-,-,-,-
Thiruvananthapuram,2006,-,-,-,-,-,-,-,-,-,-,-
Thiruvananthapuram,2007,-,-,-,-,-,-,-,-,-,-,-
Thiruvananthapuram,2008,-,-,-,-,-,-,-,-,-,-,-
Thiruvananthapuram,2009,-,-,-,-,-,-,-,-,-,-,-
Thiruvananthapuram,2010,27.8,30.0,-,-,-,130,0,57,1,0,0
Thiruvananthapuram,2011,27.9,30.5,25.1,-,7.7,132,0,56,0,0,0
Thiruvananthapuram,2012,27.9,31.1,24.9,-,7.3,123,0,49,0,0,0
Thiruvananthapuram,2013,27.7,30.9,24.6,-,8.2,158,0,62,0,0,0
Thiruvananthapuram,2014,-,-,-,-,-,-,-,-,-,-,-
Tiruchchirapalli,1961,-,-,-,-,-,-,-,-,-,-,-
Tiruchchirapalli,1962,27.7,31.9,23.8,670.35,15.6,48,0,30,0,0,0
Tiruchchirapalli,1973,-,-,-,-,-,-,-,-,-,-,-
Tiruchchirapalli,1974,-,-,-,-,-,-,-,-,-,-,-
Tiruchchirapalli,1975,-,-,-,-,-,-,-,-,-,-,-
Tiruchchirapalli,1976,-,-,-,-,-,-,-,-,-,-,-
Tiruchchirapalli,1977,-,-,-,-,-,-,-,-,-,-,-
Tiruchchirapalli,1978,28.6,33.8,24.1,-,-,64,0,30,1,0,1
Tiruchchirapalli,1979,-,-,-,-,-,-,-,-,-,-,-
Tiruchchirapalli,1980,29.0,34.6,24.2,-,18.1,44,1,28,0,1,0
Tiruchchirapalli,1981,28.5,34.1,24.0,-,14.3,89,0,44,0,0,2
Tiruchchirapalli,1982,28.8,34.1,24.1,287.78,12.4,39,2,26,2,0,0
Tiruchchirapalli,1983,29.1,34.6,24.5,954.03,16.1,66,0,29,0,0,0
Tiruchchirapalli,1984,28.2,33.2,24.1,800.87,-,67,0,32,4,0,1
Tiruchchirapalli,1985,28.8,34.3,24.0,549.65,14.7,69,0,27,0,0,0
Tiruchchirapalli,1986,-,-,-,-,-,-,-,-,-,-,-
Tiruchchirapalli,1987,-,-,-,-,-,-,-,-,-,-,-
Tiruchchirapalli,1988,-,-,-,-,-,-,-,-,-,-,-
Tiruchchirapalli,1989,-,-,-,-,-,-,-,-,-,-,-
Tiruchchirapalli,1990,-,-,-,-,-,-,-,-,-,-,-
Tiruchchirapalli,1991,29.0,34.4,24.4,969.75,15.2,53,0,27,6,0,0
Tiruchchirapalli,1992,-,-,-,-,-,-,-,-,-,-,-
Tiruchchirapalli,1993,28.6,33.9,24.0,969.97,18.1,75,0,35,6,0,0
Tiruchchirapalli,1994,28.6,33.7,23.9,877.03,18.3,56,0,37,1,0,0
Tiruchchirapalli,1995,-,-,-,-,-,-,-,-,-,-,-
Tiruchchirapalli,1996,28.8,34.0,23.9,810.00,16.2,88,0,47,0,0,1
Tiruchchirapalli,1997,29.2,34.1,24.1,772.40,14.6,77,0,52,1,0,0
Tiruchchirapalli,1998,29.8,34.6,24.8,858.77,16.5,79,0,35,0,0,0
Tiruchchirapalli,1999,28.9,34.0,24.0,-,16.3,83,0,47,1,0,0
Tiruchchirapalli,2000,28.8,33.8,23.9,-,14.0,81,0,43,1,1,0
Tiruchchirapalli,2001,29.0,34.1,24.2,741.36,14.3,73,0,34,1,0,0
Tiruchchirapalli,2002,-,-,-,-,-,-,-,-,-,-,-
Tiruchchirapalli,2003,29.3,34.6,24.1,891.01,15.0,71,0,41,1,0,0
Tiruchchirapalli,2004,28.6,33.9,23.8,1146.74,16.3,90,0,32,0,0,1
Tiruchchirapalli,2005,-,-,-,-,-,-,-,-,-,-,-
Tiruchchirapalli,2006,29.0,34.3,24.1,-,15.9,83,0,42,5,0,0
Tiruchchirapalli,2007,29.0,34.7,24.0,-,15.1,88,0,30,1,0,0
Tiruchchirapalli,2008,28.6,34.1,24.0,-,14.5,85,1,27,0,0,3
Tiruchchirapalli,2009,29.1,35.0,24.4,692.12,14.4,79,0,38,1,0,0
Tiruchchirapalli,2010,29.1,34.7,24.3,-,10.6,133,0,40,6,0,0
Tiruchchirapalli,2011,28.7,35.3,23.8,-,11.0,110,0,49,3,0,4
Tiruchchirapalli,2012,29.1,35.9,24.1,-,12.6,80,0,39,2,0,9
Tiruchchirapalli,2013,29.4,36.0,24.4,-,13.4,79,0,36,5,0,1
Tiruchchirapalli,2014,-,-,-,-,-,-,-,-,-,-,-
UDAIPUR,1957,-,-,-,-,-,-,-,-,-,-,-
UDAIPUR,1958,23.5,30.7,17.6,648.96,3.3,48,1,24,0,0,0
UDAIPUR,1959,-,-,-,-,-,-,-,-,-,-,-
UDAIPUR,1961,-,-,-,-,-,-,-,-,-,-,-
UDAIPUR,1962,-,-,-,-,-,-,-,-,-,-,-
UDAIPUR,1973,-,-,-,-,-,-,-,-,-,-,-
UDAIPUR,1974,-,-,-,-,-,-,-,-,-,-,-
UDAIPUR,1975,-,-,-,-,-,-,-,-,-,-,-
Varanasi_Babatpur,1973,-,-,-,-,-,-,-,-,-,-,-
Varanasi_Babatpur,1974,-,-,-,-,-,-,-,-,-,-,-
Varanasi_Babatpur,1975,-,-,-,-,-,-,-,-,-,-,-
Varanasi_Babatpur,1976,-,-,-,-,-,-,-,-,-,-,-
Varanasi_Babatpur,1977,-,-,-,-,-,-,-,-,-,-,-
Varanasi_Babatpur,1978,-,-,-,-,-,-,-,-,-,-,-
Varanasi_Babatpur,1984,-,-,-,-,-,-,-,-,-,-,-
Varanasi_Babatpur,1986,-,-,-,-,-,-,-,-,-,-,-
Varanasi_Babatpur,1987,-,-,-,-,-,-,-,-,-,-,-
Varanasi_Babatpur,1992,-,-,-,-,-,-,-,-,-,-,-
Varanasi_Babatpur,1995,-,-,-,-,-,-,-,-,-,-,-
Varanasi_Babatpur,1996,-,-,-,-,-,-,-,-,-,-,-
Varanasi_Babatpur,1997,-,-,-,-,-,-,-,-,-,-,-
Varanasi_Babatpur,1998,-,-,-,-,-,-,-,-,-,-,-
Varanasi_Babatpur,1999,-,-,-,-,-,-,-,-,-,-,-
Varanasi_Babatpur,2000,26.2,31.4,20.3,-,5.3,55,0,43,60,0,0
Varanasi_Babatpur,2001,25.8,31.7,20.2,-,-,66,0,43,77,0,0
Varanasi_Babatpur,2002,-,-,-,-,-,-,-,-,-,-,-
Varanasi_Babatpur,2003,-,-,-,-,-,-,-,-,-,-,-
Varanasi_Babatpur,2004,25.8,32.1,19.6,-,5.1,43,0,32,55,0,0
Varanasi_Babatpur,2005,-,-,-,-,-,-,-,-,-,-,-
Varanasi_Babatpur,2006,26.4,32.7,20.3,-,4.7,41,0,43,29,0,0
Varanasi_Babatpur,2007,26.1,32.3,20.4,-,5.2,49,0,29,37,0,0
Varanasi_Babatpur,2008,25.7,32.1,20.2,-,4.7,66,0,33,64,0,0
Varanasi_Babatpur,2009,26.7,33.8,20.5,-,6.8,41,0,24,46,0,0
Varanasi_Babatpur,2010,-,-,-,-,-,46,0,33,55,0,0
Varanasi_Babatpur,2011,25.7,32.4,20.0,-,6.8,51,0,38,64,0,1
Varanasi_Babatpur,2012,26.1,32.7,20.2,-,7.0,50,0,25,37,0,0
Varanasi_Babatpur,2013,25.6,32.0,20.0,-,6.4,65,0,36,62,0,1
Varanasi_Babatpur,2014,-,-,-,-,-,-,-,-,-,-,-
VENGURLA,1957,-,-,-,-,-,-,-,-,-,-,-
VENGURLA,1958,26.5,30.8,22.8,-,7.1,104,0,14,1,0,0
VENGURLA,1961,-,-,-,-,-,-,-,-,-,-,-
VENGURLA,1962,-,-,-,-,-,-,-,-,-,-,-
VERAVAL,1957,-,-,-,-,-,-,-,-,-,-,-
VERAVAL,1958,25.8,30.3,22.0,746.77,17.3,37,0,2,4,0,0
VERAVAL,1961,-,-,-,-,-,-,-,-,-,-,-
VERAVAL,1962,-,-,-,-,-,-,-,-,-,-,-
VERAVAL,1973,-,-,-,-,-,-,-,-,-,-,-
VERAVAL,1974,-,-,-,-,-,-,-,-,-,-,-
VERAVAL,1975,-,-,-,-,-,-,-,-,-,-,-
VERAVAL,1976,-,-,-,-,-,-,-,-,-,-,-
VERAVAL,1977,-,-,-,-,-,-,-,-,-,-,-
VERAVAL,1978,26.2,30.7,22.1,-,16.2,64,2,2,5,0,3
VERAVAL,1979,26.0,30.5,22.0,-,15.8,53,2,7,5,0,1
VERAVAL,1980,-,-,-,-,-,-,-,-,-,-,-
VERAVAL,1981,-,-,-,-,-,-,-,-,-,-,-
VERAVAL,1982,-,-,-,-,-,-,-,-,-,-,-
VERAVAL,1983,-,-,-,-,-,-,-,-,-,-,-
VERAVAL,1984,-,-,-,-,-,-,-,-,-,-,-
VERAVAL,1985,-,-,-,-,-,-,-,-,-,-,-
VERAVAL,1986,-,-,-,-,-,-,-,-,-,-,-
VERAVAL,1987,-,-,-,-,-,-,-,-,-,-,-
VERAVAL,1988,-,-,-,-,-,-,-,-,-,-,-
VERAVAL,1989,-,-,-,-,-,39,0,4,4,0,0
VERAVAL,1990,-,-,-,-,-,40,0,2,1,0,0
VERAVAL,1991,26.2,30.9,20.2,676.12,12.7,39,0,0,3,0,0
VERAVAL,1992,26.3,31.0,22.8,736.35,14.1,38,0,1,3,0,0
VERAVAL,1993,26.9,31.6,23.1,451.09,15.6,37,0,6,4,0,0
VERAVAL,1994,26.5,31.4,22.4,1345.91,17.2,67,0,3,1,0,0
VERAVAL,1995,26.7,31.4,22.5,513.33,15.5,40,0,1,3,0,0
VERAVAL,1996,26.6,31.2,22.5,627.34,14.4,41,0,3,5,0,0
VERAVAL,1997,26.7,31.0,22.5,768.03,15.0,41,0,1,1,0,0
VERAVAL,1998,27.1,31.7,23.0,1364.24,14.6,47,0,10,3,0,0
VERAVAL,1999,-,-,-,-,-,-,-,-,-,-,-
VERAVAL,2000,26.9,31.5,22.9,-,15.2,37,0,5,11,0,0
VERAVAL,2001,26.9,31.7,22.8,605.26,16.4,57,1,6,5,0,0
VERAVAL,2002,-,-,-,-,-,-,-,-,-,-,-
VERAVAL,2003,27.3,32.1,22.8,821.20,15.1,55,0,5,6,0,0
VERAVAL,2004,27.2,32.3,22.7,1013.67,15.2,49,0,3,14,0,0
VERAVAL,2005,-,-,-,-,-,-,-,-,-,-,-
VERAVAL,2006,27.1,31.8,22.8,1255.51,16.1,56,0,7,2,0,0
VERAVAL,2007,27.3,32.0,23.1,1323.86,14.5,54,0,11,2,0,0
VERAVAL,2008,26.5,31.3,22.1,974.86,15.6,65,0,4,7,0,2
VERAVAL,2009,27.2,32.4,22.7,1268.47,13.8,32,0,5,12,0,0
VERAVAL,2010,27.1,31.8,22.6,1454.17,10.3,54,0,12,7,0,0
VERAVAL,2011,26.8,31.7,22.4,845.61,11.8,51,0,2,5,0,0
VERAVAL,2012,26.5,31.7,21.9,339.35,9.9,35,0,2,5,0,0
VERAVAL,2013,27.1,31.3,22.7,820.43,13.9,55,0,7,0,0,0
VERAVAL,2014,-,-,-,-,-,-,-,-,-,-,-
VISHAKHAPATNAM,1957,-,-,-,-,-,-,-,-,-,-,-
VISHAKHAPATNAM,1958,-,-,-,-,-,-,-,-,-,-,-
VISHAKHAPATNAM,1973,-,-,-,-,-,-,-,-,-,-,-
VISHAKHAPATNAM,1974,-,-,-,-,-,-,-,-,-,-,-
VISHAKHAPATNAM,1975,-,-,-,-,-,-,-,-,-,-,-
VISHAKHAPATNAM,1976,-,-,-,-,-,-,-,-,-,-,-
VISHAKHAPATNAM,1977,-,-,-,-,-,-,-,-,-,-,-
VISHAKHAPATNAM,1978,27.9,32.3,24.3,-,9.7,89,0,52,0,0,2
VISHAKHAPATNAM,1979,28.3,32.9,24.5,890.54,8.3,74,0,54,1,0,1
VISHAKHAPATNAM,1980,-,-,-,-,-,-,-,-,-,-,-
VISHAKHAPATNAM,1981,-,-,-,-,-,-,-,-,-,-,-
VISHAKHAPATNAM,1982,-,-,-,-,-,-,-,-,-,-,-
VISHAKHAPATNAM,1983,-,-,-,-,-,-,-,-,-,-,-
