date,Onion,Potato,Wheat
2005-04-23,42.31132075471698,47.35820895522389,6.721
2005-04-24,41.632075471698116,46.54477611940299,6.714
2005-04-25,40.95283018867924,45.7313432835821,6.707000000000002
2005-04-26,40.27358490566038,44.9179104477612,6.7
2005-04-27,39.594339622641506,44.10447761194029,6.88
2005-04-28,38.91509433962264,43.29104477611939,6.68
2005-04-29,38.235849056603776,42.4776119402985,6.667999999999998
2005-04-30,37.5566037735849,41.664179104477604,6.6560000000000015
2005-05-01,36.87735849056604,40.85074626865672,6.644
2005-05-02,36.19811320754717,40.03731343283582,6.6320000000000014
2005-05-03,35.5188679245283,39.223880597014926,6.62
2005-05-04,34.83962264150943,38.410447761194035,6.58
2005-05-05,34.16037735849057,37.59701492537314,6.58
2005-05-06,33.4811320754717,36.78358208955224,6.60125
2005-05-07,32.80188679245283,35.97014925373134,6.6225
2005-05-08,32.12264150943396,35.156716417910445,6.64375
2005-05-09,31.44339622641509,34.343283582089555,6.665
2005-05-10,30.764150943396224,33.52985074626866,6.68625
2005-05-11,30.08490566037736,32.71641791044776,6.7075
2005-05-12,29.40566037735849,31.902985074626866,6.72875
2005-05-13,28.72641509433962,31.089552238805965,6.75
2005-05-14,28.047169811320764,30.27611940298507,6.82
2005-05-15,27.36792452830189,29.462686567164177,6.8114285714285705
2005-05-16,26.688679245283016,28.649253731343283,6.8028571428571425
2005-05-17,26.009433962264147,27.83582089552239,6.7942857142857145
2005-05-18,25.330188679245285,27.02238805970149,6.7857142857142865
2005-05-19,24.65094339622641,26.20895522388059,6.777142857142858
2005-05-20,23.971698113207545,25.395522388059696,6.76857142857143
2005-05-21,23.29245283018868,24.582089552238802,6.76
2005-05-22,22.61320754716981,23.768656716417908,6.7733333333333325
2005-05-23,21.933962264150942,22.95522388059701,6.786666666666666
2005-05-24,21.254716981132074,22.14179104477612,6.8
2005-05-25,20.5754716981132,21.328358208955226,6.8133333333333335
2005-05-26,19.89622641509434,20.51492537313433,6.826666666666666
2005-05-27,19.21698113207547,19.70149253731343,6.84
2005-05-28,18.537735849056602,18.888059701492537,7.0
2005-05-29,17.858490566037734,18.074626865671643,7.007999999999999
2005-05-30,17.17924528301887,17.26119402985075,7.016
2005-05-31,16.5,16.447761194029844,7.024
2005-06-01,15.59090909090909,15.634328358208949,7.032
2005-06-02,14.681818181818182,14.820895522388055,7.04
2005-06-03,13.772727272727273,14.00746268656716,7.047999999999999
2005-06-04,12.863636363636365,13.194029850746265,7.056
2005-06-05,11.954545454545455,12.380597014925371,7.064
2005-06-06,11.045454545454543,11.567164179104473,7.072
2005-06-07,10.136363636363637,10.75373134328358,7.08
2005-06-08,9.227272727272727,9.940298507462686,7.064285714285713
2005-06-09,8.318181818181818,9.126865671641788,7.048571428571429
2005-06-10,7.40909090909091,8.313432835820896,7.032857142857143
2005-06-11,6.5,7.5,7.017142857142857
2005-06-12,6.5,7.5,7.001428571428571
2005-06-13,6.5,7.5,6.985714285714287
2005-06-14,6.5,7.5,6.97
2005-06-15,6.5,7.5,6.9
2005-06-16,6.5,7.5,7.0
2005-06-17,6.5,7.5,7.03
2005-06-18,6.5,8.5,7.05
2005-06-19,6.5,7.5,7.043333333333334
2005-06-20,6.5,7.5,7.036666666666666
2005-06-21,6.5,7.5,7.03
2005-06-22,6.5,7.5,6.996666666666666
2005-06-23,6.5,7.5,6.963333333333334
2005-06-24,6.5,7.5,6.93
2005-06-25,6.5,7.5,6.9
2005-06-26,6.5,7.5,6.92
2005-06-27,6.5,7.5,6.94
2005-06-28,6.5,7.5,6.96
2005-06-29,6.5,7.5,6.91
2005-06-30,6.5,7.5,6.96
2005-07-01,6.5,7.5,6.93
2005-07-02,7.5,7.5,6.96
2005-07-03,6.5,7.5,6.97
2005-07-04,6.5,7.5,6.98
2005-07-05,6.5,7.5,6.99
2005-07-06,6.5,7.5,7.0
2005-07-07,6.5,7.5,6.9766666666666675
2005-07-08,6.5,7.5,6.953333333333334
2005-07-09,6.5,7.5,6.93
2005-07-10,6.5,7.5,6.9766666666666675
2005-07-11,6.5,7.5,7.0233333333333325
2005-07-12,6.5,7.5,7.07
2005-07-13,6.5,7.5,6.93
2005-07-14,6.5,7.5,6.9270000000000005
2005-07-15,6.5,7.5,6.924
2005-07-16,6.5,7.5,6.921
2005-07-17,6.5,7.5,6.917999999999998
2005-07-18,7.5,8.5,6.915
2005-07-19,7.5,8.5,6.912000000000001
2005-07-20,7.5,8.5,6.909
2005-07-21,7.5,8.5,6.9060000000000015
2005-07-22,7.5,8.5,6.903
2005-07-23,7.5,8.5,6.9
2005-07-24,6.5,7.5,6.916666666666666
2005-07-25,6.5,7.5,6.933333333333334
2005-07-26,6.5,7.5,6.95
2005-07-27,6.5,8.5,6.79
2005-07-28,7.5,8.5,6.843333333333334
2005-07-29,6.5,7.5,6.8966666666666665
2005-07-30,7.5,8.5,6.95
2005-07-31,7.5,8.5,6.95
2005-08-01,7.5,8.5,6.95
2005-08-02,7.5,8.5,6.95
2005-08-03,7.5,8.5,6.79
2005-08-04,6.75,7.5,7.0
2005-08-05,6.75,7.5,7.008571428571429
2005-08-06,6.5,7.5,7.017142857142857
2005-08-07,6.5,7.5,7.025714285714287
2005-08-08,6.5,7.5,7.034285714285715
2005-08-09,6.5,7.5,7.042857142857144
2005-08-10,6.5,7.5,7.051428571428571
2005-08-11,6.5,7.5,7.06
2005-08-12,6.5,7.5,6.95
2005-08-13,6.5,7.5,6.95
2005-08-14,7.5,7.5,6.95
2005-08-15,7.5,7.5,6.95
2005-08-16,7.5,7.5,6.95
2005-08-17,7.5,7.5,6.95
2005-08-18,7.5,7.5,6.95
2005-08-19,7.5,7.5,6.95
2005-08-20,6.5,7.5,6.95
2005-08-21,7.5,7.5,6.95
2005-08-22,6.5,7.5,6.95
2005-08-23,6.5,7.5,6.95
2005-08-24,6.5,7.5,6.95
2005-08-25,6.5,7.5,6.9
2005-08-26,6.5,7.5,6.81
2005-08-27,6.5,7.5,6.815
2005-08-28,6.5,7.5,6.82
2005-08-29,6.5,7.5,6.825
2005-08-30,10.5,7.5,6.83
2005-08-31,11.5,7.5,6.88
2005-09-01,10.5,7.5,6.77
2005-09-02,11.0,7.5,6.87
2005-09-03,10.5,7.5,6.93
2005-09-04,12.5,7.5,6.97
2005-09-05,12.5,7.5,7.01
2005-09-06,12.5,7.5,7.05
2005-09-07,12.5,7.5,7.04
2005-09-08,11.0,7.5,7.16
2005-09-09,11.0,7.5,6.77
2005-09-10,12.5,7.5,7.21
2005-09-11,12.5,7.5,7.172857142857144
2005-09-12,11.0,7.5,7.135714285714285
2005-09-13,11.0,7.5,7.09857142857143
2005-09-14,11.0,7.5,7.0614285714285705
2005-09-15,13.5,7.5,7.024285714285713
2005-09-16,13.5,7.5,6.9871428571428575
2005-09-17,12.5,7.5,6.95
2005-09-18,13.0,7.5,6.9825
2005-09-19,13.5,7.5,7.015
2005-09-20,12.5,7.5,7.0475
2005-09-21,12.5,7.5,7.08
2005-09-22,13.0,7.5,7.07
2005-09-23,13.0,7.5,7.04
2005-09-24,13.0,7.5,7.046
2005-09-25,13.0,7.5,7.0520000000000005
2005-09-26,13.5,7.5,7.058
2005-09-27,13.5,7.5,7.064
2005-09-28,13.0,7.5,7.07
2005-09-29,13.0,7.5,7.19
2005-09-30,15.0,7.5,7.16
2005-10-01,13.0,7.5,7.0
2005-10-02,13.0,7.5,7.03
2005-10-03,13.0,7.5,7.06
2005-10-04,13.0,7.5,7.09
2005-10-05,13.0,7.5,7.12
2005-10-06,13.0,7.5,7.15
2005-10-07,13.0,7.5,7.13625
2005-10-08,13.0,7.5,7.1225
2005-10-09,13.0,7.5,7.10875
2005-10-10,13.0,7.5,7.095
2005-10-11,13.0,7.5,7.08125
2005-10-12,13.0,7.5,7.0675
2005-10-13,13.0,7.5,7.05375
2005-10-14,13.0,7.5,7.04
2005-10-15,13.0,7.5,7.15
2005-10-16,13.0,7.5,7.196666666666666
2005-10-17,13.0,7.5,7.243333333333334
2005-10-18,13.0,7.5,7.29
2005-10-19,13.0,7.5,7.33
2005-10-20,13.0,7.5,7.34
2005-10-21,17.0,7.5,7.35
2005-10-22,15.0,8.5,7.36
2005-10-23,17.0,8.5,7.39
2005-10-24,17.0,8.5,7.42
2005-10-25,17.0,8.5,7.45
2005-10-26,18.0,8.5,7.3
2005-10-27,17.0,8.5,7.13
2005-10-28,17.0,8.5,7.3
2005-10-29,17.0,8.5,7.2
2005-10-30,17.0,8.5,7.216666666666666
2005-10-31,17.0,8.5,7.2333333333333325
2005-11-01,17.0,8.5,7.25
2005-11-02,17.0,8.5,7.2666666666666675
2005-11-03,17.0,8.5,7.283333333333334
2005-11-04,17.0,8.5,7.3
2005-11-05,19.0,9.5,7.1
2005-11-06,17.0,9.5,7.1466666666666665
2005-11-07,17.0,9.5,7.1933333333333325
2005-11-08,19.0,9.5,7.24
2005-11-09,18.0,9.5,7.31
2005-11-10,17.0,9.5,7.37
2005-11-11,18.0,9.5,7.372000000000001
2005-11-12,17.0,9.5,7.374
2005-11-13,17.0,9.5,7.376
2005-11-14,18.0,9.5,7.377999999999999
2005-11-15,18.0,9.5,7.38
2005-11-16,18.0,9.5,7.91
2005-11-17,18.0,9.5,7.853333333333333
2005-11-18,19.0,9.5,7.796666666666666
2005-11-19,19.0,9.5,7.74
2005-11-20,19.0,9.5,7.765
2005-11-21,19.0,9.5,7.79
2005-11-22,19.0,9.5,7.815
2005-11-23,17.0,9.5,7.84
2005-11-24,19.0,9.5,7.49
2005-11-25,19.0,9.5,7.7
2005-11-26,17.0,9.5,7.48
2005-11-27,17.0,9.5,7.526666666666666
2005-11-28,17.0,9.5,7.573333333333334
2005-11-29,17.0,9.5,7.62
2005-11-30,17.0,9.5,7.49
2005-12-01,17.0,9.5,7.36
2005-12-02,17.0,9.5,7.41
2005-12-03,15.0,9.5,7.66
2005-12-04,15.0,9.5,7.44
2005-12-05,17.0,9.5,7.22
2005-12-06,17.0,9.5,7.0
2005-12-07,15.0,9.5,7.21
2005-12-08,15.0,9.5,7.24
2005-12-09,15.0,9.5,7.38
2005-12-10,15.0,9.5,7.59
2005-12-11,15.0,9.5,7.576666666666666
2005-12-12,15.0,9.5,7.563333333333333
2005-12-13,15.0,9.5,7.55
2005-12-14,15.0,9.0,7.49
2005-12-15,15.0,9.5,7.93
2005-12-16,15.0,9.5,7.65
2005-12-17,15.0,9.5,7.695
2005-12-18,15.0,9.5,7.74
2005-12-19,15.0,9.5,7.785
2005-12-20,13.0,8.5,7.83
2005-12-21,13.0,9.5,7.71
2005-12-22,13.0,9.5,7.785
2005-12-23,13.0,9.5,7.86
2005-12-24,11.0,9.5,7.935
2005-12-25,11.0,9.5,8.01
2005-12-26,11.0,9.5,8.085
2005-12-27,11.0,9.5,8.16
2005-12-28,7.5,8.5,8.16
2005-12-29,7.5,8.5,8.07
2005-12-30,7.5,8.5,8.17
2005-12-31,7.5,8.5,8.08
2006-01-01,9.0,8.5,8.098387096774195
2006-01-02,7.5,8.5,8.116774193548387
2006-01-03,9.0,8.5,8.13516129032258
2006-01-04,7.5,8.5,8.153548387096777
2006-01-05,8.5,8.5,8.171935483870968
2006-01-06,8.5,8.5,8.19032258064516
2006-01-07,8.666666666666666,8.666666666666666,8.208709677419355
2006-01-08,8.833333333333334,8.833333333333334,8.227096774193548
2006-01-09,9.0,9.0,8.245483870967739
2006-01-10,9.0,9.0,8.263870967741934
2006-01-11,9.0,9.0,8.28225806451613
2006-01-12,9.0,9.0,8.300645161290323
2006-01-13,9.0,9.0,8.319032258064517
2006-01-14,9.0,7.5,8.33741935483871
2006-01-15,9.0,7.5,8.355806451612903
2006-01-16,9.0,7.5,8.374193548387098
2006-01-17,9.0,8.5,8.39258064516129
2006-01-18,9.0,8.5,8.410967741935485
2006-01-19,9.0,7.5,8.429354838709678
2006-01-20,9.0,7.5,8.44774193548387
2006-01-21,9.0,7.5,8.466129032258065
2006-01-22,9.0,7.5,8.484516129032258
2006-01-23,8.5,7.5,8.502903225806449
2006-01-24,9.0,7.5,8.521290322580645
2006-01-25,7.5,7.5,8.539677419354838
2006-01-26,8.5,7.5,8.558064516129031
2006-01-27,8.5,7.5,8.576451612903227
2006-01-28,7.5,7.5,8.59483870967742
2006-01-29,8.5,7.5,8.613225806451613
2006-01-30,7.5,7.5,8.631612903225808
2006-01-31,7.5,7.5,8.65
2006-02-01,7.5,7.5,8.6
2006-02-02,8.5,7.5,8.68
2006-02-03,7.5,7.5,8.75
2006-02-04,7.5,7.5,8.62
2006-02-05,7.5,7.5,8.67
2006-02-06,7.5,7.5,8.72
2006-02-07,7.5,7.5,8.77
2006-02-08,7.5,7.5,8.75
2006-02-09,7.5,7.5,8.78
2006-02-10,7.5,7.5,8.7
2006-02-11,7.5,7.5,8.75
2006-02-12,7.5,7.5,8.796666666666667
2006-02-13,7.5,7.5,8.843333333333334
2006-02-14,7.5,7.5,8.89
2006-02-15,7.5,7.5,8.883571428571429
2006-02-16,7.5,7.5,8.877142857142857
2006-02-17,7.5,7.5,8.870714285714287
2006-02-18,6.5,6.0,8.864285714285714
2006-02-19,7.5,7.0,8.857857142857146
2006-02-20,7.5,6.5,8.85142857142857
2006-02-21,7.5,7.25,8.845
2006-02-22,7.5,6.5,8.838571428571429
2006-02-23,7.5,6.5,8.832142857142857
2006-02-24,7.5,6.5,8.825714285714287
2006-02-25,7.5,6.5,8.819285714285714
2006-02-26,7.5,7.5,8.812857142857146
2006-02-27,7.5,7.5,8.80642857142857
2006-02-28,7.5,7.5,8.8
2006-03-01,7.5,6.5,8.793571428571429
2006-03-02,7.5,6.5,8.787142857142857
2006-03-03,7.5,6.5,8.780714285714286
2006-03-04,7.5,6.5,8.774285714285714
2006-03-05,7.5,6.5,8.767857142857144
2006-03-06,7.5,6.5,8.76142857142857
2006-03-07,7.5,6.5,8.755
2006-03-08,6.5,6.5,8.748571428571429
2006-03-09,6.5,6.5,8.742142857142857
2006-03-10,6.5,6.5,8.735714285714286
2006-03-11,6.5,6.5,8.729285714285714
2006-03-12,6.5,6.5,8.722857142857144
2006-03-13,6.5,6.5,8.71642857142857
2006-03-14,6.5,6.5,8.71
2006-03-15,6.5,6.5,8.70357142857143
2006-03-16,6.5,6.5,8.697142857142858
2006-03-17,7.5,7.5,8.690714285714286
2006-03-18,6.5,6.5,8.684285714285714
2006-03-19,6.5,6.5,8.677857142857142
2006-03-20,6.5,6.5,8.67142857142857
2006-03-21,6.5,6.5,8.665
2006-03-22,6.5,6.5,8.65857142857143
2006-03-23,6.5,6.5,8.652142857142856
2006-03-24,6.5,6.5,8.645714285714286
2006-03-25,6.5,6.5,8.639285714285714
2006-03-26,6.5,6.5,8.632857142857143
2006-03-27,6.5,6.5,8.626428571428571
2006-03-28,6.5,6.5,8.62
2006-03-29,6.5,6.5,8.59
2006-03-30,6.5,6.5,8.475
2006-03-31,6.5,6.5,8.36
2006-04-01,6.5,6.5,8.245
2006-04-02,6.5,6.5,8.13
2006-04-03,6.5,6.5,8.015
2006-04-04,6.5,6.5,7.9
2006-04-05,6.5,6.5,7.62
2006-04-06,6.5,6.5,7.52
2006-04-07,6.5,6.5,8.0
2006-04-08,6.5,6.5,8.003333333333334
2006-04-09,6.5,6.5,8.006666666666666
2006-04-10,6.5,6.5,8.01
2006-04-11,6.5,6.5,8.013333333333334
2006-04-12,6.5,6.5,8.016666666666666
2006-04-13,6.5,6.5,8.02
2006-04-14,6.5,6.5,8.023333333333332
2006-04-15,6.5,6.5,8.026666666666666
2006-04-16,6.5,6.5,8.03
2006-04-17,6.5,6.5,8.033333333333333
2006-04-18,6.5,6.5,8.036666666666667
2006-04-19,6.5,6.5,8.04
2006-04-20,6.5,6.5,8.043333333333333
2006-04-21,6.5,6.5,8.046666666666667
2006-04-22,6.5,6.5,8.05
2006-04-23,6.5,6.5,8.093333333333334
2006-04-24,6.5,6.5,8.136666666666667
2006-04-25,6.5,6.5,8.18
2006-04-26,6.5,6.5,8.07
2006-04-27,6.5,7.5,7.88
2006-04-28,5.5,7.5,7.874
2006-04-29,5.5,7.5,7.8679999999999986
2006-04-30,6.5,11.0,7.862
2006-05-01,5.5,7.5,7.856
2006-05-02,7.5,7.5,7.85
2006-05-03,5.5,7.5,7.85
2006-05-04,6.5,11.0,7.988888888888888
2006-05-05,5.5,9.0,8.127777777777778
2006-05-06,5.5,9.5,8.266666666666666
2006-05-07,5.5,8.5,8.405555555555555
2006-05-08,5.5,8.5,8.544444444444443
2006-05-09,5.5,8.0,8.683333333333334
2006-05-10,5.5,9.5,8.822222222222221
2006-05-11,5.5,9.5,8.961111111111109
2006-05-12,5.5,9.5,9.1
2006-05-13,5.5,9.5,8.9
2006-05-14,5.5,8.5,8.883333333333333
2006-05-15,5.5,8.5,8.866666666666667
2006-05-16,5.5,8.5,8.85
2006-05-17,5.5,8.5,8.83
2006-05-18,5.5,8.5,8.81
2006-05-19,5.5,8.5,8.69
2006-05-20,5.5,8.5,8.7
2006-05-21,5.5,8.5,8.666666666666666
2006-05-22,5.5,8.5,8.633333333333333
2006-05-23,5.5,8.5,8.6
2006-05-24,5.5,8.5,8.633333333333333
2006-05-25,5.5,8.5,8.666666666666666
2006-05-26,5.5,8.5,8.7
2006-05-27,5.5,8.5,8.666666666666666
2006-05-28,5.5,7.5,8.633333333333333
2006-05-29,5.5,8.5,8.6
2006-05-30,5.5,8.5,8.566666666666666
2006-05-31,5.5,8.5,8.533333333333333
2006-06-01,5.5,8.5,8.5
2006-06-02,5.5,8.5,8.499285714285714
2006-06-03,5.5,8.5,8.498571428571429
2006-06-04,5.5,8.5,8.497857142857143
2006-06-05,5.5,8.5,8.497142857142856
2006-06-06,5.5,8.5,8.496428571428572
2006-06-07,5.5,8.5,8.495714285714287
2006-06-08,5.5,8.5,8.495
2006-06-09,5.5,8.5,8.494285714285715
2006-06-10,5.5,8.5,8.493571428571428
2006-06-11,7.5,8.5,8.492857142857144
2006-06-12,7.5,8.5,8.492142857142857
2006-06-13,7.5,8.5,8.491428571428571
2006-06-14,7.5,8.5,8.490714285714285
2006-06-15,7.5,8.5,8.49
2006-06-16,7.5,8.5,8.45
2006-06-17,7.5,8.5,8.464
2006-06-18,7.5,8.5,8.478
2006-06-19,7.5,8.5,8.492
2006-06-20,7.5,8.5,8.506
2006-06-21,7.5,8.5,8.52
2006-06-22,7.5,8.5,8.59
2006-06-23,7.5,8.5,8.568888888888889
2006-06-24,7.5,8.5,8.547777777777778
2006-06-25,7.5,8.5,8.526666666666666
2006-06-26,7.5,9.5,8.505555555555555
2006-06-27,7.5,8.5,8.484444444444444
2006-06-28,7.5,8.5,8.463333333333333
2006-06-29,7.5,8.5,8.442222222222222
2006-06-30,7.5,8.5,8.421111111111111
2006-07-01,7.5,8.5,8.4
2006-07-02,7.5,8.5,8.408
2006-07-03,7.5,8.5,8.416
2006-07-04,7.5,8.5,8.424
2006-07-05,7.5,8.5,8.432
2006-07-06,7.5,8.5,8.44
2006-07-07,7.5,8.5,8.448
2006-07-08,7.5,8.5,8.456
2006-07-09,7.5,8.5,8.464
2006-07-10,7.5,8.5,8.472000000000001
2006-07-11,7.5,8.5,8.48
2006-07-12,7.5,8.5,8.43
2006-07-13,7.0,8.5,8.38
2006-07-14,6.5,8.5,8.39
2006-07-15,6.5,8.5,8.39
2006-07-16,7.5,8.5,8.456666666666667
2006-07-17,7.5,8.5,8.523333333333332
2006-07-18,7.5,8.5,8.59
2006-07-19,7.5,8.5,8.6
2006-07-20,7.5,8.5,8.6
2006-07-21,7.5,8.5,8.59
2006-07-22,7.5,8.5,8.6125
2006-07-23,7.5,8.5,8.635
2006-07-24,7.5,8.5,8.6575
2006-07-25,7.5,8.5,8.68
2006-07-26,7.5,8.5,8.623333333333333
2006-07-27,7.5,8.5,8.566666666666666
2006-07-28,7.5,8.5,8.51
2006-07-29,7.5,8.5,8.5
2006-07-30,7.5,8.5,8.516666666666666
2006-07-31,7.5,8.5,8.533333333333333
2006-08-01,7.5,8.5,8.55
2006-08-02,7.5,8.5,8.545714285714286
2006-08-03,7.5,8.5,8.541428571428572
2006-08-04,7.5,8.5,8.537142857142857
2006-08-05,7.5,8.5,8.532857142857143
2006-08-06,7.5,8.5,8.528571428571428
2006-08-07,7.5,8.5,8.524285714285714
2006-08-08,7.5,8.5,8.52
2006-08-09,7.5,8.5,8.56857142857143
2006-08-10,7.5,8.5,8.617142857142857
2006-08-11,7.5,8.5,8.665714285714285
2006-08-12,7.5,8.5,8.714285714285715
2006-08-13,7.5,8.5,8.762857142857143
2006-08-14,7.5,8.5,8.811428571428571
2006-08-15,7.5,8.5,8.86
2006-08-16,7.5,8.5,8.90857142857143
2006-08-17,7.5,8.5,8.957142857142857
2006-08-18,7.5,8.5,9.005714285714285
2006-08-19,7.5,8.5,9.054285714285717
2006-08-20,7.5,8.5,9.10285714285714
2006-08-21,7.5,8.5,9.151428571428571
2006-08-22,7.5,8.5,9.2
2006-08-23,6.5,8.5,9.14
2006-08-24,6.5,8.5,9.12
2006-08-25,6.5,8.5,9.22
2006-08-26,7.5,8.5,9.22
2006-08-27,6.5,8.5,9.19
2006-08-28,6.5,8.5,9.16
2006-08-29,6.5,8.5,9.13
2006-08-30,6.5,8.5,9.1
2006-08-31,6.5,8.5,9.1
2006-09-01,6.5,8.5,9.13
2006-09-02,6.5,8.5,9.11
2006-09-03,7.5,8.5,9.13
2006-09-04,6.5,8.5,9.15
2006-09-05,6.5,8.5,9.17
2006-09-06,7.5,8.5,9.27
2006-09-07,6.5,8.5,9.33
2006-09-08,6.5,8.5,9.27
2006-09-09,6.5,8.5,9.2925
2006-09-10,6.5,8.5,9.315
2006-09-11,6.5,8.5,9.3375
2006-09-12,6.5,8.5,9.36
2006-09-13,6.5,8.5,9.29
2006-09-14,6.5,8.5,9.16
2006-09-15,6.5,8.5,9.12
2006-09-16,6.5,8.5,9.112
2006-09-17,6.5,8.5,9.104
2006-09-18,6.5,8.5,9.096
2006-09-19,6.5,8.5,9.088
2006-09-20,6.5,9.5,9.08
2006-09-21,6.5,9.5,9.086666666666666
2006-09-22,6.5,9.5,9.093333333333334
2006-09-23,7.5,9.5,9.1
2006-09-24,7.5,9.5,9.086
2006-09-25,7.5,9.5,9.072
2006-09-26,7.5,9.5,9.058
2006-09-27,7.5,9.5,9.044
2006-09-28,7.5,9.5,9.03
2006-09-29,7.5,9.5,9.01
2006-09-30,7.5,9.5,9.04
2006-10-01,7.5,9.5,9.0275
2006-10-02,7.5,9.5,9.015
2006-10-03,7.5,9.5,9.0025
2006-10-04,7.5,9.5,8.99
2006-10-05,7.5,9.5,8.93
2006-10-06,7.5,9.5,9.0
2006-10-07,7.5,9.5,8.97
2006-10-08,7.5,9.5,8.94
2006-10-09,7.5,9.5,8.91
2006-10-10,7.5,9.5,8.88
2006-10-11,7.5,9.5,9.12
2006-10-12,7.5,9.5,8.85
