date,Banana,Onion,Potato,Rice,Wheat
2005-03-07,4.4,4.7625,2.7291666666666665,12.955000000000002,7.1
2005-03-08,4.5,4.75,2.761111111111111,12.959999999999999,7.066666666666666
2005-03-09,4.0,4.8,2.838888888888889,12.940000000000001,7.033333333333334
2005-03-10,4.5,4.75,2.85,12.940000000000001,7.0
2005-03-11,4.4,4.8,2.893333333333333,12.959999999999999,7.0
2005-03-12,4.3,4.7875,3.0436111111111113,12.959999999999999,7.0
2005-03-13,4.2,4.775,3.210555555555556,12.959999999999999,7.0
2005-03-14,4.1,4.7625,3.294166666666667,12.959999999999999,7.0
2005-03-15,4.0,4.75,3.3277777777777775,12.959999999999999,7.0
2005-03-16,4.5,4.5,3.347222222222222,13.040000000000001,7.0
2005-03-17,5.0,4.5,3.433333333333333,13.040000000000001,6.8
2005-03-18,4.8,4.5,3.516666666666666,13.040000000000001,6.8
2005-03-19,4.6,4.5,3.579166666666667,13.0625,6.791666666666666
2005-03-20,4.4,4.5,3.591666666666667,13.084999999999999,6.783333333333334
2005-03-21,4.2,4.5,3.6041666666666665,13.107499999999998,6.775
2005-03-22,4.0,4.5,3.6166666666666667,13.13,6.7666666666666675
2005-03-23,4.5,4.5,3.5833333333333335,13.1,6.758333333333334
2005-03-24,5.0,4.5,3.6011904761904763,13.13,6.75
2005-03-25,4.95,4.5,3.6107142857142858,13.120000000000001,6.75
2005-03-26,4.9,4.5,3.6202380952380953,13.110000000000003,6.75
2005-03-27,4.85,4.5,3.6297619047619047,13.1,6.75
2005-03-28,4.8,4.5,3.6559523809523804,13.09,6.75
2005-03-29,4.75,4.5,3.6654761904761908,13.080000000000002,6.75
2005-03-30,4.785714285714286,4.5,3.717857142857143,13.121428571428572,6.742857142857144
2005-03-31,4.821428571428573,4.516666666666667,3.7829365079365083,13.119523809523809,6.735714285714287
2005-04-01,4.8571428571428585,4.533333333333333,3.8230158730158728,13.11761904761905,6.7285714285714295
2005-04-02,4.8928571428571415,4.55,3.8464285714285715,13.115714285714287,6.721428571428572
2005-04-03,4.928571428571427,4.566666666666666,3.903174603174603,13.113809523809522,6.7142857142857135
2005-04-04,4.964285714285714,4.583333333333333,3.9265873015873023,13.151904761904763,6.707142857142856
2005-04-05,5.0,4.6,3.9166666666666665,13.15,6.7
2005-04-06,5.25,4.58,3.931111111111111,13.152000000000001,6.7
2005-04-07,5.0,4.56,3.928888888888889,13.154000000000002,6.7
2005-04-08,4.95,4.54,4.043333333333333,13.156,6.7
2005-04-09,4.9,4.52,4.081388888888888,13.158000000000001,6.7125
2005-04-10,4.85,4.5,4.1194444444444445,13.160000000000002,6.725
2005-04-11,4.8,4.48,4.1575,13.162,6.7375
2005-04-12,4.75,4.46,4.195555555555555,13.224,6.75
2005-04-13,5.25,4.44,4.221111111111111,13.225999999999999,6.75
2005-04-14,5.25,4.42,4.262142857142857,13.228,6.758333333333334
2005-04-15,5.15,4.4,4.31984126984127,13.23,6.7666666666666675
2005-04-16,5.05,4.38,4.377539682539682,13.232,6.775
2005-04-17,4.95,4.36,4.435238095238096,13.234,6.783333333333334
2005-04-18,4.85,4.34,4.542936507936507,13.236,6.791666666666666
2005-04-19,4.75,4.32,4.600634920634921,13.238,6.8
2005-04-20,5.0,4.3,4.666666666666667,13.24,6.8
2005-04-21,4.0,4.4,4.733333333333333,13.24,6.8
2005-04-22,4.25,4.42,4.79547619047619,13.206,6.8
2005-04-23,4.5,4.44,4.840952380952381,13.172,6.8
2005-04-24,4.75,4.46,4.894761904761904,13.138,6.8
2005-04-25,5.0,4.48,4.948571428571429,13.104,6.8
2005-04-26,5.25,4.5,4.9940476190476195,13.069999999999999,6.8
2005-04-27,5.0,4.5,5.10952380952381,13.069999999999999,6.8
2005-04-28,5.25,4.25,5.0249999999999995,12.969999999999999,6.8
2005-04-29,5.3,4.14,5.1171428571428565,12.99,6.8
2005-04-30,5.35,4.03,5.142619047619047,13.059999999999999,6.8
2005-05-01,5.4,3.92,5.15142857142857,13.080000000000002,6.8
2005-05-02,5.45,3.81,5.160238095238095,13.1,6.8
2005-05-03,5.5,3.7,5.1690476190476184,13.12,6.8
2005-05-04,5.5,3.6,5.167857142857142,13.12,6.8
2005-05-05,5.5,3.75,5.116666666666667,13.069999999999999,6.8
2005-05-06,5.5,3.75,5.066666666666666,13.059999999999999,6.8
2005-05-07,5.5,4.0,5.055151515151515,13.024000000000001,6.8181818181818175
2005-05-08,5.5,4.25,5.076969696969697,13.028,6.836363636363636
2005-05-09,5.5,4.5,5.048787878787879,13.032,6.854545454545455
2005-05-10,5.5,4.75,5.037272727272727,12.976000000000003,6.872727272727272
2005-05-11,5.5,5.0,5.042424242424242,12.98,6.890909090909092
2005-05-12,6.0,5.25,4.99090909090909,12.98,6.909090909090909
2005-05-13,5.9,5.25,4.989393939393939,12.99,6.927272727272728
2005-05-14,5.8,5.0875,4.992045454545456,12.9875,6.945454545454545
2005-05-15,5.7,4.925,4.99469696969697,12.985,6.963636363636364
2005-05-16,5.6,4.7625,4.989015151515151,12.982500000000002,6.9818181818181815
2005-05-17,5.5,4.6,4.983333333333333,12.98,7.0
2005-05-18,5.75,4.5,4.95,12.99,7.0
2005-05-19,5.25,4.5,4.95,12.940000000000001,7.0
2005-05-20,5.35,4.5,4.966666666666667,12.940000000000001,7.0
2005-05-21,5.45,4.5,4.9591666666666665,12.907500000000002,6.975
2005-05-22,5.55,4.5,4.935,12.915000000000001,6.95
2005-05-23,5.65,4.5,4.9275,12.8625,6.925
2005-05-24,5.75,4.5,4.92,12.87,6.9
2005-05-25,5.5,4.5,4.916666666666667,12.91,6.9
2005-05-26,5.458333333333334,4.5,4.966666666666667,12.883333333333335,6.9
2005-05-27,5.416666666666666,4.5,4.933333333333334,12.866666666666665,6.9
2005-05-28,5.375,4.425,4.933333333333334,12.852500000000001,6.9
2005-05-29,5.333333333333334,4.35,4.95,12.838333333333335,6.9
2005-05-30,5.291666666666666,4.275,4.95,12.824166666666665,6.9
2005-05-31,5.25,4.2,4.933333333333334,12.77,6.9
2005-06-01,6.0,4.3,4.925000000000001,12.77,7.0
2005-06-02,6.0,4.3,4.958333333333333,12.78,7.0
2005-06-03,5.995901639344263,4.2,4.925,12.77327868852459,7.0
2005-06-04,5.991803278688525,4.1875,4.98125,12.77405737704918,7.0
2005-06-05,5.987704918032787,4.175,5.054166666666667,12.774836065573771,7.0
2005-06-06,5.9836065573770485,4.1625,5.127083333333333,12.77561475409836,7.0
2005-06-07,5.979508196721312,4.15,5.166666666666667,12.77639344262295,7.0
2005-06-08,5.975409836065572,4.1,5.183333333333334,12.759672131147543,7.0
2005-06-09,5.971311475409838,4.0,5.183333333333334,12.752950819672131,7.0
2005-06-10,5.967213114754099,4.15,5.216666666666666,12.766229508196721,7.0
2005-06-11,5.963114754098361,4.175,5.2375,12.754508196721309,6.975
2005-06-12,5.959016393442624,4.2,5.258333333333333,12.762786885245902,6.95
2005-06-13,5.9549180327868845,4.225,5.279166666666667,12.771065573770493,6.925
2005-06-14,5.950819672131147,4.25,5.3,12.73934426229508,6.9
2005-06-15,5.94672131147541,4.3,5.283333333333333,12.75262295081967,6.9
2005-06-16,5.942622950819672,4.35,5.283333333333333,12.755901639344263,6.9
2005-06-17,5.938524590163934,4.42,5.288888888888889,12.755180327868853,6.9
2005-06-18,5.9344262295081975,4.49,5.2972222222222225,12.754459016393444,6.9
2005-06-19,5.9303278688524586,4.56,5.305555555555555,12.753737704918034,6.9
2005-06-20,5.926229508196722,4.63,5.308333333333333,12.753016393442621,6.9
2005-06-21,5.922131147540983,4.7,5.311111111111111,12.752295081967214,6.9
2005-06-22,5.918032786885246,4.75,5.313888888888889,12.745573770491802,6.9
2005-06-23,5.913934426229508,4.8,5.316666666666667,12.768852459016392,6.9
2005-06-24,5.90983606557377,4.8,5.3999999999999995,12.762131147540982,6.9
2005-06-25,5.9057377049180335,4.85,5.379166666666666,12.822909836065572,6.875
2005-06-26,5.9016393442622945,4.9,5.375,12.833688524590164,6.85
2005-06-27,5.897540983606558,4.95,5.370833333333334,12.844467213114754,6.825
2005-06-28,5.89344262295082,5.0,5.366666666666667,12.855245901639345,6.8
2005-06-29,5.889344262295082,5.0,5.3500000000000005,12.858524590163935,6.8
2005-06-30,5.885245901639345,5.0,5.3500000000000005,12.861803278688527,6.8
2005-07-01,5.881147540983608,5.5,5.366666666666667,12.865081967213115,6.8
2005-07-02,5.8770491803278695,5.5,5.366666666666667,12.875860655737705,6.8
2005-07-03,5.8729508196721305,5.5,5.3500000000000005,12.886639344262296,6.8
2005-07-04,5.868852459016392,5.5,5.3500000000000005,12.897418032786884,6.8
2005-07-05,5.864754098360655,5.5,5.3500000000000005,12.908196721311475,6.8
2005-07-06,5.860655737704918,5.6,5.343333333333334,12.921475409836066,6.8
2005-07-07,5.85655737704918,5.62,5.3500000000000005,12.974754098360657,6.833333333333334
2005-07-08,5.852459016393442,5.65,5.3,12.988032786885245,6.866666666666666
2005-07-09,5.8483606557377055,5.675,5.3025,13.001311475409835,6.9
2005-07-10,5.844262295081967,5.7,5.288333333333333,13.014590163934429,6.933333333333334
2005-07-11,5.84016393442623,5.725,5.274166666666666,13.027868852459017,6.966666666666666
2005-07-12,5.836065573770492,5.75,5.260000000000001,13.041147540983607,7.0
2005-07-13,5.831967213114754,5.6,5.216666666666666,12.994426229508196,7.0
2005-07-14,5.827868852459017,5.5,5.197222222222222,12.997704918032786,7.0166666666666675
2005-07-15,5.823770491803278,5.5,5.184444444444444,13.010983606557378,7.033333333333334
2005-07-16,5.819672131147541,5.5,5.180000000000001,13.011762295081965,7.05
2005-07-17,5.8155737704918025,5.5,5.192222222222223,13.01254098360656,7.066666666666666
2005-07-18,5.811475409836066,5.5,5.187777777777779,13.063319672131147,7.083333333333334
2005-07-19,5.807377049180328,5.5,5.1833333333333345,13.064098360655738,7.1
2005-07-20,5.80327868852459,5.5,5.1833333333333345,13.067377049180328,7.1
2005-07-21,5.799180327868853,5.5,5.166666666666667,13.08065573770492,7.1
2005-07-22,5.7950819672131155,5.25,5.183333333333334,13.073934426229508,7.1
2005-07-23,5.7909836065573765,5.275,5.179166666666667,13.077213114754098,7.1
2005-07-24,5.786885245901639,5.3,5.158333333333334,13.08049180327869,7.1
2005-07-25,5.782786885245901,5.325,5.154166666666667,13.083770491803278,7.1
2005-07-26,5.778688524590162,5.35,5.127777777777778,13.13704918032787,7.1
2005-07-27,5.774590163934428,5.5,5.155555555555555,13.150327868852457,7.0
2005-07-28,5.770491803278688,5.5,5.1499999999999995,13.15360655737705,7.0
2005-07-29,5.7663934426229515,5.75,5.133333333333333,13.16688524590164,7.0
2005-07-30,5.762295081967213,5.875,5.110416666666667,13.165163934426229,7.0
2005-07-31,5.758196721311475,6.0,5.0875,13.16344262295082,7.0
2005-08-01,5.754098360655737,6.125,5.064583333333333,13.161721311475413,7.0
2005-08-02,5.75,6.25,5.041666666666667,13.16,7.0
2005-08-03,6.0,6.25,5.027777777777778,13.169999999999998,7.0
2005-08-04,5.9642857142857135,6.25,5.055555555555556,13.13,7.0
2005-08-05,5.928571428571429,6.25,5.083333333333333,13.13,7.0
2005-08-06,5.892857142857142,6.3125,5.091666666666668,13.127500000000001,7.025
2005-08-07,5.857142857142858,6.375,5.133333333333333,13.125,7.05
2005-08-08,5.821428571428571,6.4375,5.141666666666667,13.122499999999999,7.075
2005-08-09,5.7857142857142865,6.5,5.15,13.12,7.1
2005-08-10,5.75,7.0,5.125,13.059999999999999,7.1
2005-08-11,6.0,7.0,5.122619047619048,13.069999999999999,7.1
2005-08-12,6.0,7.5,5.1119047619047615,13.059999999999999,7.1
2005-08-13,6.0,7.45,5.11452380952381,13.057999999999998,7.12
2005-08-14,6.0,7.4,5.117142857142857,13.056000000000001,7.14
2005-08-15,6.0,7.35,5.136428571428572,13.053999999999998,7.16
2005-08-16,6.0,7.3,5.139047619047619,13.051999999999998,7.18
2005-08-17,6.0,7.25,5.141666666666667,13.05,7.2
2005-08-18,5.75,7.25,5.041666666666667,13.05,7.3
2005-08-19,5.7,7.5,5.0233333333333325,13.040000000000001,7.3
2005-08-20,5.65,7.75,5.0216666666666665,13.040000000000001,7.3
2005-08-21,5.6,8.0,5.0200000000000005,13.080000000000002,7.3
2005-08-22,5.55,8.25,5.0183333333333335,13.080000000000002,7.3
2005-08-23,5.5,8.5,5.016666666666667,13.080000000000002,7.3
2005-08-24,5.75,8.5,5.016666666666667,13.120000000000001,7.3
2005-08-25,6.0,8.583333333333334,5.016666666666667,13.120000000000001,7.3
2005-08-26,5.95,8.666666666666666,4.999999999999999,13.120000000000001,7.3
2005-08-27,5.9,8.75,5.004166666666667,13.120000000000001,7.3
2005-08-28,5.85,8.833333333333334,5.008333333333334,13.120000000000001,7.3
2005-08-29,5.8,8.916666666666666,5.0125,13.120000000000001,7.3
2005-08-30,5.75,9.0,5.016666666666667,13.120000000000001,7.3
2005-08-31,6.0,9.0,5.008333333333334,13.120000000000001,7.3
2005-09-01,5.75,9.0,5.013888888888888,13.09,7.316666666666666
2005-09-02,5.85,10.0,4.9944444444444445,13.080000000000002,7.333333333333334
2005-09-03,5.95,10.0625,4.979166666666667,13.0825,7.35
2005-09-04,6.05,10.125,4.963888888888889,13.084999999999999,7.366666666666666
2005-09-05,6.15,10.1875,4.948611111111111,13.0875,7.383333333333334
2005-09-06,6.25,10.25,4.933333333333334,13.09,7.4
2005-09-07,6.0,10.5,4.933333333333334,13.080000000000002,7.4
2005-09-08,6.5,10.5,4.8999999999999995,13.09,7.4
2005-09-09,6.416666666666666,11.5,4.8999999999999995,13.09,7.4
2005-09-10,6.333333333333334,11.583333333333332,4.868095238095237,13.088333333333333,7.42
2005-09-11,6.25,11.666666666666668,4.86952380952381,13.086666666666668,7.44
2005-09-12,6.0,11.75,4.870952380952381,13.084999999999999,7.46
2005-09-13,6.0,11.833333333333332,4.872380952380953,13.103333333333333,7.48
2005-09-14,6.0,11.916666666666668,4.890476190476191,13.201666666666668,7.5
2005-09-15,5.75,12.0,4.928571428571428,13.2,7.5
2005-09-16,5.833333333333334,11.5,4.933333333333333,13.2,7.6
2005-09-17,5.916666666666666,11.5,4.933333333333333,13.2025,7.6
2005-09-18,6.0,11.5,4.95,13.205000000000002,7.6
2005-09-19,6.25,11.5,4.95,13.2075,7.6
2005-09-20,6.5,11.5,4.944444444444445,13.209999999999999,7.6
2005-09-21,6.0,11.5,4.9222222222222225,13.2,7.6
2005-09-22,6.5,11.5,4.9,13.2,7.6
2005-09-23,6.416666666666666,11.25,4.9,13.209999999999999,7.6
2005-09-24,6.333333333333334,11.3125,4.929166666666666,13.209999999999999,7.6
2005-09-25,6.25,11.375,4.991666666666667,13.23,7.6
2005-09-26,6.0,11.4375,5.020833333333334,13.23,7.6
2005-09-27,6.0,11.5,5.05,13.23,7.6
2005-09-28,6.0,12.0,5.166666666666667,13.24,7.6
2005-09-29,6.0,12.0,5.181746031746032,13.231904761904763,7.628571428571429
2005-09-30,6.0,12.0,5.196825396825396,13.223809523809525,7.6571428571428575
2005-10-01,6.0,12.0,5.211904761904762,13.215714285714288,7.685714285714287
2005-10-02,6.0,12.0,5.238095238095238,13.214285714285714,7.7142857142857135
2005-10-03,5.75,12.0,5.247619047619048,13.192857142857141,7.742857142857144
2005-10-04,5.75,12.0,5.257142857142857,13.19142857142857,7.7714285714285705
2005-10-05,6.0,12.0,5.266666666666667,13.190000000000001,7.8
2005-10-06,6.125,12.125,5.2868055555555555,13.188749999999999,7.8
2005-10-07,6.25,12.25,5.290277777777778,13.1875,7.8
2005-10-08,6.375,12.375,5.296780303030303,13.186250000000001,7.795454545454545
2005-10-09,6.5,12.5,5.297727272727273,13.145,7.790909090909091
2005-10-10,6.5,12.625,5.315340909090909,13.14375,7.786363636363636
2005-10-11,6.5,12.75,5.3329545454545455,13.142499999999998,7.781818181818181
2005-10-12,6.25,12.875,5.333901515151514,13.14125,7.777272727272727
2005-10-13,6.0,13.0,5.3181818181818175,13.14,7.772727272727272
2005-10-14,6.0,12.5,5.337878787878789,13.14,7.768181818181818
2005-10-15,6.0,12.75,5.340909090909091,13.142499999999998,7.763636363636364
2005-10-16,6.0,13.0,5.377272727272728,13.145,7.759090909090909
2005-10-17,6.5,13.25,5.380303030303032,13.147499999999999,7.754545454545455
2005-10-18,6.25,13.5,5.383333333333334,13.15,7.75
2005-10-19,6.0,13.75,5.383333333333334,13.15,7.75
2005-10-20,6.0,13.5,5.416666666666667,13.14,7.75
2005-10-21,6.0,16.0,5.5,13.169999999999998,7.75
2005-10-22,6.0,16.375,5.670833333333333,13.1725,7.7625
2005-10-23,6.0,16.75,5.824999999999999,13.275,7.775
2005-10-24,6.0,17.125,5.962500000000001,13.1775,7.7875
2005-10-25,6.75,17.5,6.016666666666667,13.280000000000001,7.8
2005-10-26,6.5,18.0,5.916666666666667,13.290000000000001,7.8
2005-10-27,6.25,18.5,6.066666666666666,13.2,7.8
2005-10-28,6.333333333333334,17.5,6.116666666666667,13.260000000000002,7.8
2005-10-29,6.416666666666666,17.386363636363637,6.153030303030303,13.260000000000002,7.8
2005-10-30,6.5,17.272727272727273,6.239393939393939,13.260000000000002,7.8
2005-10-31,6.0,17.15909090909091,6.259090909090909,13.260000000000002,7.8
2005-11-01,6.25,17.045454545454547,6.262121212121212,13.260000000000002,7.8
2005-11-02,6.25,16.931818181818183,6.298484848484848,13.260000000000002,7.8
2005-11-03,6.5,16.818181818181817,6.318181818181819,13.260000000000002,7.8
2005-11-04,6.583333333333334,16.704545454545453,6.371212121212121,13.260000000000002,7.8
2005-11-05,6.666666666666666,16.59090909090909,6.407575757575756,13.260000000000002,7.8
2005-11-06,6.75,16.477272727272727,6.460606060606061,13.260000000000002,7.8
2005-11-07,6.5,16.363636363636363,6.48030303030303,13.260000000000002,7.8
2005-11-08,6.75,16.25,6.5,13.260000000000002,7.8
2005-11-09,6.25,16.0,6.516666666666667,13.270000000000001,7.9
2005-11-10,6.1923076923076925,16.0625,6.733333333333333,13.26875,7.9
2005-11-11,6.134615384615384,16.125,6.733333333333333,13.267500000000002,8.0
2005-11-12,6.0769230769230775,16.1875,6.730555555555555,13.272916666666669,8.0
2005-11-13,6.019230769230768,16.25,6.811111111111111,13.278333333333332,8.0
2005-11-14,5.961538461538463,16.3125,6.808333333333334,13.283750000000001,8.0
2005-11-15,5.9038461538461515,16.375,6.8388888888888895,13.269166666666667,8.0
2005-11-16,5.8461538461538485,16.4375,6.769444444444445,13.274583333333334,8.0
2005-11-17,5.788461538461537,16.5,6.683333333333334,13.280000000000001,8.0
2005-11-18,5.730769230769232,15.0,6.683333333333334,13.290000000000001,8.0
2005-11-19,5.6730769230769225,14.5,6.802777777777777,13.290833333333333,8.025
2005-11-20,5.615384615384616,14.0,6.822222222222222,13.291666666666666,8.05
2005-11-21,5.557692307692308,13.5,6.841666666666666,13.292499999999999,8.075
2005-11-22,5.5,13.0,6.911111111111111,13.293333333333337,8.1
2005-11-23,5.25,12.5,7.038888888888889,13.306666666666667,8.1
2005-11-24,5.5,13.0,7.1499999999999995,13.3,8.1
2005-11-25,5.416666666666666,14.0,7.1499999999999995,13.333333333333334,8.1
2005-11-26,5.333333333333334,13.75,7.1125,13.369166666666667,8.125
2005-11-27,5.25,13.5,7.0583333333333345,13.365,8.15
2005-11-28,5.5,13.25,7.037499999999999,13.367500000000001,8.175
2005-11-29,5.0,13.0,7.016666666666666,13.37,8.2
2005-11-30,5.0,13.0,6.794444444444444,13.429999999999998,8.2
2005-12-01,5.25,13.0,6.705555555555556,13.429999999999998,8.2
2005-12-02,5.333333333333334,12.0,6.6000000000000005,13.429999999999998,8.2
2005-12-03,5.416666666666666,11.8125,6.583333333333333,13.4375,8.2
2005-12-04,5.5,11.625,6.55,13.444999999999999,8.2
2005-12-05,5.416666666666666,11.4375,6.55,13.4525,8.2
2005-12-06,5.333333333333334,11.25,6.533333333333332,13.459999999999999,8.2
2005-12-07,5.25,11.25,6.533333333333332,13.45,8.2
2005-12-08,5.0,11.25,6.483333333333332,13.48,8.3
2005-12-09,5.083333333333333,11.0,6.449999999999999,13.446666666666667,8.3
2005-12-10,5.166666666666666,11.0,6.375000000000001,13.338333333333335,8.3
2005-12-11,5.25,11.0,6.355555555555555,13.233333333333334,8.3
2005-12-12,5.5,11.0,6.319444444444444,13.161666666666667,8.3
2005-12-13,5.5,11.0,6.283333333333332,13.09,8.3
2005-12-14,5.25,11.0,6.349999999999999,13.09,8.3
2005-12-15,5.25,11.0,6.3,13.09,8.3
2005-12-16,5.333333333333334,10.5,6.333333333333333,13.080000000000002,8.3
2005-12-17,5.416666666666666,10.0,6.520833333333332,13.01,8.3
2005-12-18,5.5,9.166666666666666,6.886111111111112,12.929999999999998,8.3
2005-12-19,5.25,8.333333333333334,7.1180555555555545,12.85,8.3
2005-12-20,5.0,7.5,7.3500000000000005,12.77,8.3
2005-12-21,5.25,7.0,7.25,12.77,8.3
2005-12-22,5.25,8.5,7.133333333333333,12.78,8.3
2005-12-23,5.25,8.05,6.973333333333333,12.778,8.3
2005-12-24,5.25,7.6,6.896666666666667,12.776,8.325
2005-12-25,5.25,7.15,6.803333333333332,12.774,8.35
2005-12-26,5.0,6.7,6.7266666666666675,12.772,8.375
2005-12-27,5.5,6.25,6.63611111111111,12.77,8.4
2005-12-28,5.75,6.25,6.488888888888888,12.77,8.4
2005-12-29,5.5,7.25,6.386111111111112,12.78,8.416666666666666
2005-12-30,5.583333333333334,7.0,6.372222222222221,12.77,8.433333333333334
2005-12-31,5.666666666666666,7.3125,6.349999999999999,12.772499999999999,8.45
2006-01-01,5.75,7.625,6.344444444444444,12.775,8.466666666666667
2006-01-02,5.5,7.9375,6.338888888888889,12.7775,8.483333333333334
2006-01-03,5.25,8.25,6.458333333333333,12.78,8.5
2006-01-04,5.5,7.75,6.366666666666666,12.830000000000002,8.5
2006-01-05,5.5,7.75,6.300000000000001,12.830000000000002,8.5
2006-01-06,5.5,7.75,6.066666666666667,12.830000000000002,8.5
2006-01-07,5.5,7.5,5.658333333333334,12.830000000000002,8.55
2006-01-08,5.5,7.416666666666666,5.394444444444443,12.830000000000002,8.6
2006-01-09,5.25,7.333333333333334,5.2138888888888895,12.830000000000002,8.65
2006-01-10,5.5,7.25,4.666666666666667,12.830000000000002,8.7
2006-01-11,5.75,6.916666666666666,4.705555555555555,12.836666666666668,8.733333333333334
2006-01-12,5.25,6.583333333333334,4.727777777777778,12.843333333333334,8.766666666666666
2006-01-13,5.416666666666666,6.25,4.7,12.85,8.8
2006-01-14,5.583333333333334,6.25,4.56,12.86,8.85
2006-01-15,5.75,6.25,4.4366666666666665,12.87,8.9
2006-01-16,5.5,6.25,4.3133333333333335,12.88,8.95
2006-01-17,6.0,6.25,4.206666666666667,12.89,9.0
2006-01-18,6.0,6.25,3.9083333333333328,12.89,9.0
2006-01-19,6.0,6.25,3.733333333333333,12.89,9.0
2006-01-20,6.0,5.5,3.766666666666666,12.89,9.2
2006-01-21,6.0,5.35,3.7900000000000005,12.888,9.24
2006-01-22,6.0,5.2,3.8633333333333333,12.886000000000001,9.28
2006-01-23,5.75,5.05,3.8533333333333335,12.884,9.32
2006-01-24,6.0,4.9,3.793333333333333,12.882,9.36
