date,Apple,Banana,Rice
2005-07-04,37.66666666666666,4.466666666666667,11.766666666666666
2005-07-05,36.0,4.5,11.95
2005-07-06,36.5,4.5,12.1
2005-07-07,35.0,4.4,12.1
2005-07-08,37.5,4.6,12.1
2005-07-09,37.41666666666666,4.75,12.0
2005-07-10,37.333333333333336,4.9,11.9
2005-07-11,37.25,5.05,11.8
2005-07-12,37.16666666666666,5.2,11.7
2005-07-13,37.083333333333336,5.35,11.95
2005-07-14,37.0,5.5,11.95
2005-07-15,37.0,5.2,11.95
2005-07-16,47.5,4.8,11.95
2005-07-17,44.33333333333333,4.7,11.95
2005-07-18,41.16666666666667,4.6,11.95
2005-07-19,38.0,4.5,11.95
2005-07-20,36.5,5.0,11.25
2005-07-21,38.0,5.4,11.25
2005-07-22,42.0,5.5,11.95
2005-07-23,40.0,5.5,11.95
2005-07-24,39.333333333333336,5.333333333333334,11.95
2005-07-25,38.66666666666666,5.166666666666666,11.95
2005-07-26,38.0,5.0,11.95
2005-07-27,37.0,5.4,11.6
2005-07-28,42.0,5.5,11.6
2005-07-29,45.0,5.5,11.6
2005-07-30,37.0,5.5,11.6
2005-07-31,38.833333333333336,5.166666666666666,11.766666666666666
2005-08-01,40.66666666666666,4.833333333333333,11.933333333333334
2005-08-02,42.5,4.5,12.1
2005-08-03,45.5,5.0,11.6
2005-08-04,43.0,5.5,11.6
2005-08-05,40.5,5.5,12.1
2005-08-06,38.0,5.5,12.1
2005-08-07,35.666666666666664,5.666666666666666,12.1
2005-08-08,33.333333333333336,5.833333333333334,12.1
2005-08-09,31.0,6.0,12.1
2005-08-10,27.5,5.2,11.95
2005-08-11,27.5,5.2,11.8
2005-08-12,30.0,5.5,11.65
2005-08-13,29.6,5.32,11.65
2005-08-14,29.2,5.14,11.65
2005-08-15,28.8,4.96,11.65
2005-08-16,28.4,4.78,11.65
2005-08-17,28.0,4.6,11.65
2005-08-18,36.0,5.5,11.4
2005-08-19,35.0,5.5,11.4
2005-08-20,35.0,5.5,11.4
2005-08-21,31.666666666666664,5.933333333333334,11.583333333333334
2005-08-22,28.333333333333336,6.366666666666666,11.766666666666666
2005-08-23,25.0,6.8,11.95
2005-08-24,23.0,6.5,12.1
2005-08-25,25.0,5.5,12.1
2005-08-26,25.0,6.0,12.1
2005-08-27,26.0,7.0,11.9
2005-08-28,26.0,6.8,11.7
2005-08-29,26.0,6.6,11.5
2005-08-30,26.0,6.4,11.3
2005-08-31,25.0,6.0,11.4
2005-09-01,26.0,6.4,11.4
2005-09-02,31.0,6.0,11.3
2005-09-03,26.0,5.5,11.3
2005-09-04,26.333333333333336,5.833333333333334,11.283333333333335
2005-09-05,26.666666666666664,6.166666666666666,11.266666666666666
2005-09-06,27.0,6.5,11.25
2005-09-07,26.666666666666664,6.333333333333334,11.335714285714285
2005-09-08,26.333333333333336,6.166666666666666,11.42142857142857
2005-09-09,26.0,6.0,11.507142857142856
2005-09-10,26.0,6.08,11.592857142857145
2005-09-11,26.0,6.16,11.678571428571429
2005-09-12,26.0,6.24,11.764285714285712
2005-09-13,26.0,6.32,11.85
2005-09-14,26.0,6.4,11.85
2005-09-15,26.0,5.8,11.85
2005-09-16,24.0,6.0,11.65
2005-09-17,24.0,5.8,11.65
2005-09-18,22.666666666666664,6.033333333333334,11.716666666666665
2005-09-19,21.333333333333336,6.2666666666666675,11.783333333333335
2005-09-20,20.0,6.5,11.85
2005-09-21,22.0,6.6,11.3
2005-09-22,22.0,6.8,11.3
2005-09-23,22.0,7.0,11.85
2005-09-24,30.0,6.8,11.85
2005-09-25,28.0,6.7727272727272725,11.85
2005-09-26,26.0,6.745454545454545,11.85
2005-09-27,24.0,6.718181818181819,11.85
2005-09-28,26.0,6.690909090909091,11.85
2005-09-29,24.0,6.663636363636364,11.85
2005-09-30,26.0,6.636363636363638,11.85
2005-10-01,25.0,6.6090909090909085,11.85
2005-10-02,25.2,6.581818181818181,11.85
2005-10-03,25.4,6.554545454545455,11.85
2005-10-04,25.6,6.527272727272727,11.85
2005-10-05,25.8,6.5,11.85
2005-10-06,26.0,6.8,11.85
2005-10-07,24.0,6.5,11.85
2005-10-08,24.0,5.875,11.771875
2005-10-09,24.0,5.25,11.69375
2005-10-10,24.0,4.625,11.615625
2005-10-11,24.0,4.0,11.5375
2005-10-12,24.0,4.625,11.459375
2005-10-13,24.0,5.25,11.38125
2005-10-14,24.0,5.875,11.303125
2005-10-15,24.0,6.5,11.225
2005-10-16,24.0,6.666666666666666,11.225
2005-10-17,24.0,6.833333333333334,11.225
2005-10-18,24.0,7.0,11.225
2005-10-19,24.0,6.5,11.225
2005-10-20,24.0,7.3,11.225
2005-10-21,24.0,6.5,11.225
2005-10-22,24.0,6.9,11.225
2005-10-23,23.666666666666664,6.866666666666666,11.025
2005-10-24,23.333333333333336,6.833333333333334,10.825
2005-10-25,23.0,6.8,10.625
2005-10-26,24.0,6.0,11.225
2005-10-27,24.0,6.5,11.225
2005-10-28,24.31818181818182,6.5,11.225
2005-10-29,24.63636363636364,6.5,11.225
2005-10-30,24.95454545454545,6.5,11.225
2005-10-31,25.272727272727273,6.5,11.225
2005-11-01,25.59090909090909,6.5,11.225
2005-11-02,25.90909090909091,6.5,11.225
2005-11-03,26.22727272727273,6.5,11.225
2005-11-04,26.54545454545455,6.5,11.225
2005-11-05,26.863636363636363,6.5,11.225
2005-11-06,27.18181818181818,6.5,11.225
2005-11-07,27.5,6.5,11.225
2005-11-08,27.81818181818182,6.5,11.225
2005-11-09,28.13636363636364,6.5,11.225
2005-11-10,28.45454545454545,6.5,11.225
2005-11-11,28.77272727272727,6.5,11.225
2005-11-12,29.09090909090909,6.5,11.225
2005-11-13,29.40909090909091,6.5,11.225
2005-11-14,29.72727272727273,6.5,11.225
2005-11-15,30.04545454545455,6.5,11.225
2005-11-16,30.363636363636363,6.5,11.225
2005-11-17,30.68181818181818,6.5,11.225
2005-11-18,31.0,6.5,11.225
2005-11-19,29.6,6.4,11.225
2005-11-20,28.2,6.3,11.225
2005-11-21,26.8,6.2,11.225
2005-11-22,25.4,6.1,11.225
2005-11-23,24.0,6.0,11.225
2005-11-24,30.0,5.8,11.225
2005-11-25,30.0,5.8,11.225
2005-11-26,30.0,6.0,11.225
2005-11-27,30.0,5.96,11.225
2005-11-28,30.0,5.92,11.225
2005-11-29,30.0,5.88,11.225
2005-11-30,30.0,5.84,11.225
2005-12-01,30.0,5.8,11.225
2005-12-02,28.0,5.5,11.225
2005-12-03,34.0,6.0,11.225
2005-12-04,32.0,6.166666666666666,11.225
2005-12-05,30.0,6.333333333333334,11.225
2005-12-06,28.0,6.5,11.225
2005-12-07,30.0,6.5,11.225
2005-12-08,30.0,6.5,11.225
2005-12-09,28.0,6.5,11.225
2005-12-10,28.75,6.5,11.0875
2005-12-11,29.5,6.5,10.95
2005-12-12,30.25,6.5,10.8125
2005-12-13,31.0,6.5,10.675
2005-12-14,30.68181818181818,6.454545454545455,11.225
2005-12-15,30.363636363636363,6.409090909090909,11.225
2005-12-16,30.04545454545455,6.363636363636362,11.225
2005-12-17,29.72727272727273,6.3181818181818175,11.225
2005-12-18,29.40909090909091,6.2727272727272725,11.183333333333334
2005-12-19,29.09090909090909,6.227272727272728,11.141666666666666
2005-12-20,28.772727272727273,6.1818181818181825,11.1
2005-12-21,28.45454545454545,6.136363636363638,11.058333333333334
2005-12-22,28.13636363636364,6.090909090909091,11.016666666666666
2005-12-23,27.81818181818182,6.045454545454545,10.975
2005-12-24,27.5,6.0,10.933333333333334
2005-12-25,27.18181818181818,5.954545454545455,10.891666666666666
2005-12-26,26.863636363636363,5.909090909090909,10.85
2005-12-27,26.54545454545455,5.863636363636362,10.808333333333334
2005-12-28,26.22727272727273,5.8181818181818175,10.766666666666666
2005-12-29,25.90909090909091,5.7727272727272725,10.725
2005-12-30,25.59090909090909,5.727272727272728,10.683333333333334
2005-12-31,25.27272727272727,5.6818181818181825,10.641666666666666
2006-01-01,24.95454545454545,5.636363636363638,10.6
2006-01-02,24.63636363636364,5.590909090909091,10.558333333333334
2006-01-03,24.31818181818182,5.545454545454545,10.516666666666666
2006-01-04,24.0,5.5,10.475
2006-01-05,23.0,6.0,10.475
2006-01-06,24.0,6.5,10.875
2006-01-07,30.0,6.0,10.875
2006-01-08,28.0,6.0,10.741666666666667
2006-01-09,26.0,6.0,10.608333333333334
2006-01-10,24.0,6.0,10.475
2006-01-11,24.0,6.166666666666666,10.608333333333334
2006-01-12,24.0,6.333333333333334,10.741666666666667
2006-01-13,24.0,6.5,10.875
2006-01-14,24.0,6.475,10.875
2006-01-15,24.0,6.45,10.875
2006-01-16,24.0,6.425,10.875
2006-01-17,24.0,6.4,10.875
2006-01-18,34.0,6.0,10.875
2006-01-19,34.0,6.5,10.875
2006-01-20,32.0,6.0,10.875
2006-01-21,24.0,6.0,10.815000000000001
2006-01-22,24.0,6.0,10.754999999999999
2006-01-23,24.0,6.0,10.695
2006-01-24,24.0,6.0,10.635
2006-01-25,26.0,6.0,10.575
2006-01-26,26.0,6.0,10.641666666666666
2006-01-27,26.0,6.0,10.708333333333334
2006-01-28,26.0,6.0,10.775
2006-01-29,26.5,6.0,10.808333333333334
2006-01-30,27.0,6.0,10.841666666666665
2006-01-31,27.5,6.0,10.875
2006-02-01,22.0,6.5,10.875
2006-02-02,25.0,6.5,10.875
2006-02-03,27.0,6.6,10.875
2006-02-04,30.0,6.5,10.875
2006-02-05,28.666666666666664,6.333333333333334,10.875
2006-02-06,27.333333333333336,6.166666666666666,10.875
2006-02-07,26.0,6.0,10.875
2006-02-08,26.0,6.5,10.775
2006-02-09,25.333333333333336,6.666666666666666,10.791666666666666
2006-02-10,24.666666666666664,6.833333333333334,10.808333333333334
2006-02-11,24.0,7.0,10.825
2006-02-12,23.333333333333336,7.166666666666666,10.841666666666665
2006-02-13,22.666666666666664,7.333333333333334,10.858333333333334
2006-02-14,22.0,7.5,10.875
2006-02-15,26.0,6.0,10.875
2006-02-16,22.0,7.5,10.875
2006-02-17,22.6,7.5,10.625
2006-02-18,23.2,7.5,10.625
2006-02-19,23.8,7.5,10.741666666666667
2006-02-20,24.4,7.5,10.858333333333334
2006-02-21,25.0,7.5,10.975
2006-02-22,28.0,6.5,10.975
2006-02-23,26.0,6.5,10.875
2006-02-24,28.0,6.5,10.875
2006-02-25,30.0,6.0,10.575
2006-02-26,27.5,5.866666666666666,10.591666666666665
2006-02-27,25.0,5.7333333333333325,10.608333333333334
2006-02-28,22.5,5.6,10.625
2006-03-01,27.5,6.0,10.875
2006-03-02,24.0,6.2,10.875
2006-03-03,27.0,6.5,10.875
2006-03-04,25.0,6.5,10.25
2006-03-05,25.666666666666664,6.5,10.325
2006-03-06,26.333333333333336,6.5,10.399999999999999
2006-03-07,27.0,6.5,10.475000000000001
2006-03-08,25.0,6.0,10.0
2006-03-09,27.0,6.0,10.0
2006-03-10,28.0,6.0,10.1
2006-03-11,29.75,6.0,10.2
2006-03-12,31.5,6.0,10.3
2006-03-13,33.25,6.0,10.399999999999999
2006-03-14,35.0,6.0,10.5
2006-03-15,28.0,6.5,11.15
2006-03-16,32.0,6.5,11.15
2006-03-17,28.0,6.5,10.8
2006-03-18,28.0,6.5,10.8
2006-03-19,28.666666666666664,6.5,11.166666666666666
2006-03-20,29.333333333333336,6.5,11.533333333333335
2006-03-21,30.0,6.5,11.9
2006-03-22,26.0,6.5,11.85
2006-03-23,28.0,6.5,11.85
2006-03-24,28.0,6.0,11.275
2006-03-25,28.0,7.0,11.275
2006-03-26,26.0,6.833333333333334,11.275
2006-03-27,24.0,6.666666666666666,11.275
2006-03-28,22.0,6.5,11.275
2006-03-29,28.0,7.0,11.425
2006-03-30,27.333333333333336,6.833333333333334,11.425
2006-03-31,26.666666666666664,6.666666666666666,11.425
2006-04-01,26.0,6.5,11.425
2006-04-02,27.333333333333336,6.5,11.408333333333335
2006-04-03,28.666666666666664,6.5,11.391666666666666
2006-04-04,30.0,6.5,11.375
2006-04-05,25.0,6.5,11.425
2006-04-06,28.0,6.5,11.425
2006-04-07,30.0,6.5,11.39375
2006-04-08,30.45454545454545,6.409090909090909,11.367045454545455
2006-04-09,30.90909090909091,6.3181818181818175,11.340340909090909
2006-04-10,31.363636363636363,6.227272727272728,11.313636363636363
2006-04-11,31.81818181818182,6.136363636363638,11.286931818181817
2006-04-12,32.27272727272727,6.045454545454545,11.260227272727272
2006-04-13,32.72727272727273,5.954545454545455,11.233522727272728
2006-04-14,33.18181818181818,5.863636363636362,11.206818181818182
2006-04-15,33.63636363636363,5.7727272727272725,11.180113636363636
2006-04-16,34.09090909090909,5.6818181818181825,11.15340909090909
2006-04-17,34.54545454545455,5.590909090909091,11.126704545454544
2006-04-18,35.0,5.5,11.1
2006-04-19,34.0,5.5,11.05
2006-04-20,33.0,5.416666666666666,11.05
2006-04-21,32.0,5.333333333333334,11.05
2006-04-22,31.0,5.25,11.05
2006-04-23,30.0,5.166666666666666,11.116666666666667
2006-04-24,29.0,5.083333333333333,11.183333333333334
2006-04-25,28.0,5.0,11.25
2006-04-26,35.0,5.0,10.85
2006-04-27,28.0,6.0,10.85
2006-04-28,28.0,5.5,11.2
2006-04-29,30.8,5.7,11.2
2006-04-30,33.6,5.9,11.1125
2006-05-01,36.4,6.1,11.025
2006-05-02,39.2,6.3,10.9375
2006-05-03,42.0,6.5,10.85
2006-05-04,42.0,6.0,11.2
2006-05-05,42.0,6.0,11.325
2006-05-06,44.0,6.0,10.975
2006-05-07,43.8,6.0,11.091666666666665
2006-05-08,43.6,6.0,11.208333333333334
2006-05-09,43.4,6.0,11.325
2006-05-10,43.2,6.0,11.125
2006-05-11,43.0,6.0,11.125
2006-05-12,40.0,6.5,11.225
2006-05-13,39.0,6.25,11.225
2006-05-14,38.0,6.0,11.225
2006-05-15,37.0,5.75,11.225
2006-05-16,36.0,5.5,11.225
2006-05-17,42.0,6.0,11.225
2006-05-18,36.0,6.0,11.025
2006-05-19,42.0,6.5,11.325
2006-05-20,38.0,6.5,11.325
2006-05-21,37.66666666666666,6.5,11.225
2006-05-22,37.333333333333336,6.5,11.125
2006-05-23,37.0,6.5,11.025
2006-05-24,42.0,7.0,11.125
2006-05-25,44.0,7.5,11.125
2006-05-26,42.0,7.0,11.075
2006-05-27,41.0,8.0,11.075
2006-05-28,40.66666666666666,6.5,11.091666666666665
2006-05-29,40.333333333333336,5.0,11.108333333333334
2006-05-30,40.0,3.5,11.125
2006-05-31,42.0,4.75,11.325
2006-06-01,41.33333333333333,6.0,11.325
2006-06-02,40.66666666666666,7.5,11.325
2006-06-03,40.0,6.5,11.325
2006-06-04,41.66666666666667,6.666666666666666,11.258333333333333
2006-06-05,43.33333333333333,6.833333333333334,11.191666666666666
2006-06-06,45.0,7.0,11.125
2006-06-07,34.0,7.0,11.075
2006-06-08,42.0,8.5,11.075
2006-06-09,40.0,8.4,11.125
2006-06-10,41.25,8.3,11.125
2006-06-11,42.5,8.2,11.125
2006-06-12,43.75,8.1,11.125
2006-06-13,45.0,8.0,11.125
2006-06-14,44.66666666666667,7.0,11.325
2006-06-15,44.33333333333333,7.5,11.325
2006-06-16,44.0,7.5,11.125
2006-06-17,45.0,8.0,11.125
2006-06-18,45.66666666666667,8.0,11.191666666666666
2006-06-19,46.33333333333333,8.0,11.258333333333333
2006-06-20,47.0,8.0,11.325
2006-06-21,42.0,8.0,11.0
2006-06-22,46.0,8.0,10.875
2006-06-23,38.0,7.5,10.75
2006-06-24,43.0,7.5,10.714285714285715
2006-06-25,41.33333333333333,7.5,10.678571428571427
2006-06-26,39.66666666666666,7.5,10.642857142857142
2006-06-27,38.0,7.5,10.607142857142858
2006-06-28,36.0,7.5,10.571428571428573
2006-06-29,28.0,7.5,10.535714285714285
2006-06-30,35.0,7.0,10.5
2006-07-01,34.0,6.5,10.5
2006-07-02,36.0,6.833333333333334,10.5
2006-07-03,38.0,7.166666666666666,10.5
2006-07-04,40.0,7.5,10.5
2006-07-05,36.0,7.5,10.5
2006-07-06,33.0,7.0,10.5
2006-07-07,34.0,7.3,10.7
2006-07-08,33.5,7.225,10.7
2006-07-09,33.0,7.15,10.7
2006-07-10,32.5,7.075,10.7
2006-07-11,32.0,7.0,10.7
2006-07-12,30.0,7.5,10.7
2006-07-13,30.0,6.5,10.7
2006-07-14,30.0,7.0,11.2
2006-07-15,34.0,7.0,11.2
2006-07-16,32.666666666666664,7.166666666666666,11.15
2006-07-17,31.333333333333336,7.333333333333334,11.1
2006-07-18,30.0,7.5,11.05
2006-07-19,28.0,7.0,11.0
2006-07-20,28.5,7.5,11.0
2006-07-21,30.0,7.5,11.2
2006-07-22,30.0,7.0,11.2
2006-07-23,31.0,7.166666666666666,11.2
2006-07-24,32.0,7.333333333333334,11.2
2006-07-25,33.0,7.5,11.2
2006-07-26,33.0,7.0,11.133333333333333
2006-07-27,32.0,7.166666666666666,11.066666666666666
2006-07-28,33.0,7.333333333333334,11.75
2006-07-29,32.0,7.5,11.75
2006-07-30,32.666666666666664,7.333333333333334,11.75
2006-07-31,33.333333333333336,7.166666666666666,11.75
2006-08-01,34.0,7.0,11.75
2006-08-02,34.0,7.5,11.75
2006-08-03,35.0,8.0,11.7
2006-08-04,17.0,8.0,11.25
2006-08-05,22.25,7.5,11.0
2006-08-06,27.5,7.166666666666666,11.066666666666666
2006-08-07,32.75,6.833333333333334,11.133333333333333
2006-08-08,38.0,6.5,11.2
2006-08-09,35.0,6.0,11.2
2006-08-10,35.0,6.0,11.2
2006-08-11,35.0,6.0,11.235714285714286
2006-08-12,33.833333333333336,6.083333333333334,11.271428571428572
2006-08-13,32.666666666666664,6.166666666666666,11.307142857142857
2006-08-14,31.5,6.25,11.342857142857145
2006-08-15,30.333333333333336,6.333333333333334,11.37857142857143
2006-08-16,29.166666666666664,6.416666666666666,11.414285714285715
2006-08-17,28.0,6.5,11.45
2006-08-18,25.0,7.0,11.45
2006-08-19,28.0,7.0,11.45
2006-08-20,28.0,6.833333333333334,11.383333333333333
2006-08-21,28.0,6.666666666666666,11.316666666666666
2006-08-22,28.0,6.5,11.25
2006-08-23,32.0,7.0,11.15
2006-08-24,34.0,7.0,11.15
2006-08-25,32.0,7.0,11.25
2006-08-26,31.5,6.5,11.25
2006-08-27,31.0,6.5,11.366666666666667
2006-08-28,30.5,6.5,11.483333333333334
2006-08-29,30.0,6.5,11.6
2006-08-30,34.0,6.5,11.3
2006-08-31,32.0,6.5,11.3
2006-09-01,32.0,6.5,11.3
2006-09-02,32.0,6.5,11.4
2006-09-03,32.666666666666664,6.5,11.4
2006-09-04,33.333333333333336,6.5,11.4
2006-09-05,34.0,6.5,11.399999999999999
2006-09-06,34.0,6.5,11.6
2006-09-07,30.0,6.5,11.6
2006-09-08,30.0,6.5,11.61
2006-09-09,30.5,6.625,11.62
2006-09-10,31.0,6.75,11.629999999999999
2006-09-11,31.5,6.875,11.64
2006-09-12,32.0,7.0,11.649999999999999
2006-09-13,32.0,7.0,11.649999999999999
2006-09-14,32.0,7.0,11.6
2006-09-15,36.0,6.5,11.6
2006-09-16,34.0,6.5,11.85
2006-09-17,34.14285714285714,6.571428571428571,11.816666666666666
2006-09-18,34.285714285714285,6.642857142857142,11.783333333333333
2006-09-19,34.428571428571416,6.7142857142857135,11.75
2006-09-20,34.571428571428584,6.7857142857142865,11.6
2006-09-21,34.714285714285715,6.857142857142858,11.6
2006-09-22,34.85714285714286,6.928571428571429,11.6
2006-09-23,35.0,7.0,11.6
2006-09-24,34.0,7.0,11.616666666666667
2006-09-25,33.0,7.0,11.633333333333333
2006-09-26,32.0,7.0,11.649999999999999
2006-09-27,32.0,7.0,11.6875
2006-09-28,32.0,7.0,11.925
2006-09-29,35.0,7.5,11.9625
2006-09-30,32.0,7.5,12.0
2006-10-01,31.9,7.45,11.9375
2006-10-02,31.8,7.4,11.875
2006-10-03,31.7,7.35,11.8125
2006-10-04,31.6,7.3,11.75
2006-10-05,31.5,7.25,11.742857142857144
2006-10-06,31.4,7.2,11.735714285714288
2006-10-07,31.3,7.15,11.728571428571428
2006-10-08,31.2,7.1,11.721428571428572
