date,Rice
2005-05-03,10.39
2005-05-04,10.4025
2005-05-05,10.415000000000001
2005-05-06,10.4275
2005-05-07,10.44
2005-05-08,10.44
2005-05-09,10.44
2005-05-10,10.44
2005-05-11,10.44
2005-05-12,10.44
2005-05-13,10.4
2005-05-14,10.4
2005-05-15,10.4
2005-05-16,10.4
2005-05-17,10.4
2005-05-18,10.4
2005-05-19,10.4
2005-05-20,10.400000000000002
2005-05-21,10.400000000000002
2005-05-22,10.399999999999999
2005-05-23,10.4
2005-05-24,10.4
2005-05-25,10.4
2005-05-26,10.405714285714286
2005-05-27,10.411428571428571
2005-05-28,10.417142857142858
2005-05-29,10.422857142857143
2005-05-30,10.428571428571429
2005-05-31,10.434285714285716
2005-06-01,10.44
2005-06-02,10.639999999999999
2005-06-03,10.639999999999999
2005-06-04,10.639999999999999
2005-06-05,10.59
2005-06-06,10.54
2005-06-07,10.489999999999998
2005-06-08,10.44
2005-06-09,10.670000000000002
2005-06-10,10.670000000000002
2005-06-11,10.670000000000002
2005-06-12,10.670000000000002
2005-06-13,10.670000000000002
2005-06-14,10.670000000000002
2005-06-15,10.670000000000002
2005-06-16,10.670000000000002
2005-06-17,10.670000000000002
2005-06-18,10.670000000000002
2005-06-19,11.070000000000002
2005-06-20,11.470000000000002
2005-06-21,11.870000000000001
2005-06-22,11.69857142857143
2005-06-23,11.567142857142857
2005-06-24,11.395714285714286
2005-06-25,11.224285714285715
2005-06-26,11.052857142857142
2005-06-27,10.881428571428572
2005-06-28,10.709999999999999
2005-06-29,10.709999999999999
2005-06-30,10.709999999999999
2005-07-01,10.709999999999999
2005-07-02,10.709999999999999
2005-07-03,10.709999999999999
2005-07-04,10.709999999999999
2005-07-05,10.709999999999999
2005-07-06,10.74375
2005-07-07,10.7775
2005-07-08,10.81125
2005-07-09,10.845
2005-07-10,10.87875
2005-07-11,10.9125
2005-07-12,10.946250000000001
2005-07-13,10.98
2005-07-14,10.98
2005-07-15,11.03
2005-07-16,11.03
2005-07-17,10.983333333333334
2005-07-18,10.936666666666667
2005-07-19,10.89
2005-07-20,10.84
2005-07-21,10.89
2005-07-22,10.89
2005-07-23,10.89
2005-07-24,10.886666666666667
2005-07-25,10.883333333333335
2005-07-26,10.879999999999999
2005-07-27,10.89
2005-07-28,10.9
2005-07-29,10.84
2005-07-30,10.84
2005-07-31,10.86
2005-08-01,10.879999999999999
2005-08-02,10.9
2005-08-03,11.129999999999999
2005-08-04,11.120000000000001
2005-08-05,11.120000000000001
2005-08-06,11.129999999999999
2005-08-07,11.133333333333333
2005-08-08,11.136666666666667
2005-08-09,11.14
2005-08-10,11.129999999999999
2005-08-11,11.209999999999999
2005-08-12,11.23
2005-08-13,11.2
2005-08-14,11.215
2005-08-15,11.23
2005-08-16,11.245000000000001
2005-08-17,11.26
2005-08-18,11.27
2005-08-19,11.29
2005-08-20,11.29
2005-08-21,11.303333333333331
2005-08-22,11.316666666666666
2005-08-23,11.33
2005-08-24,11.35818181818182
2005-08-25,11.346363636363636
2005-08-26,11.364545454545455
2005-08-27,11.382727272727273
2005-08-28,11.40090909090909
2005-08-29,11.41909090909091
2005-08-30,11.437272727272726
2005-08-31,11.455454545454547
2005-09-01,11.463636363636365
2005-09-02,11.471818181818183
2005-09-03,11.52
2005-09-04,11.513000000000002
2005-09-05,11.506
2005-09-06,11.499
2005-09-07,11.491999999999999
2005-09-08,11.535
2005-09-09,11.528
2005-09-10,11.520999999999999
2005-09-11,11.514000000000001
2005-09-12,11.507
2005-09-13,11.499999999999998
2005-09-14,11.53
2005-09-15,11.559999999999999
2005-09-16,11.59
2005-09-17,11.58
2005-09-18,11.556666666666667
2005-09-19,11.533333333333333
2005-09-20,11.51
2005-09-21,11.51
2005-09-22,11.61
2005-09-23,11.626
2005-09-24,11.622
2005-09-25,11.651333333333334
2005-09-26,11.680666666666665
2005-09-27,11.709999999999999
2005-09-28,11.68
2005-09-29,11.78
2005-09-30,11.712857142857143
2005-10-01,11.765714285714285
2005-10-02,11.768571428571429
2005-10-03,11.771428571428572
2005-10-04,11.774285714285714
2005-10-05,11.777142857142858
2005-10-06,11.78
2005-10-07,11.709999999999999
2005-10-08,11.75
2005-10-09,11.726666666666665
2005-10-10,11.703333333333333
2005-10-11,11.680000000000001
2005-10-12,11.656666666666666
2005-10-13,11.633333333333335
2005-10-14,11.610000000000003
2005-10-15,11.61
2005-10-16,11.61
2005-10-17,11.61
2005-10-18,11.61
2005-10-19,11.61
2005-10-20,11.620000000000001
2005-10-21,11.620000000000001
2005-10-22,11.690000000000001
2005-10-23,11.713333333333335
2005-10-24,11.736666666666668
2005-10-25,11.76
2005-10-26,11.76
2005-10-27,11.76
2005-10-28,11.76
2005-10-29,11.76
2005-10-30,11.750833333333334
2005-10-31,11.741666666666665
2005-11-01,11.7325
2005-11-02,11.723333333333333
2005-11-03,11.714166666666667
2005-11-04,11.705
2005-11-05,11.695833333333333
2005-11-06,11.686666666666667
2005-11-07,11.6775
2005-11-08,11.668333333333333
2005-11-09,11.659166666666666
2005-11-10,11.65
2005-11-11,11.65
2005-11-12,11.658333333333335
2005-11-13,11.666666666666666
2005-11-14,11.675
2005-11-15,11.683333333333334
2005-11-16,11.691666666666668
2005-11-17,11.7
2005-11-18,11.676000000000002
2005-11-19,11.652000000000001
2005-11-20,11.641333333333332
2005-11-21,11.630666666666666
2005-11-22,11.62
2005-11-23,11.639999999999999
2005-11-24,11.639999999999999
2005-11-25,11.64
2005-11-26,11.6525
2005-11-27,11.668333333333333
2005-11-28,11.684166666666666
2005-11-29,11.7
2005-11-30,11.73
2005-12-01,11.75
2005-12-02,11.780000000000001
2005-12-03,11.76
2005-12-04,11.766666666666666
2005-12-05,11.773333333333335
2005-12-06,11.780000000000001
2005-12-07,11.74
2005-12-08,11.790000000000001
2005-12-09,11.790000000000001
2005-12-10,11.790000000000001
2005-12-11,11.8
2005-12-12,11.81
2005-12-13,11.82
2005-12-14,11.82
2005-12-15,11.84
2005-12-16,11.84
2005-12-17,11.84
2005-12-18,11.831666666666667
2005-12-19,11.823333333333334
2005-12-20,11.815000000000001
2005-12-21,11.806666666666667
2005-12-22,11.778333333333332
2005-12-23,11.79
2005-12-24,11.766
2005-12-25,11.775333333333332
2005-12-26,11.784666666666666
2005-12-27,11.794
2005-12-28,11.75
2005-12-29,11.8
2005-12-30,11.814
2005-12-31,11.847999999999999
2006-01-01,11.848666666666666
2006-01-02,11.849333333333336
2006-01-03,11.85
2006-01-04,11.870000000000001
2006-01-05,11.896666666666667
2006-01-06,11.923333333333336
2006-01-07,11.95
2006-01-08,11.956666666666667
2006-01-09,11.963333333333335
2006-01-10,11.970000000000002
2006-01-11,11.926666666666666
2006-01-12,11.883333333333333
2006-01-13,11.84
2006-01-14,11.845000000000002
2006-01-15,11.85
2006-01-16,11.855
2006-01-17,11.860000000000003
2006-01-18,11.809999999999999
2006-01-19,11.889999999999999
2006-01-20,11.889999999999999
2006-01-21,11.83
2006-01-22,11.83
2006-01-23,11.83
2006-01-24,11.83
2006-01-25,11.83
2006-01-26,11.806666666666667
2006-01-27,11.783333333333335
2006-01-28,11.76
2006-01-29,11.75
2006-01-30,11.74
2006-01-31,11.73
2006-02-01,11.690000000000001
2006-02-02,11.703333333333333
2006-02-03,11.716666666666665
2006-02-04,11.73
2006-02-05,11.77
2006-02-06,11.81
2006-02-07,11.85
2006-02-08,11.790000000000001
2006-02-09,11.762857142857143
2006-02-10,11.735714285714286
2006-02-11,11.708571428571428
2006-02-12,11.696428571428571
2006-02-13,11.684285714285714
2006-02-14,11.672142857142857
2006-02-15,11.66
2006-02-16,11.592
2006-02-17,11.540000000000001
2006-02-18,11.55
2006-02-19,11.593333333333334
2006-02-20,11.636666666666667
2006-02-21,11.68
2006-02-22,11.64
2006-02-23,11.71
2006-02-24,11.75
2006-02-25,11.760000000000002
2006-02-26,11.766666666666666
2006-02-27,11.773333333333333
2006-02-28,11.78
2006-03-01,11.7375
2006-03-02,11.774999999999999
2006-03-03,11.772499999999999
2006-03-04,11.77
2006-03-05,11.783333333333333
2006-03-06,11.796666666666665
2006-03-07,11.81
2006-03-08,11.77
2006-03-09,11.81
2006-03-10,11.77
2006-03-11,11.82
2006-03-12,11.82
2006-03-13,11.82
2006-03-14,11.82
2006-03-15,11.82
2006-03-16,11.82
2006-03-17,11.82
2006-03-18,11.81
2006-03-19,11.818000000000001
2006-03-20,11.826000000000002
2006-03-21,11.834
2006-03-22,11.842000000000002
2006-03-23,11.850000000000001
2006-03-24,11.15
2006-03-25,11.190000000000001
2006-03-26,11.206666666666667
2006-03-27,11.223333333333334
2006-03-28,11.24
2006-03-29,11.9
2006-03-30,11.9
2006-03-31,11.963999999999999
2006-04-01,11.978
2006-04-02,11.975333333333335
2006-04-03,11.972666666666667
2006-04-04,11.97
2006-04-05,12.02
2006-04-06,12.026666666666667
2006-04-07,12.033333333333333
2006-04-08,12.04
2006-04-09,12.043
2006-04-10,12.046000000000001
2006-04-11,12.049
2006-04-12,12.052
2006-04-13,12.055
2006-04-14,12.062
2006-04-15,12.068999999999999
2006-04-16,12.076
2006-04-17,12.082999999999998
2006-04-18,12.09
2006-04-19,12.11
2006-04-20,12.11
2006-04-21,12.11
2006-04-22,12.16
2006-04-23,12.18
2006-04-24,12.2
2006-04-25,12.22
2006-04-26,12.18
2006-04-27,12.18
2006-04-28,12.18
2006-04-29,12.4
2006-04-30,12.393333333333334
2006-05-01,12.386666666666667
2006-05-02,12.379999999999999
2006-05-03,12.373333333333333
2006-05-04,12.356666666666666
2006-05-05,12.4
2006-05-06,12.25
2006-05-07,12.313333333333333
2006-05-08,12.376666666666665
2006-05-09,12.44
2006-05-10,12.44
2006-05-11,12.44
2006-05-12,12.437999999999999
2006-05-13,12.446000000000002
2006-05-14,12.454
2006-05-15,12.462
2006-05-16,12.47
2006-05-17,12.47
2006-05-18,12.51
2006-05-19,12.51
2006-05-20,12.51
2006-05-21,12.51
2006-05-22,12.51
2006-05-23,12.51
2006-05-24,12.53
2006-05-25,12.489999999999998
2006-05-26,12.53
2006-05-27,12.542285714285715
2006-05-28,12.549238095238096
2006-05-29,12.556190476190476
2006-05-30,12.563142857142857
2006-05-31,12.655428571428573
2006-06-01,12.659714285714285
2006-06-02,12.662
2006-06-03,12.222000000000001
2006-06-04,12.361333333333334
2006-06-05,12.500666666666666
2006-06-06,12.64
2006-06-07,12.65
2006-06-08,12.788
2006-06-09,12.8
2006-06-10,12.785
2006-06-11,12.786666666666665
2006-06-12,12.788333333333332
2006-06-13,12.790000000000001
2006-06-14,12.809999999999999
2006-06-15,12.715
2006-06-16,12.776
2006-06-17,12.819999999999999
2006-06-18,12.787333333333333
2006-06-19,12.754666666666665
2006-06-20,12.722
2006-06-21,12.791999999999998
2006-06-22,12.784
2006-06-23,12.708761904761904
2006-06-24,12.71952380952381
2006-06-25,12.746285714285715
2006-06-26,12.77304761904762
2006-06-27,12.799809523809524
2006-06-28,12.82657142857143
2006-06-29,12.853333333333333
2006-06-30,12.802095238095237
2006-07-01,12.832857142857142
2006-07-02,12.830952380952382
2006-07-03,12.829047619047618
2006-07-04,12.827142857142857
2006-07-05,12.851904761904763
2006-07-06,12.832666666666665
2006-07-07,12.791428571428572
2006-07-08,12.842190476190476
2006-07-09,12.848419047619046
2006-07-10,12.854647619047617
2006-07-11,12.860876190476187
2006-07-12,12.840438095238094
2006-07-13,12.84
2006-07-14,12.83642857142857
2006-07-15,12.832857142857142
2006-07-16,12.829285714285714
2006-07-17,12.825714285714287
2006-07-18,12.822142857142856
2006-07-19,12.838571428571427
2006-07-20,12.853333333333333
2006-07-21,12.858095238095236
2006-07-22,12.856857142857143
2006-07-23,12.86695238095238
2006-07-24,12.87704761904762
2006-07-25,12.887142857142857
2006-07-26,12.861904761904762
2006-07-27,12.883333333333335
2006-07-28,12.904761904761903
2006-07-29,12.836190476190476
2006-07-30,12.890952380952381
2006-07-31,12.945714285714285
2006-08-01,13.000476190476189
2006-08-02,12.935238095238095
2006-08-03,12.87
2006-08-04,12.886444444444445
2006-08-05,12.90288888888889
2006-08-06,12.91266666666667
2006-08-07,12.922444444444446
2006-08-08,12.932222222222222
2006-08-09,12.968666666666667
2006-08-10,12.918444444444443
2006-08-11,12.848222222222223
2006-08-12,12.818000000000001
2006-08-13,12.819809523809525
2006-08-14,12.821619047619047
2006-08-15,12.82342857142857
2006-08-16,12.825238095238095
2006-08-17,12.827047619047619
2006-08-18,12.828857142857142
2006-08-19,12.831999999999999
2006-08-20,12.821333333333333
2006-08-21,12.810666666666668
2006-08-22,12.8
2006-08-23,12.831999999999999
2006-08-24,12.852
2006-08-25,12.882
2006-08-26,12.882
2006-08-27,12.882
2006-08-28,12.882
2006-08-29,12.882
2006-08-30,12.861999999999998
2006-08-31,12.878
2006-09-01,12.878
2006-09-02,13.278
2006-09-03,13.161333333333332
2006-09-04,13.044666666666666
2006-09-05,12.928
2006-09-06,13.078
2006-09-07,13.078
2006-09-08,13.008
2006-09-09,12.978
2006-09-10,12.928
2006-09-11,12.878
2006-09-12,12.828
2006-09-13,12.778
2006-09-14,12.778
2006-09-15,12.758
2006-09-16,12.778
2006-09-17,12.812000000000001
2006-09-18,12.846
2006-09-19,12.88
2006-09-20,12.91
2006-09-21,13.01
2006-09-22,13.01
2006-09-23,13.007439024390242
2006-09-24,13.004878048780489
2006-09-25,13.002317073170733
2006-09-26,12.999756097560976
2006-09-27,13.002195121951221
2006-09-28,13.007491289198606
2006-09-29,13.012787456445992
2006-09-30,13.01808362369338
2006-10-01,13.023379790940766
2006-10-02,13.028675958188154
2006-10-03,13.03397212543554
2006-10-04,13.039268292682928
2006-10-05,13.02170731707317
2006-10-06,13.044146341463414
2006-10-07,13.08658536585366
2006-10-08,13.089024390243901
2006-10-09,13.091463414634145
2006-10-10,13.09390243902439
2006-10-11,13.066341463414634
2006-10-12,12.982780487804877
2006-10-13,12.98521951219512
2006-10-14,12.965158536585367
2006-10-15,12.945097560975608
2006-10-16,12.925036585365854
2006-10-17,12.904975609756098
2006-10-18,12.90741463414634
2006-10-19,12.889853658536586
2006-10-20,12.912292682926829
2006-10-21,12.930731707317074
2006-10-22,12.949170731707317
2006-10-23,12.96760975609756
2006-10-24,12.986048780487803
2006-10-25,13.00448780487805
2006-10-26,13.022926829268291
2006-10-27,13.025365853658537
2006-10-28,13.021304878048781
2006-10-29,13.017243902439024
2006-10-30,13.013182926829268
2006-10-31,13.009121951219512
2006-11-01,12.987560975609757
2006-11-02,12.969999999999999
2006-11-03,12.99
2006-11-04,12.934000000000001
2006-11-05,12.936000000000002
2006-11-06,12.937999999999999
2006-11-07,12.940000000000001
2006-11-08,12.930000000000001
2006-11-09,12.940000000000001
2006-11-10,12.94375
2006-11-11,12.9375
2006-11-12,12.93125
2006-11-13,12.925
2006-11-14,12.91875
2006-11-15,12.935833333333335
2006-11-16,12.952916666666667
2006-11-17,12.969999999999999
2006-11-18,13.05
2006-11-19,13.046428571428573
2006-11-20,13.042857142857144
2006-11-21,13.039285714285715
2006-11-22,13.035714285714283
2006-11-23,13.032142857142855
2006-11-24,13.028571428571428
2006-11-25,13.030000000000001
2006-11-26,13.035
2006-11-27,13.040000000000001
2006-11-28,13.044999999999998
2006-11-29,13.047500000000003
2006-11-30,13.05
2006-12-01,13.0525
2006-12-02,13.05
2006-12-03,13.05
2006-12-04,13.05
2006-12-05,13.05
2006-12-06,13.02
2006-12-07,13.05
2006-12-08,13.02
2006-12-09,13.02
2006-12-10,13.023000000000001
2006-12-11,13.026
2006-12-12,13.029
2006-12-13,13.032
2006-12-14,13.035
2006-12-15,13.038
2006-12-16,13.041
2006-12-17,13.044
2006-12-18,13.047
2006-12-19,13.05
2006-12-20,12.964000000000002
2006-12-21,12.928
2006-12-22,13.040000000000001
2006-12-23,13.040000000000001
2006-12-24,13.044
2006-12-25,13.047999999999998
2006-12-26,13.052000000000001
2006-12-27,13.056000000000001
2006-12-28,12.86
2006-12-29,12.973333333333334
2006-12-30,12.966666666666665
2006-12-31,12.969999999999999
2007-01-01,12.973333333333333
2007-01-02,12.976666666666665
2007-01-03,12.98
2007-01-04,12.98
2007-01-05,12.984571428571428
2007-01-06,12.989142857142856
2007-01-07,12.993714285714285
2007-01-08,12.998285714285714
2007-01-09,13.002857142857142
2007-01-10,13.151428571428573
2007-01-11,13.0
2007-01-12,13.930000000000001
2007-01-13,13.683333333333334
2007-01-14,13.436666666666667
2007-01-15,13.190000000000001
2007-01-16,12.943333333333333
2007-01-17,12.896666666666667
2007-01-18,12.91
2007-01-19,13.104000000000003
2007-01-20,13.080923076923074
2007-01-21,13.057846153846153
2007-01-22,13.034769230769232
2007-01-23,13.011692307692309
2007-01-24,12.988615384615386
2007-01-25,12.965538461538461
2007-01-26,12.961032967032967
2007-01-27,12.956527472527473
2007-01-28,12.952021978021978
2007-01-29,12.947516483516484
2007-01-30,12.94301098901099
2007-01-31,12.938505494505495
2007-02-01,12.934000000000001
2007-02-02,12.931999999999999
2007-02-03,12.930000000000001
2007-02-04,12.928
2007-02-05,12.926000000000002
2007-02-06,12.924000000000001
2007-02-07,12.904
2007-02-08,12.984
2007-02-09,12.9
2007-02-10,12.9
2007-02-11,12.9
2007-02-12,12.9
2007-02-13,12.9
2007-02-14,13.320000000000002
2007-02-15,13.3
2007-02-16,13.303999999999998
2007-02-17,13.308000000000002
2007-02-18,13.312000000000001
2007-02-19,13.315999999999999
2007-02-20,13.320000000000002
2007-02-21,13.320000000000002
2007-02-22,13.3
2007-02-23,13.320000000000002
2007-02-24,13.320000000000002
2007-02-25,13.320000000000002
2007-02-26,13.320000000000002
2007-02-27,13.320000000000002
2007-02-28,13.3
2007-03-01,13.34
2007-03-02,13.187999999999999
2007-03-03,13.1684
2007-03-04,13.1488
2007-03-05,13.1292
2007-03-06,13.1096
2007-03-07,12.99
2007-03-08,13.01
2007-03-09,12.698
2007-03-10,12.686
2007-03-11,12.674
2007-03-12,12.662
2007-03-13,12.65
2007-03-14,12.67
2007-03-15,12.65
2007-03-16,12.969999999999999
2007-03-17,12.895
2007-03-18,12.819999999999999
2007-03-19,12.745000000000001
2007-03-20,12.67
2007-03-21,12.680000000000001
2007-03-22,12.690000000000001
2007-03-23,12.7
2007-03-24,12.698333333333334
2007-03-25,12.696666666666667
2007-03-26,12.694999999999999
2007-03-27,12.693333333333333
2007-03-28,12.691666666666666
2007-03-29,12.690000000000001
2007-03-30,12.690000000000001
2007-03-31,12.690000000000001
2007-04-01,12.690000000000001
2007-04-02,12.690000000000001
2007-04-03,12.690000000000001
2007-04-04,12.73142857142857
2007-04-05,12.752857142857144
2007-04-06,12.802285714285713
2007-04-07,12.851714285714285
2007-04-08,12.901142857142858
2007-04-09,12.95057142857143
2007-04-10,13.0
2007-04-11,13.02
2007-04-12,12.8
2007-04-13,12.84
2007-04-14,12.89
2007-04-15,12.940000000000001
2007-04-16,12.99
2007-04-17,13.040000000000001
2007-04-18,12.84
2007-04-19,12.84
2007-04-20,12.84
2007-04-21,12.85
2007-04-22,12.86
2007-04-23,12.87
2007-04-24,12.88
2007-04-25,12.89
2007-04-26,12.9
2007-04-27,12.9
2007-04-28,12.869230769230768
2007-04-29,12.838461538461539
2007-04-30,12.807692307692307
2007-05-01,12.776923076923078
2007-05-02,12.746153846153847
2007-05-03,12.715384615384616
2007-05-04,12.684615384615384
2007-05-05,12.653846153846153
2007-05-06,12.623076923076923
2007-05-07,12.592307692307694
2007-05-08,12.561538461538461
2007-05-09,12.570769230769232
2007-05-10,12.554
2007-05-11,12.554
2007-05-12,12.5795
2007-05-13,12.605
2007-05-14,12.6305
2007-05-15,12.656
2007-05-16,12.663999999999998
2007-05-17,12.681999999999999
2007-05-18,12.679999999999998
2007-05-19,12.694576923076923
2007-05-20,12.709153846153846
2007-05-21,12.723730769230768
2007-05-22,12.738307692307693
2007-05-23,12.699384615384615
2007-05-24,12.710461538461539
2007-05-25,12.721538461538461
2007-05-26,12.732615384615384
2007-05-27,12.743692307692308
2007-05-28,12.75476923076923
2007-05-29,12.765846153846153
2007-05-30,12.776923076923078
2007-05-31,12.788
2007-06-01,12.796
2007-06-02,12.804000000000002
2007-06-03,12.812000000000001
2007-06-04,12.819999999999999
2007-06-05,12.828
2007-06-06,12.828
2007-06-07,12.834
2007-06-08,12.857999999999999
2007-06-09,12.863
2007-06-10,12.868
2007-06-11,12.873
2007-06-12,12.878
2007-06-13,12.878
2007-06-14,12.888
2007-06-15,12.924000000000001
2007-06-16,12.928999999999998
2007-06-17,12.934000000000001
2007-06-18,12.938999999999998
2007-06-19,12.943999999999999
2007-06-20,12.943999999999999
2007-06-21,12.943999999999999
2007-06-22,12.943999999999999
2007-06-23,12.9515
2007-06-24,12.959
2007-06-25,12.9665
2007-06-26,12.973999999999998
2007-06-27,12.988
2007-06-28,12.988
2007-06-29,13.088
2007-06-30,13.097999999999999
2007-07-01,13.107999999999999
2007-07-02,13.117999999999999
2007-07-03,13.128
2007-07-04,13.128
2007-07-05,13.128
2007-07-06,13.128
2007-07-07,13.130499999999998
2007-07-08,13.133
2007-07-09,13.135499999999999
2007-07-10,13.138
2007-07-11,13.138
2007-07-12,13.088
2007-07-13,13.128
2007-07-14,13.1328
2007-07-15,13.1376
2007-07-16,13.142399999999999
2007-07-17,13.147199999999998
2007-07-18,13.152000000000001
2007-07-19,13.152000000000001
2007-07-20,13.152000000000001
2007-07-21,13.152000000000001
2007-07-22,13.152000000000001
2007-07-23,13.152000000000001
2007-07-24,13.152000000000001
2007-07-25,13.152000000000001
2007-07-26,13.142
2007-07-27,13.132
2007-07-28,13.122
2007-07-29,13.112
2007-07-30,13.102
2007-07-31,13.091999999999999
2007-08-01,13.081999999999999
2007-08-02,13.072
2007-08-03,13.138
2007-08-04,13.148
2007-08-05,13.157999999999998
2007-08-06,13.167999999999997
2007-08-07,13.178
2007-08-08,13.178
2007-08-09,13.138
2007-08-10,13.100666666666665
2007-08-11,13.095833333333335
2007-08-12,13.091
2007-08-13,13.086166666666667
2007-08-14,13.081333333333333
2007-08-15,13.107555555555555
2007-08-16,13.133777777777777
2007-08-17,13.16
2007-08-18,13.201222222222222
2007-08-19,13.242444444444445
2007-08-20,13.283666666666665
2007-08-21,13.324888888888887
2007-08-22,12.984444444444444
2007-08-23,13.004
2007-08-24,13.074000000000002
2007-08-25,13.094
2007-08-26,13.114
2007-08-27,13.134
2007-08-28,13.154
2007-08-29,13.174000000000001
2007-08-30,13.180000000000001
2007-08-31,13.15
2007-09-01,13.169999999999998
2007-09-02,13.190000000000001
2007-09-03,13.209999999999999
2007-09-04,13.23
2007-09-05,13.25
2007-09-06,13.27
2007-09-07,13.309999999999999
2007-09-08,13.355242424242425
2007-09-09,13.400484848484847
2007-09-10,13.445727272727273
2007-09-11,13.490969696969696
2007-09-12,13.48521212121212
2007-09-13,13.479454545454548
2007-09-14,13.460363636363638
2007-09-15,13.456272727272728
2007-09-16,13.452181818181819
2007-09-17,13.448090909090908
2007-09-18,13.443999999999999
2007-09-19,13.59
2007-09-20,13.594
2007-09-21,13.693333333333333
2007-09-22,13.754166666666666
2007-09-23,13.815000000000001
2007-09-24,13.875833333333333
2007-09-25,13.936666666666667
2007-09-26,13.86
2007-09-27,13.780000000000001
2007-09-28,13.824000000000002
2007-09-29,13.84242424242424
2007-09-30,13.860848484848486
2007-10-01,13.879272727272726
2007-10-02,13.89769696969697
2007-10-03,13.916121212121212
2007-10-04,13.934545454545454
2007-10-05,13.953636363636363
2007-10-06,13.997227272727272
2007-10-07,14.040818181818182
2007-10-08,14.08440909090909
2007-10-09,14.128
2007-10-10,14.128
2007-10-11,14.168000000000001
2007-10-12,14.165333333333333
2007-10-13,14.162666666666667
2007-10-14,14.16
2007-10-15,14.157333333333332
2007-10-16,14.154666666666666
2007-10-17,14.148571428571426
2007-10-18,14.142476190476192
2007-10-19,14.136380952380952
2007-10-20,14.130285714285714
2007-10-21,14.124190476190474
2007-10-22,14.11809523809524
2007-10-23,14.112
2007-10-24,14.105333333333334
2007-10-25,14.102666666666668
2007-10-26,14.1
2007-10-27,14.1
2007-10-28,14.1
2007-10-29,14.1
2007-10-30,14.1
2007-10-31,14.1
2007-11-01,14.14
2007-11-02,14.15
2007-11-03,14.147499999999999
2007-11-04,14.145
2007-11-05,14.142500000000002
2007-11-06,14.14
2007-11-07,14.1
2007-11-08,14.1
2007-11-09,14.15
2007-11-10,14.175
2007-11-11,14.2
2007-11-12,14.224999999999998
2007-11-13,14.25
2007-11-14,14.3
2007-11-15,14.313749999999999
2007-11-16,14.3275
2007-11-17,14.341249999999999
2007-11-18,14.355
2007-11-19,14.36875
2007-11-20,14.382499999999999
2007-11-21,14.39625
2007-11-22,14.424285714285713
2007-11-23,14.428571428571427
2007-11-24,14.442857142857145
