date,Banana,Potato,Wheat
2005-03-24,3.9,3.3769230769230765,6.590542005420055
2005-03-25,3.85,3.502307692307692,6.571364046973802
2005-03-26,3.8,3.627692307692308,6.552186088527551
2005-03-27,3.75,3.7530769230769234,6.533008130081301
2005-03-28,3.7,3.8784615384615377,6.51383017163505
2005-03-29,3.65,4.003846153846154,6.4946522131887985
2005-03-30,3.6,4.1292307692307695,6.475474254742548
2005-03-31,3.55,4.254615384615383,6.456296296296296
2005-04-01,3.5,4.38,6.463703703703704
2005-04-02,3.5,4.386,6.471111111111111
2005-04-03,3.571428571428572,4.392,6.478518518518518
2005-04-04,3.6428571428571432,4.398,6.485925925925926
2005-04-05,3.7142857142857135,4.404,6.493333333333333
2005-04-06,3.7857142857142856,4.41,6.335740740740741
2005-04-07,3.8571428571428568,4.416,6.513148148148149
2005-04-08,3.928571428571429,4.422,6.445555555555556
2005-04-09,4.0,4.428,6.537962962962963
2005-04-10,3.833333333333333,4.434,6.497037037037037
2005-04-11,3.666666666666667,4.44,6.4561111111111105
2005-04-12,3.5,4.4460000000000015,6.4151851851851855
2005-04-13,3.583333333333333,4.452,6.407592592592593
2005-04-14,3.666666666666667,4.458,6.425000000000001
2005-04-15,3.75,4.464,6.49
2005-04-16,3.791666666666667,4.47,6.5275
2005-04-17,3.833333333333333,4.476,6.54
2005-04-18,3.875,4.482,6.5525
2005-04-19,3.916666666666667,4.488,6.5649999999999995
2005-04-20,3.958333333333333,4.494,6.58
2005-04-21,4.0,4.5,6.528333333333332
2005-04-22,3.5,4.13,6.531666666666667
2005-04-23,3.416666666666667,4.15,6.535
2005-04-24,3.333333333333333,4.17,6.534
2005-04-25,3.25,4.19,6.5329999999999995
2005-04-26,3.166666666666667,4.21,6.532
2005-04-27,3.083333333333333,4.23,6.5760000000000005
2005-04-28,3.0,4.25,6.545
2005-04-29,3.0,4.24375,6.5
2005-04-30,2.5,4.2375,6.515000000000001
2005-05-01,2.75,4.23125,6.491904761904761
2005-05-02,3.0,4.225,6.468809523809524
2005-05-03,3.25,4.21875,6.445714285714285
2005-05-04,3.5,4.2125,6.458571428571429
2005-05-05,3.25,4.20625,6.4714285714285715
2005-05-06,3.0,4.2,6.484285714285715
2005-05-07,2.75,4.0,6.497142857142857
2005-05-08,2.75,4.166666666666667,6.51
2005-05-09,2.75,4.333333333333333,6.522857142857142
2005-05-10,2.75,4.5,6.5357142857142865
2005-05-11,2.25,4.5,6.524285714285715
2005-05-12,2.0,4.5,6.577857142857143
2005-05-13,2.0,4.19,6.671428571428572
2005-05-14,3.5,4.44,6.55
2005-05-15,3.25,4.44,6.5652380952380955
2005-05-16,3.0,4.44,6.58047619047619
2005-05-17,2.75,4.44,6.595714285714285
2005-05-18,2.583333333333333,4.5,6.619285714285715
2005-05-19,2.4166666666666665,4.46,6.562857142857143
2005-05-20,2.25,4.42,6.611428571428572
2005-05-21,2.0,4.38,6.609999999999999
2005-05-22,2.0,4.38,6.640238095238095
2005-05-23,2.0,4.38,6.67047619047619
2005-05-24,2.0,4.38,6.700714285714286
2005-05-25,2.5,4.44,6.609285714285715
2005-05-26,2.0,4.5,6.607857142857142
2005-05-27,2.142857142857143,4.25,6.629428571428571
2005-05-28,2.2857142857142865,4.25,6.651
2005-05-29,2.4285714285714293,4.2825,6.672571428571429
2005-05-30,2.571428571428572,4.315,6.694142857142857
2005-05-31,2.7142857142857144,4.3475,6.715714285714285
2005-06-01,2.8571428571428568,4.38,6.679285714285715
2005-06-02,3.0,4.32,6.667857142857143
2005-06-03,2.5,4.25,6.666428571428572
2005-06-04,3.0,4.38,6.71
2005-06-05,3.166666666666667,4.443333333333333,6.701904761904762
2005-06-06,3.333333333333333,4.506666666666667,6.693809523809524
2005-06-07,3.5,4.57,6.685714285714285
2005-06-08,2.5,4.38,6.689285714285715
2005-06-09,2.5,4.5,6.622857142857143
2005-06-10,1.5,4.32,6.531428571428572
2005-06-11,2.75,4.32,6.77
2005-06-12,2.916666666666667,4.365,6.766904761904762
2005-06-13,3.083333333333333,4.41,6.763809523809524
2005-06-14,3.25,4.455,6.760714285714286
2005-06-15,2.0,4.5,6.814285714285715
2005-06-16,2.25,4.5,6.767857142857143
2005-06-17,1.5,4.5,6.779428571428571
2005-06-18,1.7083333333333337,4.75,6.791
2005-06-19,1.9166666666666663,4.666666666666667,6.802571428571428
2005-06-20,2.125,4.583333333333333,6.814142857142857
2005-06-21,2.333333333333333,4.5,6.825714285714286
2005-06-22,2.5416666666666665,4.5,6.819285714285714
2005-06-23,2.75,7.0,6.722857142857143
2005-06-24,2.0,4.5,6.811428571428571
2005-06-25,2.5,4.25,6.785
2005-06-26,2.5,4.293333333333333,6.7769047619047615
2005-06-27,2.5,4.336666666666667,6.768809523809523
2005-06-28,2.5,4.38,6.760714285714286
2005-06-29,2.5,4.0,6.76095238095238
2005-06-30,2.5,4.38,6.761190476190476
2005-07-01,2.7,4.3,6.761428571428571
2005-07-02,2.9,4.38,6.71
2005-07-03,3.1,4.336666666666667,6.7212499999999995
2005-07-04,3.3,4.293333333333333,6.7325
2005-07-05,3.5,4.25,6.74375
2005-07-06,2.25,4.5,6.73
2005-07-07,2.5,4.5,6.765833333333333
2005-07-08,2.75,4.3,6.801666666666666
2005-07-09,2.75,4.38,6.8375
2005-07-10,2.9,4.42,6.880000000000001
2005-07-11,3.05,4.46,6.922499999999999
2005-07-12,3.2,4.5,6.965
2005-07-13,3.35,4.56,6.975
2005-07-14,3.5,4.5,6.965
2005-07-15,3.5,4.5,6.82
2005-07-16,3.5,4.38,6.869999999999999
2005-07-17,3.6,4.38,6.88
2005-07-18,3.7,4.38,6.89
2005-07-19,3.8,4.38,6.9
2005-07-20,3.9,4.38,6.93
2005-07-21,4.0,4.63,7.029999999999999
2005-07-22,3.0,4.5,7.050000000000001
2005-07-23,3.0,4.57,7.0649999999999995
2005-07-24,3.333333333333333,4.506666666666667,7.025833333333333
2005-07-25,3.666666666666667,4.443333333333333,6.986666666666666
2005-07-26,4.0,4.38,6.9475
2005-07-27,4.0,4.38,6.925000000000001
2005-07-28,3.0,4.0,6.9
2005-07-29,3.75,4.0,6.905
2005-07-30,3.6875,4.13,6.91
2005-07-31,3.625,4.003333333333333,6.915
2005-08-01,3.5625,3.876666666666667,6.92
2005-08-02,3.5,3.75,6.925000000000001
2005-08-03,4.5,4.0,6.905
2005-08-04,3.75,4.13,6.885
2005-08-05,3.5,4.0,6.880000000000001
2005-08-06,4.25,4.38,6.91125
2005-08-07,4.166666666666667,4.38,6.909166666666667
2005-08-08,4.083333333333333,4.38,6.907083333333333
2005-08-09,4.0,4.38,6.905
2005-08-10,5.25,4.13,6.915
2005-08-11,6.0,4.0,6.975
2005-08-12,4.25,4.0,6.95
2005-08-13,4.52,4.25,6.970000000000001
2005-08-14,4.466,4.0,6.940833333333334
2005-08-15,4.412,3.75,6.911666666666667
2005-08-16,4.3580000000000005,3.5,6.8825
2005-08-17,4.3039999999999985,4.0,6.8966666666666665
2005-08-18,4.25,4.0,6.910833333333333
2005-08-19,4.25,4.05,6.925
2005-08-20,4.25,4.1,6.91625
2005-08-21,4.25,4.15,6.907500000000001
2005-08-22,4.25,4.2,6.89875
2005-08-23,4.25,4.25,6.890000000000001
2005-08-24,4.25,4.0,6.859999999999999
2005-08-25,3.5,3.9,6.92
2005-08-26,3.75,3.88,6.83
2005-08-27,3.75,3.75,6.84
2005-08-28,3.833333333333333,3.833333333333333,6.826666666666667
2005-08-29,3.916666666666667,3.916666666666667,6.813333333333334
2005-08-30,4.0,4.0,6.800000000000001
2005-08-31,3.5,3.95,6.890000000000001
2005-09-01,3.5,3.94,6.845000000000001
2005-09-02,3.25,3.88,6.869999999999999
2005-09-03,3.75,3.63,6.865
2005-09-04,3.625,3.713333333333333,6.863333333333333
2005-09-05,3.5,3.796666666666667,6.861666666666666
2005-09-06,3.375,3.88,6.86
2005-09-07,3.25,3.88,6.875
2005-09-08,3.583333333333333,3.67,6.871666666666667
2005-09-09,3.916666666666667,3.46,6.868333333333333
2005-09-10,4.25,3.25,6.890000000000001
2005-09-11,4.0,3.3666666666666667,6.883333333333333
2005-09-12,3.75,3.483333333333333,6.876666666666667
2005-09-13,3.5,3.6,6.869999999999999
2005-09-14,3.0,3.88,6.88
2005-09-15,3.25,3.88,6.894166666666666
2005-09-16,3.0,3.63,6.908333333333333
2005-09-17,4.0,3.88,6.922499999999999
2005-09-18,4.166666666666667,3.963333333333333,6.941666666666666
2005-09-19,4.333333333333333,4.046666666666667,6.960833333333333
2005-09-20,4.5,4.13,6.98
2005-09-21,4.0,4.25,7.075
2005-09-22,4.25,4.25,6.99
2005-09-23,4.0,3.75,7.015000000000001
2005-09-24,4.25,4.15,7.018000000000001
2005-09-25,4.166666666666667,4.06,7.021000000000001
2005-09-26,4.083333333333333,3.97,7.024
2005-09-27,4.0,3.88,7.027
2005-09-28,4.25,3.88,7.03
2005-09-29,4.25,4.0,6.98
2005-09-30,5.5,3.88,7.0
2005-10-01,4.75,4.13,7.01
2005-10-02,4.75,4.046666666666667,7.053333333333333
2005-10-03,4.75,3.963333333333333,7.096666666666667
2005-10-04,4.75,3.88,7.140000000000001
2005-10-05,5.0,3.92,7.11
2005-10-06,5.25,3.96,7.21
2005-10-07,5.5,4.0,7.145
2005-10-08,6.0,4.25,7.15
2005-10-09,6.0,4.25,7.168333333333333
2005-10-10,6.0,4.25,7.186666666666667
2005-10-11,6.0,4.25,7.205
2005-10-12,6.0,4.25,7.183333333333334
2005-10-13,6.0,4.25,7.236666666666667
2005-10-14,5.0,4.38,7.165
2005-10-15,5.25,4.25,7.3025
2005-10-16,5.307692307692308,4.298461538461538,7.353333333333333
2005-10-17,5.365384615384616,4.346923076923076,7.404166666666667
2005-10-18,5.4230769230769225,4.395384615384615,7.455
2005-10-19,5.480769230769232,4.443846153846153,7.495
2005-10-20,5.538461538461538,4.4923076923076914,7.4399999999999995
2005-10-21,5.596153846153847,4.540769230769231,7.35
2005-10-22,5.6538461538461515,4.5892307692307694,7.27
2005-10-23,5.711538461538463,4.6376923076923084,7.286666666666666
2005-10-24,5.769230769230768,4.686153846153847,7.303333333333334
2005-10-25,5.8269230769230775,4.734615384615385,7.32
2005-10-26,5.884615384615384,4.783076923076923,7.28
2005-10-27,5.9423076923076925,4.831538461538461,7.265
2005-10-28,6.0,4.88,7.32
2005-10-29,6.0,5.25,7.21
2005-10-30,6.5,5.3566666666666665,7.220833333333333
2005-10-31,7.0,5.463333333333334,7.231666666666667
2005-11-01,7.5,5.57,7.2425
2005-11-02,7.166666666666666,5.546666666666666,7.253333333333333
2005-11-03,6.833333333333334,5.5233333333333325,7.264166666666666
2005-11-04,6.5,5.5,7.275
2005-11-05,6.1875,6.13,7.34
2005-11-06,5.875,6.046666666666666,7.37
2005-11-07,5.5625,5.963333333333334,7.4
2005-11-08,5.25,5.88,7.43
2005-11-09,5.5,6.5,7.359999999999999
2005-11-10,5.75,5.85,7.425000000000001
2005-11-11,5.5,6.3,7.49
2005-11-12,5.0,6.75,7.6850000000000005
2005-11-13,5.142857142857143,6.96,7.668333333333333
2005-11-14,5.285714285714286,7.17,7.651666666666667
2005-11-15,5.428571428571429,7.38,7.635
2005-11-16,5.571428571428571,7.25,7.585
2005-11-17,5.7142857142857135,8.13,7.62
2005-11-18,5.857142857142858,7.5,7.67
2005-11-19,6.0,8.5,7.71
2005-11-20,6.166666666666666,7.856666666666666,7.696666666666666
2005-11-21,6.333333333333334,7.213333333333334,7.683333333333334
2005-11-22,6.5,6.57,7.67
2005-11-23,6.0,7.25,7.705
2005-11-24,5.0,8.0,7.855
2005-11-25,5.0,7.8,7.8149999999999995
2005-11-26,4.99,7.07,7.55
2005-11-27,4.98,7.030408163265307,7.498333333333333
2005-11-28,4.97,6.990816326530613,7.446666666666667
2005-11-29,4.96,6.951224489795918,7.395
2005-11-30,4.95,6.911632653061225,7.465
2005-12-01,4.94,6.87204081632653,7.481617647058824
2005-12-02,4.93,6.8324489795918355,7.703235294117647
2005-12-03,4.92,6.792857142857144,7.42985294117647
2005-12-04,4.91,6.75326530612245,7.4248039215686275
2005-12-05,4.9,6.713673469387755,7.4197549019607845
2005-12-06,4.89,6.6740816326530625,7.414705882352942
2005-12-07,4.88,6.634489795918367,7.501323529411764
2005-12-08,4.87,6.5948979591836725,7.692941176470589
2005-12-09,4.86,6.555306122448981,7.474558823529411
2005-12-10,4.85,6.515714285714285,7.571176470588236
2005-12-11,4.84,6.476122448979591,7.604460784313725
2005-12-12,4.83,6.436530612244897,7.637745098039215
2005-12-13,4.82,6.396938775510204,7.671029411764706
2005-12-14,4.81,6.3573469387755095,7.665980392156863
2005-12-15,4.8,6.317755102040818,7.660931372549021
2005-12-16,4.79,6.278163265306122,7.655882352941177
2005-12-17,4.78,6.238571428571429,7.6475
2005-12-18,4.77,6.198979591836735,7.654117647058824
2005-12-19,4.76,6.159387755102041,7.6607352941176465
2005-12-20,4.75,6.119795918367347,7.757352941176471
2005-12-21,4.74,6.080204081632652,7.7389705882352935
2005-12-22,4.73,6.040612244897959,7.780588235294118
2005-12-23,4.72,6.001020408163265,7.802205882352942
2005-12-24,4.71,5.961428571428571,7.822573529411764
2005-12-25,4.7,5.921836734693878,7.842941176470587
2005-12-26,4.69,5.882244897959184,7.863308823529411
2005-12-27,4.68,5.842653061224488,7.883676470588235
2005-12-28,4.67,5.803061224489796,7.8802941176470584
2005-12-29,4.66,5.763469387755103,7.846911764705881
2005-12-30,4.65,5.723877551020409,7.848529411764706
2005-12-31,4.64,5.684285714285713,7.845147058823529
2006-01-01,4.63,5.6446938775510205,7.876050420168067
2006-01-02,4.62,5.605102040816328,7.906953781512604
2006-01-03,4.61,5.565510204081632,7.937857142857142
2006-01-04,4.6,5.5259183673469385,7.937142857142857
2006-01-05,4.59,5.486326530612245,7.961428571428572
2006-01-06,4.58,5.44673469387755,8.110714285714284
2006-01-07,4.57,5.4071428571428575,8.185
2006-01-08,4.56,5.367551020408165,8.25095238095238
2006-01-09,4.55,5.32795918367347,8.316904761904762
2006-01-10,4.54,5.288367346938776,8.382857142857144
2006-01-11,4.53,5.248775510204082,8.448809523809523
2006-01-12,4.52,5.209183673469388,8.514761904761905
2006-01-13,4.51,5.169591836734694,8.580714285714286
2006-01-14,4.5,5.13,8.52375
2006-01-15,4.833333333333333,5.42,8.514166666666668
2006-01-16,5.166666666666666,5.71,8.504583333333333
2006-01-17,5.5,6.0,8.495000000000001
2006-01-18,5.5,5.5,8.785454545454545
2006-01-19,5.5,5.0,8.725909090909092
2006-01-20,4.5,4.63,8.741363636363637
2006-01-21,5.0,4.0,8.681818181818183
2006-01-22,5.0,3.916666666666667,8.630606060606059
2006-01-23,5.0,3.833333333333333,8.57939393939394
2006-01-24,5.0,3.75,8.528181818181817
2006-01-25,5.166666666666666,4.25,8.468636363636364
2006-01-26,5.333333333333334,3.68,8.325757575757576
2006-01-27,5.5,4.0,8.182878787878787
2006-01-28,5.5,4.0,8.04
2006-01-29,5.333333333333334,4.21,8.121666666666666
2006-01-30,5.166666666666666,4.42,8.203333333333333
2006-01-31,5.0,4.63,8.285
2006-02-01,5.0,4.63,8.5
2006-02-02,4.5,4.38,8.51
2006-02-03,4.5,4.0,8.54
2006-02-04,5.0,4.44,8.652857142857144
2006-02-05,5.0,4.376666666666667,8.615714285714287
2006-02-06,5.0,4.3133333333333335,8.57857142857143
2006-02-07,5.0,4.25,8.541428571428572
2006-02-08,5.0,4.38,8.579285714285714
2006-02-09,5.0,4.25,8.592142857142857
2006-02-10,5.0,4.25,8.605
2006-02-11,5.0,4.0,8.635000000000002
2006-02-12,5.0,4.166666666666667,8.65
2006-02-13,5.0,4.333333333333333,8.665
2006-02-14,5.0,4.5,8.68
2006-02-15,5.0,4.25,8.653333333333332
2006-02-16,5.0,4.25,8.551666666666666
2006-02-17,5.0,4.1,8.625
2006-02-18,5.0,4.25,8.715
2006-02-19,5.0,4.166666666666667,8.71
2006-02-20,5.0,4.083333333333333,8.705
2006-02-21,5.0,4.0,8.7
2006-02-22,5.0,4.0,8.635
2006-02-23,5.0,3.75,8.59
2006-02-24,5.0,4.0,8.565000000000001
2006-02-25,5.0,4.5,8.565000000000001
2006-02-26,5.0,4.376666666666667,8.565000000000001
2006-02-27,5.0,4.253333333333333,8.565000000000001
2006-02-28,5.0,4.13,8.565000000000001
2006-03-01,5.5,4.63,8.526666666666667
2006-03-02,5.0,4.5,8.488333333333333
2006-03-03,5.0,4.0,8.425
2006-03-04,5.0,4.25,8.379999999999999
2006-03-05,5.0,4.376666666666667,8.379999999999999
2006-03-06,5.0,4.503333333333333,8.38
2006-03-07,5.0,4.63,8.38
2006-03-08,5.0,4.25,8.655000000000001
2006-03-09,4.5,4.38,8.67
2006-03-10,5.0,4.13,8.735
2006-03-11,5.5,4.5,8.75
2006-03-12,5.166666666666666,4.46,8.734166666666667
2006-03-13,4.833333333333333,4.42,8.718333333333334
2006-03-14,4.5,4.38,8.7025
2006-03-15,4.571428571428573,4.42,8.686666666666667
2006-03-16,4.6428571428571415,4.46,8.670833333333333
2006-03-17,4.714285714285714,4.5,8.655000000000001
2006-03-18,4.785714285714286,3.75,8.7
2006-03-19,4.8571428571428585,3.911428571428572,8.635714285714286
2006-03-20,4.928571428571429,4.072857142857143,8.571428571428573
2006-03-21,5.0,4.234285714285715,8.507142857142856
2006-03-22,5.0,4.395714285714286,8.392857142857142
2006-03-23,5.0,4.557142857142857,8.378571428571428
2006-03-24,5.0,4.718571428571429,8.414285714285715
2006-03-25,5.0,4.88,8.2875
2006-03-26,4.833333333333333,4.786666666666667,8.09769230769231
2006-03-27,4.666666666666667,4.693333333333333,7.907884615384615
2006-03-28,4.5,4.6,7.718076923076925
2006-03-29,4.75,4.6,8.090769230769231
2006-03-30,4.833333333333333,4.616666666666667,7.588461538461539
2006-03-31,4.916666666666667,4.633333333333333,7.511153846153846
2006-04-01,5.0,4.65,7.443846153846153
2006-04-02,5.0,4.663333333333333,7.376538461538461
2006-04-03,5.0,4.676666666666667,7.309230769230768
2006-04-04,5.0,4.69,7.241923076923076
2006-04-05,6.0,4.88,7.174615384615384
2006-04-06,5.0,4.67,7.141057692307692
2006-04-07,5.5,4.46,7.1075
2006-04-08,4.5,4.25,7.231249999999999
2006-04-09,4.666666666666667,4.126666666666667,7.27
2006-04-10,4.833333333333333,4.003333333333333,7.30875
2006-04-11,5.0,3.88,7.3475
2006-04-12,5.0,4.75,7.331250000000001
2006-04-13,5.0,4.5,7.365
2006-04-14,5.0,4.63,7.4350000000000005
2006-04-15,5.5,5.25,7.4750000000000005
2006-04-16,5.5,5.293333333333334,7.5216666666666665
2006-04-17,5.5,5.336666666666666,7.568333333333333
2006-04-18,5.5,5.38,7.615
2006-04-19,4.0,5.75,7.86
2006-04-20,5.5,5.25,7.8
2006-04-21,5.5,4.5,7.875
2006-04-22,5.0,4.63,7.88625
2006-04-23,5.0,4.586666666666667,7.9725
2006-04-24,5.0,4.543333333333333,8.05875
2006-04-25,5.0,4.5,8.145
2006-04-26,4.5,4.63,8.093333333333334
2006-04-27,5.5,5.25,7.951666666666666
2006-04-28,6.0,5.13,7.83
2006-04-29,5.0,5.0,8.045
2006-04-30,4.666666666666667,5.043333333333333,8.019166666666667
2006-05-01,4.333333333333333,5.086666666666667,7.993333333333333
2006-05-02,4.0,5.13,7.9675
2006-05-03,4.75,4.75,7.943333333333333
2006-05-04,4.666666666666667,5.38,7.934166666666666
2006-05-05,4.583333333333333,5.13,7.945
2006-05-06,4.5,4.88,8.065000000000001
2006-05-07,4.5,5.086666666666667,8.2
2006-05-08,4.5,5.293333333333334,8.334999999999999
2006-05-09,4.5,5.5,8.47
2006-05-10,5.0,5.44,8.595
2006-05-11,5.0,5.07,8.715
2006-05-12,5.0,5.13,8.629999999999999
2006-05-13,5.0,5.13,8.649999999999999
2006-05-14,5.333333333333334,5.213333333333334,8.617916666666666
2006-05-15,5.666666666666666,5.296666666666666,8.585833333333333
2006-05-16,6.0,5.38,8.553749999999999
2006-05-17,6.0,5.13,8.555
2006-05-18,6.0,5.25,8.35
2006-05-19,5.5,4.9,8.350000000000001
2006-05-20,6.0,5.13,8.375
2006-05-21,6.166666666666666,5.13,8.355333333333334
2006-05-22,6.333333333333334,5.13,8.335666666666667
2006-05-23,6.5,5.13,8.316
2006-05-24,6.5,5.5,8.473
2006-05-25,5.5,5.13,8.585
2006-05-26,5.0,4.75,8.557
2006-05-27,5.0,5.13,8.529625
2006-05-28,4.65,5.13,8.50225
2006-05-29,4.3,5.13,8.474875
2006-05-30,3.95,5.13,8.4475
2006-05-31,3.6,5.25,8.449791666666666
2006-06-01,3.25,5.0,8.452083333333333
2006-06-02,3.0,4.88,8.454374999999999
2006-06-03,5.5,5.25,8.504999999999999
2006-06-04,5.4,5.23,8.540333333333333
2006-06-05,5.3,5.21,8.575666666666669
2006-06-06,5.2,5.19,8.611
2006-06-07,5.1,5.25,8.623
2006-06-08,5.0,5.38,8.61
2006-06-09,5.5,5.63,8.623999999999999
2006-06-10,5.375,5.0,8.638
2006-06-11,5.25,5.0,8.652
2006-06-12,5.125,5.0,8.666
2006-06-13,5.0,5.0,8.68
2006-06-14,4.833333333333333,5.0,8.75
2006-06-15,4.666666666666667,5.0,8.86
2006-06-16,4.5,5.13,8.844999999999999
2006-06-17,5.0,5.0,8.76625
2006-06-18,5.0,5.0633333333333335,8.6875
2006-06-19,5.0,5.126666666666666,8.60875
2006-06-20,5.0,5.19,8.530000000000001
2006-06-21,5.0,5.19,8.52
2006-06-22,4.5,5.32,8.745
2006-06-23,4.5625,5.28,8.525
2006-06-24,4.625,5.24,8.574375
2006-06-25,4.6875,5.2,8.563749999999999
2006-06-26,4.75,5.16,8.553125
2006-06-27,4.8125,5.12,8.5425
2006-06-28,4.875,5.08,8.531875
2006-06-29,4.9375,5.04,8.52125
2006-06-30,5.0,5.0,8.570625
2006-07-01,5.5,4.94,8.649999999999999
2006-07-02,5.5,5.086666666666667,8.703333333333333
2006-07-03,5.5,5.233333333333333,8.756666666666668
2006-07-04,5.5,5.38,8.809999999999999
2006-07-05,5.75,5.63,8.862142857142857
2006-07-06,5.333333333333334,5.546666666666666,8.800952380952381
2006-07-07,4.916666666666667,5.463333333333334,8.739761904761906
2006-07-08,4.5,5.38,8.678571428571427
2006-07-09,4.85,5.336666666666666,8.685714285714285
2006-07-10,5.2,5.293333333333334,8.701607142857142
2006-07-11,5.55,5.25,8.7175
2006-07-12,5.9,5.44,8.723472222222222
2006-07-13,6.25,5.25,8.729444444444443
2006-07-14,6.25,5.0,8.740666666666666
2006-07-15,5.5,5.63,8.751888888888889
2006-07-16,5.333333333333334,5.4833333333333325,8.76311111111111
2006-07-17,5.166666666666666,5.336666666666666,8.774333333333333
2006-07-18,5.0,5.19,8.785555555555554
2006-07-19,5.008823529411765,5.2083529411764715,8.832777777777778
2006-07-20,5.0176470588235285,5.226705882352942,8.81
2006-07-21,5.026470588235294,5.245058823529412,8.947222222222221
2006-07-22,5.035294117647059,5.263411764705882,8.779444444444445
2006-07-23,5.044117647058823,5.2817647058823525,8.838333333333335
2006-07-24,5.052941176470588,5.3001176470588245,8.897222222222222
2006-07-25,5.061764705882354,5.318470588235295,8.956111111111111
2006-07-26,5.070588235294117,5.336823529411763,8.973333333333333
2006-07-27,5.079411764705882,5.355176470588235,8.760555555555555
2006-07-28,5.088235294117646,5.373529411764706,8.812777777777779
2006-07-29,5.0970588235294105,5.3918823529411775,8.870000000000001
2006-07-30,5.105882352941176,5.410235294117646,8.869285714285715
2006-07-31,5.114705882352942,5.428588235294118,8.868571428571428
2006-08-01,5.123529411764705,5.446941176470588,8.867857142857142
2006-08-02,5.132352941176472,5.465294117647059,8.877142857142857
2006-08-03,5.141176470588237,5.4836470588235295,8.866428571428573
