date,Wheat_Lokwan,Wheat_Rajasthan Tukdi,Onion_Other,Wheat_Other,Potato_Other
2005-09-10,7.8,8.057142857142857,8.0,8.2,5.0
2005-09-11,7.8125,8.042857142857143,8.0,8.236666666666666,5.0
2005-09-12,7.825,8.028571428571428,8.0,8.273333333333332,5.0
2005-09-13,7.8375,8.014285714285714,8.0,8.31,5.0
2005-09-14,7.85,8.0,8.0,8.35,4.0
2005-09-15,7.8,8.55,8.0,8.35625,5.0
2005-09-16,7.75,7.9,8.0,8.3625,5.0
2005-09-17,7.75,7.8875,8.0,8.36875,5.0
2005-09-18,7.75,7.875,8.0,8.375,5.166666666666666
2005-09-19,7.75,7.8625,8.0,8.38125,5.333333333333334
2005-09-20,7.75,7.85,8.0,8.3875,5.5
2005-09-21,7.9,7.75,8.0,8.39375,7.0
2005-09-22,8.1,8.85,8.0,8.4,6.0
2005-09-23,8.25,7.55,7.0,8.3975,5.5
2005-09-24,7.95,7.8,7.5,8.395,5.5
2005-09-25,7.975,7.879166666666666,8.0,8.3925,5.5
2005-09-26,8.0,7.958333333333334,8.5,8.39,5.5
2005-09-27,8.025,8.0375,9.0,8.3875,5.5
2005-09-28,8.05,8.116666666666667,8.5,8.385,6.0
2005-09-29,8.075,8.195833333333333,8.0,8.3825,6.0
2005-09-30,8.1,8.275,8.0,8.38,6.0
2005-10-01,8.125,8.354166666666666,8.0,8.3775,6.0
2005-10-02,8.15,8.433333333333334,8.0,8.375,6.0
2005-10-03,8.175,8.5125,8.0,8.3725,6.0
2005-10-04,8.2,8.591666666666667,8.0,8.37,6.0
2005-10-05,8.225,8.670833333333334,8.0,7.91,6.0
2005-10-06,8.25,8.75,8.0,8.15,6.0
2005-10-07,7.75,8.0,8.0,8.25,6.0
2005-10-08,8.0,8.25,8.0,8.31,6.0
2005-10-09,8.083333333333334,8.458333333333334,8.666666666666666,8.34,6.0
2005-10-10,8.166666666666666,8.666666666666666,9.333333333333334,8.37,6.0
2005-10-11,8.25,8.875,10.0,8.4,6.0
2005-10-12,8.333333333333334,9.083333333333334,10.0,8.42,6.0
2005-10-13,8.416666666666666,9.291666666666666,10.0,8.44,6.0
2005-10-14,8.5,9.5,9.0,8.46,6.0
2005-10-15,8.5,9.25,8.75,8.42,6.0
2005-10-16,8.5,9.333333333333334,8.5,8.433333333333334,6.0
2005-10-17,8.5,9.416666666666666,8.25,8.446666666666665,6.0
2005-10-18,8.5,9.5,8.0,8.46,6.0
2005-10-19,8.5,9.25,9.0,8.65,6.0
2005-10-20,8.5,9.0,9.333333333333334,8.75,6.0
2005-10-21,8.5,8.75,9.666666666666666,8.42,6.0
2005-10-22,8.5,8.5,10.0,8.4,6.0
2005-10-23,8.490384615384615,8.528846153846152,10.0,8.55,6.0
2005-10-24,8.480769230769232,8.557692307692307,10.0,8.7,6.0
2005-10-25,8.471153846153848,8.586538461538463,10.0,8.85,6.0
2005-10-26,8.461538461538463,8.615384615384615,9.0,8.7,6.0
2005-10-27,8.451923076923077,8.644230769230768,9.0,8.46,6.0
2005-10-28,8.442307692307693,8.673076923076923,8.7,8.475833333333334,6.0
2005-10-29,8.432692307692307,8.701923076923077,8.4,8.491666666666667,5.5
2005-10-30,8.423076923076923,8.730769230769232,8.1,8.5075,5.0
2005-10-31,8.413461538461537,8.759615384615385,7.8,8.523333333333332,4.5
2005-11-01,8.403846153846152,8.788461538461537,7.5,8.539166666666668,4.0
2005-11-02,8.394230769230768,8.817307692307693,8.4,8.555,5.0
2005-11-03,8.384615384615385,8.846153846153848,8.333333333333334,8.570833333333333,5.166666666666666
2005-11-04,8.375,8.875,8.266666666666666,8.586666666666666,5.333333333333334
2005-11-05,8.365384615384615,8.903846153846152,8.2,8.6025,5.5
2005-11-06,8.355769230769232,8.932692307692307,8.133333333333333,8.618333333333334,5.666666666666666
2005-11-07,8.346153846153848,8.961538461538463,8.066666666666666,8.634166666666665,5.833333333333334
2005-11-08,8.336538461538463,8.990384615384615,8.0,8.65,6.0
2005-11-09,8.326923076923077,9.019230769230768,8.0,8.88,6.0
2005-11-10,8.317307692307693,9.048076923076923,9.0,8.65,6.0
2005-11-11,8.307692307692307,9.076923076923077,8.0,8.702,6.0
2005-11-12,8.298076923076923,9.105769230769232,8.0,8.754,6.0
2005-11-13,8.288461538461537,9.134615384615383,8.333333333333334,8.806000000000003,6.0
2005-11-14,8.278846153846152,9.163461538461537,8.666666666666666,8.857999999999997,6.0
2005-11-15,8.269230769230768,9.192307692307693,9.0,8.91,6.0
2005-11-16,8.259615384615385,9.221153846153848,9.0,8.85,6.0
2005-11-17,8.25,9.25,9.0,8.76,6.0
2005-11-18,8.240384615384615,9.2,9.0,8.75,6.0
2005-11-19,8.230769230769232,9.15,8.5,8.7,6.0
2005-11-20,8.221153846153848,9.1,8.6,8.77,6.333333333333334
2005-11-21,8.211538461538463,9.05,8.7,8.84,6.666666666666666
2005-11-22,8.201923076923077,9.0,8.8,8.91,7.0
2005-11-23,8.192307692307693,8.75,8.9,8.91,6.5
2005-11-24,8.182692307692307,9.0,9.0,8.85,6.5
2005-11-25,8.173076923076923,9.0,9.0,8.860666666666667,6.0
2005-11-26,8.163461538461537,8.75,9.0,8.871333333333332,6.0
2005-11-27,8.153846153846152,9.0,9.0,8.882,5.666666666666666
2005-11-28,8.144230769230768,9.25,9.0,8.892666666666667,5.333333333333334
2005-11-29,8.134615384615385,9.5,9.0,8.903333333333334,5.0
2005-11-30,8.125,9.25,9.0,8.914,5.0
2005-12-01,8.115384615384615,9.0,8.5,8.924666666666667,5.0
2005-12-02,8.105769230769232,9.25,8.0,8.935333333333332,5.0
2005-12-03,8.096153846153848,8.5,7.5,8.946,5.0
2005-12-04,8.086538461538463,8.666666666666666,7.333333333333334,8.956666666666667,5.333333333333334
2005-12-05,8.076923076923077,8.833333333333334,7.166666666666666,8.967333333333334,5.666666666666666
2005-12-06,8.067307692307693,9.0,7.0,8.978,6.0
2005-12-07,8.057692307692307,8.75,7.0,8.988666666666667,7.0
2005-12-08,8.048076923076923,9.6,7.0,8.999333333333333,5.5
2005-12-09,8.038461538461537,9.0,7.0,9.01,5.5
2005-12-10,8.028846153846152,9.0,6.0,9.05,5.5
2005-12-11,8.019230769230768,8.833333333333334,6.0,9.03,5.333333333333334
2005-12-12,8.009615384615385,8.666666666666666,6.0,9.01,5.166666666666666
2005-12-13,8.0,8.5,6.0,8.99,5.0
2005-12-14,8.25,9.25,7.0,8.97,5.5
2005-12-15,8.25,9.0,7.0,8.95,5.5
2005-12-16,8.35,9.1,7.0,8.93,4.5
2005-12-17,8.45,9.2,7.0,8.91,4.5
2005-12-18,8.55,9.3,7.0,8.89,4.5
2005-12-19,8.65,9.4,7.0,8.87,4.5
2005-12-20,8.75,9.5,7.0,8.85,4.5
2005-12-21,8.75,9.35,6.666666666666666,8.898387096774194,4.5
2005-12-22,9.0,9.6,6.333333333333334,8.946774193548388,4.5
2005-12-23,8.75,9.25,6.0,8.99516129032258,4.5
2005-12-24,8.75,9.3125,5.5,9.043548387096774,4.5
2005-12-25,8.75,9.375,5.0,9.091935483870966,4.5
2005-12-26,8.75,9.4375,5.0,9.140322580645162,4.5
2005-12-27,8.75,9.5,5.0,9.188709677419356,4.5
2005-12-28,9.0,9.75,5.0,9.23709677419355,4.5
2005-12-29,9.0,9.75,5.166666666666666,9.285483870967742,4.5
2005-12-30,9.0,9.75,5.333333333333334,9.333870967741936,4.5
2005-12-31,9.25,9.9,5.5,9.382258064516131,4.5
2006-01-01,9.166666666666666,9.766666666666666,5.5,9.430645161290322,4.5
2006-01-02,9.083333333333334,9.633333333333333,5.5,9.479032258064516,4.5
2006-01-03,9.0,9.5,5.5,9.527419354838711,4.5
2006-01-04,9.0,9.9,5.5,9.575806451612904,4.5
2006-01-05,9.0,9.75,5.0,9.624193548387096,3.5
2006-01-06,9.0,9.75,5.0,9.67258064516129,3.6
2006-01-07,9.0,9.75,5.0,9.720967741935484,3.7
2006-01-08,9.0,9.75,5.0,9.769354838709678,3.8
2006-01-09,9.0,9.75,5.0,9.817741935483873,3.9
2006-01-10,9.0,9.75,5.0,9.866129032258065,4.0
2006-01-11,9.0,9.75,4.5,9.914516129032258,4.5
2006-01-12,9.0,9.75,4.5,9.962903225806453,4.5
2006-01-13,9.0,9.75,5.0,10.011290322580646,4.0
2006-01-14,9.0,9.75,5.0,10.05967741935484,4.0
2006-01-15,9.0,9.75,5.0,10.108064516129033,4.1
2006-01-16,9.0,9.75,5.0,10.156451612903227,4.2
2006-01-17,9.0,9.75,5.0,10.20483870967742,4.3
2006-01-18,9.1,9.75,5.0,10.253225806451614,4.4
2006-01-19,9.5,10.1,5.0,10.301612903225807,4.5
2006-01-20,9.25,9.75,5.0,10.35,4.5
2006-01-21,9.25,9.5,4.5,10.45,4.0
2006-01-22,9.3,9.566666666666666,4.666666666666667,10.3125,4.0
2006-01-23,9.35,9.633333333333333,4.833333333333333,10.175,4.0
2006-01-24,9.4,9.7,5.0,10.0375,4.0
2006-01-25,9.5,10.05,4.928571428571427,9.9,3.928571428571429
2006-01-26,9.5,10.0125,4.8571428571428585,9.823333333333334,3.8571428571428568
2006-01-27,9.5,9.975,4.785714285714286,9.746666666666666,3.7857142857142856
2006-01-28,9.5,9.9375,4.714285714285714,9.67,3.7142857142857135
2006-01-29,9.5,9.9,4.6428571428571415,9.593333333333334,3.6428571428571432
2006-01-30,9.5,9.8625,4.571428571428571,9.516666666666666,3.571428571428571
2006-01-31,9.5,9.825,4.5,9.44,3.5
2006-02-01,9.5,9.7875,4.5,9.363333333333333,3.583333333333333
2006-02-02,9.5,9.75,4.5,9.286666666666667,3.666666666666667
2006-02-03,9.2,9.85,4.5,9.21,3.75
2006-02-04,9.0,9.75,5.0,9.29,4.3
2006-02-05,9.066666666666666,9.633333333333333,5.0,9.37,4.3
2006-02-06,9.133333333333333,9.516666666666666,5.0,9.45,4.3
2006-02-07,9.2,9.4,5.0,9.53,4.3
2006-02-08,8.65,9.15,4.5,9.61,4.25
2006-02-09,8.616666666666667,9.083333333333334,5.0,9.69,4.25
2006-02-10,8.583333333333334,9.016666666666666,4.0,9.77,4.25
2006-02-11,8.55,8.95,4.0,9.85,4.0
2006-02-12,8.6,8.9,4.0,9.67,4.0
2006-02-13,8.65,8.85,4.0,9.49,4.0
2006-02-14,8.7,8.8,4.0,9.31,4.0
2006-02-15,8.25,8.5,3.5,9.13,4.5
2006-02-16,8.45,9.0,3.583333333333333,8.95,4.5
2006-02-17,8.325,8.85,3.666666666666667,8.901333333333334,4.5
2006-02-18,8.2,8.7,3.75,8.852666666666666,4.5
2006-02-19,8.075,8.55,3.833333333333333,8.804,4.333333333333333
2006-02-20,7.95,8.4,3.916666666666667,8.755333333333333,4.166666666666667
2006-02-21,7.825,8.25,4.0,8.706666666666667,4.0
2006-02-22,7.7,7.85,4.0,8.658,4.0
2006-02-23,7.7,8.0,4.0,8.609333333333334,4.0
2006-02-24,7.9,8.35,4.0,8.560666666666668,4.0
2006-02-25,7.6,7.95,4.0,8.512,4.0
2006-02-26,7.5125,7.833333333333334,4.0,8.463333333333333,4.166666666666667
2006-02-27,7.425,7.716666666666666,4.0,8.414666666666667,4.333333333333333
2006-02-28,7.3375,7.6,4.0,8.366,4.5
2006-03-01,7.25,7.6,4.0,8.317333333333334,4.166666666666667
2006-03-02,7.5,7.85,4.0,8.268666666666666,3.833333333333333
2006-03-03,7.75,8.0,4.0,8.22,3.5
2006-03-04,8.0,8.65,4.0,8.204285714285714,4.5
2006-03-05,7.866666666666666,8.516666666666666,4.0,8.188571428571429,4.5
2006-03-06,7.7333333333333325,8.383333333333333,4.0,8.172857142857143,4.5
2006-03-07,7.6,8.25,4.0,8.157142857142857,4.0
2006-03-08,7.85,8.5,4.0,8.141428571428571,4.0
2006-03-09,7.9833333333333325,8.5,4.0,8.125714285714286,4.0
2006-03-10,8.116666666666667,8.5,4.0,8.11,4.0
2006-03-11,8.25,8.5,3.5,8.094285714285714,4.0
2006-03-12,8.166666666666666,8.5,4.0,8.07857142857143,4.0
2006-03-13,8.083333333333334,8.5,4.0,8.062857142857144,4.0
2006-03-14,8.0,8.5,3.5,8.047142857142857,4.0
