date,Wheat_Lokwan,Wheat_Rajasthan Tukdi,Onion_Other,Wheat_Other,Potato_Other,Banana_Other
2005-07-10,7.85,8.66,4.257142857142857,8.4,4.161428571428572,11.178260869565218
2005-07-11,7.85,8.78,4.342857142857143,8.35,4.148571428571429,11.13768115942029
2005-07-12,7.85,8.9,4.428571428571427,8.3,4.135714285714285,11.097101449275362
2005-07-13,7.8,8.05,4.514285714285714,8.3,4.122857142857144,11.056521739130435
2005-07-14,7.75,8.9,4.6,8.3,4.11,11.015942028985508
2005-07-15,7.8,9.25,4.685714285714286,8.3,4.097142857142857,10.97536231884058
2005-07-16,7.9,7.7,4.771428571428571,8.0,4.0842857142857145,10.934782608695652
2005-07-17,7.95,7.666666666666666,4.8571428571428585,8.0625,4.071428571428572,10.894202898550725
2005-07-18,8.0,7.633333333333334,4.942857142857143,8.125,4.058571428571429,10.853623188405798
2005-07-19,8.05,7.6,5.0285714285714285,8.1875,4.045714285714285,10.81304347826087
2005-07-20,8.1,7.8,5.114285714285715,8.25,4.032857142857143,10.772463768115943
2005-07-21,8.1,8.0,5.2,8.4,4.02,10.731884057971016
2005-07-22,8.1,8.2,5.285714285714286,8.36,4.007142857142857,10.691304347826087
2005-07-23,8.1,8.4,5.371428571428571,8.35,3.994285714285714,10.65072463768116
2005-07-24,7.966666666666666,8.6,5.457142857142858,8.383333333333333,3.981428571428572,10.610144927536233
2005-07-25,7.833333333333334,8.8,5.542857142857142,8.416666666666666,3.968571428571429,10.569565217391306
2005-07-26,7.7,9.0,5.628571428571429,8.45,3.9557142857142855,10.528985507246377
2005-07-27,8.1,8.935714285714285,5.7142857142857135,8.35,3.942857142857143,10.488405797101448
2005-07-28,8.05,8.871428571428572,5.8,8.35,3.93,10.447826086956523
2005-07-29,7.75,8.807142857142857,5.885714285714285,8.25,3.917142857142857,10.407246376811594
2005-07-30,7.4,8.742857142857144,5.971428571428572,8.258461538461539,3.9042857142857135,10.366666666666667
2005-07-31,7.5166666666666675,8.678571428571429,6.057142857142857,8.266923076923078,3.8914285714285715,10.32608695652174
2005-08-01,7.633333333333334,8.614285714285714,6.142857142857142,8.275384615384615,3.878571428571428,10.285507246376813
2005-08-02,7.75,8.55,6.2285714285714295,8.283846153846152,3.8657142857142857,10.244927536231883
2005-08-03,8.0,8.95,6.314285714285713,8.292307692307693,3.852857142857143,10.204347826086957
2005-08-04,7.65,7.75,6.4,8.30076923076923,3.84,10.163768115942027
2005-08-05,8.05,7.5,6.485714285714287,8.30923076923077,3.8271428571428574,10.123188405797102
2005-08-06,8.25,7.6,6.571428571428571,8.317692307692306,3.8142857142857145,10.082608695652176
2005-08-07,7.9833333333333325,7.7,6.6571428571428575,8.326153846153849,3.801428571428571,10.042028985507246
2005-08-08,7.716666666666666,7.8,6.742857142857143,8.334615384615384,3.788571428571428,10.00144927536232
2005-08-09,7.45,7.9,6.828571428571429,8.343076923076923,3.775714285714285,9.960869565217392
2005-08-10,7.9,8.6,6.914285714285715,8.351538461538462,3.7628571428571433,9.920289855072463
2005-08-11,7.65,7.85,7.0,8.36,3.75,9.879710144927538
2005-08-12,7.75,7.95,7.085714285714285,8.36,3.7371428571428567,9.839130434782607
2005-08-13,7.75,8.6,7.171428571428571,8.5,3.724285714285714,9.798550724637682
2005-08-14,7.8125,8.575,7.257142857142857,8.464,3.7114285714285713,9.757971014492751
2005-08-15,7.875,8.55,7.3428571428571425,8.427999999999999,3.698571428571429,9.717391304347826
2005-08-16,7.9375,8.525,7.428571428571429,8.392000000000001,3.6857142857142855,9.6768115942029
2005-08-17,8.0,8.5,7.514285714285713,8.356,3.672857142857143,9.63623188405797
2005-08-18,7.85,7.95,7.6,8.32,3.66,9.595652173913043
2005-08-19,7.86,8.07,7.685714285714287,8.336,3.647142857142857,9.555072463768118
2005-08-20,7.87,8.19,7.7714285714285705,8.352,3.6342857142857135,9.514492753623188
2005-08-21,7.88,8.31,7.857142857142858,8.368,3.6214285714285714,9.47391304347826
2005-08-22,7.89,8.43,7.942857142857143,8.384,3.608571428571429,9.433333333333332
2005-08-23,7.9,8.55,8.028571428571428,8.4,3.5957142857142856,9.392753623188403
2005-08-24,7.65,8.8,8.114285714285714,8.28,3.5828571428571427,9.352173913043476
2005-08-25,7.642857142857142,8.721428571428572,8.2,8.25,3.57,9.31159420289855
2005-08-26,7.635714285714285,8.642857142857144,8.285714285714285,8.2,3.5571428571428574,9.271014492753622
2005-08-27,7.628571428571429,8.564285714285715,8.371428571428572,8.35,3.5442857142857145,9.230434782608695
2005-08-28,7.621428571428571,8.485714285714286,8.457142857142857,8.25,3.531428571428571,9.189855072463768
2005-08-29,7.614285714285715,8.407142857142857,8.542857142857143,8.15,3.518571428571428,9.14927536231884
2005-08-30,7.607142857142858,8.32857142857143,8.628571428571428,8.05,3.5057142857142853,9.108695652173912
2005-08-31,7.6,8.25,8.714285714285714,8.33,3.4928571428571433,9.068115942028983
2005-09-01,7.65,7.95,8.8,8.25,3.48,9.027536231884056
2005-09-02,7.95,8.9,8.885714285714286,8.5,3.4671428571428566,8.986956521739131
2005-09-03,7.3,8.9,8.971428571428572,8.464285714285715,3.454285714285714,8.946376811594204
2005-09-04,7.416666666666666,8.9,9.057142857142855,8.428571428571429,3.4414285714285717,8.905797101449275
2005-09-05,7.533333333333334,8.9,9.142857142857142,8.392857142857144,3.4285714285714284,8.865217391304348
2005-09-06,7.65,8.9,9.22857142857143,8.357142857142856,3.415714285714285,8.82463768115942
2005-09-07,7.5,8.1,9.314285714285717,8.321428571428571,3.4028571428571426,8.784057971014493
2005-09-08,7.6,8.085714285714285,9.4,8.285714285714285,3.39,8.743478260869566
2005-09-09,7.7,8.071428571428571,9.485714285714286,8.25,3.377142857142857,8.702898550724637
2005-09-10,7.8,8.057142857142857,9.571428571428571,8.2,3.3642857142857143,8.66231884057971
2005-09-11,7.8125,8.042857142857143,9.657142857142855,8.236666666666666,3.3514285714285714,8.621739130434783
2005-09-12,7.825,8.028571428571428,9.742857142857142,8.273333333333332,3.3385714285714285,8.581159420289856
2005-09-13,7.8375,8.014285714285714,9.82857142857143,8.31,3.3257142857142856,8.540579710144927
2005-09-14,7.85,8.0,9.914285714285716,8.35,3.3128571428571427,8.5
2005-09-15,7.8,8.55,10.0,8.35625,3.3,8.96
2005-09-16,7.75,7.9,10.0,8.3625,3.5,9.0
2005-09-17,7.75,7.8875,10.0,8.36875,3.483333333333333,9.54
2005-09-18,7.75,7.875,10.0,8.375,3.466666666666667,10.08
2005-09-19,7.75,7.8625,10.0,8.38125,3.45,10.62
2005-09-20,7.75,7.85,10.3,8.3875,3.4,10.4
2005-09-21,7.9,7.75,10.5,8.39375,3.5,9.5
2005-09-22,8.1,8.85,11.0,8.4,3.46,11.03
2005-09-23,8.25,7.55,10.88,8.3975,3.42,8.0
2005-09-24,7.95,7.8,11.0,8.395,3.4,11.07
2005-09-25,7.975,7.879166666666666,10.793333333333333,8.3925,3.44,11.113333333333333
2005-09-26,8.0,7.958333333333334,10.586666666666668,8.39,3.48,11.156666666666668
2005-09-27,8.025,8.0375,10.38,8.3875,3.52,11.2
2005-09-28,8.05,8.116666666666667,10.54,8.385,3.6,11.5
2005-09-29,8.075,8.195833333333333,11.0,8.3825,3.75,11.4
2005-09-30,8.1,8.275,11.0,8.38,3.72,10.0
2005-10-01,8.125,8.354166666666666,11.5,8.3775,3.5,10.0
2005-10-02,8.15,8.433333333333334,11.68,8.375,3.6,12.7
2005-10-03,8.175,8.5125,11.5,8.3725,3.5,9.0
2005-10-04,8.2,8.591666666666667,11.5,8.37,3.8,11.6
2005-10-05,8.225,8.670833333333334,11.6,7.91,3.8,10.9
2005-10-06,8.25,8.75,11.5,8.15,3.75,10.0
2005-10-07,7.75,8.0,11.91,8.25,3.63,14.9
2005-10-08,8.0,8.25,11.0,8.31,3.8,13.64
2005-10-09,8.083333333333334,8.458333333333334,11.0,8.34,3.7,13.426666666666668
2005-10-10,8.166666666666666,8.666666666666666,11.0,8.37,3.6,13.213333333333333
2005-10-11,8.25,8.875,11.0,8.4,3.5,13.0
2005-10-12,8.333333333333334,9.083333333333334,11.0,8.42,3.8,11.15
2005-10-13,8.416666666666666,9.291666666666666,11.04,8.44,3.75,15.0
2005-10-14,8.5,9.5,11.27,8.46,3.57,12.0
2005-10-15,8.5,9.25,12.0,8.42,3.91,12.65
2005-10-16,8.5,9.333333333333334,12.44,8.433333333333334,3.81,11.84
2005-10-17,8.5,9.416666666666666,12.64,8.446666666666665,3.9,12.25
2005-10-18,8.5,9.5,12.5,8.46,3.8,11.45
2005-10-19,8.5,9.25,14.66,8.65,3.75,12.22
2005-10-20,8.5,9.0,14.99,8.75,3.75,15.0
2005-10-21,8.5,8.75,16.0,8.42,3.86,14.824000000000002
2005-10-22,8.5,8.5,15.0,8.4,3.5,14.648
2005-10-23,8.490384615384615,8.528846153846152,15.333333333333332,8.55,3.583333333333333,14.472
2005-10-24,8.480769230769232,8.557692307692307,15.666666666666668,8.7,3.666666666666667,14.296
2005-10-25,8.471153846153848,8.586538461538463,16.0,8.85,3.75,14.12
2005-10-26,8.461538461538463,8.615384615384615,14.68,8.7,3.5,13.0
2005-10-27,8.451923076923077,8.644230769230768,15.05,8.46,3.75,10.75
2005-10-28,8.442307692307693,8.673076923076923,14.22,8.475833333333334,3.666666666666667,11.4
2005-10-29,8.432692307692307,8.701923076923077,13.76,8.491666666666667,3.583333333333333,10.2
2005-10-30,8.423076923076923,8.730769230769232,13.0,8.5075,3.5,11.4
2005-10-31,8.413461538461537,8.759615384615385,12.5,8.523333333333332,3.5,10.94
2005-11-01,8.403846153846152,8.788461538461537,12.2,8.539166666666668,3.625,11.455
2005-11-02,8.394230769230768,8.817307692307693,11.9,8.555,3.75,11.97
2005-11-03,8.384615384615385,8.846153846153848,11.6,8.570833333333333,3.875,12.485
2005-11-04,8.375,8.875,11.3,8.586666666666666,4.0,13.0
2005-11-05,8.365384615384615,8.903846153846152,11.5,8.6025,3.5,13.41
2005-11-06,8.355769230769232,8.932692307692307,12.51,8.618333333333334,3.75,12.04
2005-11-07,8.346153846153848,8.961538461538463,12.7,8.634166666666665,3.75,12.0
2005-11-08,8.336538461538463,8.990384615384615,12.89,8.65,3.5,8.52
2005-11-09,8.326923076923077,9.019230769230768,13.65,8.88,4.0,14.1
2005-11-10,8.317307692307693,9.048076923076923,13.25,8.65,5.0,14.5
2005-11-11,8.307692307692307,9.076923076923077,15.13,8.702,4.65,15.45
2005-11-12,8.298076923076923,9.105769230769232,14.69,8.754,4.5,13.7
2005-11-13,8.288461538461537,9.134615384615383,13.35,8.806000000000003,5.0,13.46
2005-11-14,8.278846153846152,9.163461538461537,13.3,8.857999999999997,5.2,12.9
2005-11-15,8.269230769230768,9.192307692307693,13.0,8.91,4.0,13.85
2005-11-16,8.259615384615385,9.221153846153848,12.8,8.85,4.6,13.448
2005-11-17,8.25,9.25,12.6,8.76,5.2,13.046
2005-11-18,8.240384615384615,9.2,12.4,8.75,5.8,12.644
2005-11-19,8.230769230769232,9.15,12.2,8.7,6.4,12.242
2005-11-20,8.221153846153848,9.1,12.0,8.77,7.0,11.84
2005-11-21,8.211538461538463,9.05,12.11,8.84,7.43,12.0
2005-11-22,8.201923076923077,9.0,12.0,8.91,7.5,12.9
2005-11-23,8.192307692307693,8.75,11.83,8.91,7.5,12.15
2005-11-24,8.182692307692307,9.0,12.0,8.85,7.2,13.02
2005-11-25,8.173076923076923,9.0,12.5,8.860666666666667,7.34,10.0
2005-11-26,8.163461538461537,8.75,11.92,8.871333333333332,6.0,10.7
2005-11-27,8.153846153846152,9.0,11.0,8.882,6.0,10.45
2005-11-28,8.144230769230768,9.25,10.866666666666667,8.892666666666667,3.75,11.333333333333332
2005-11-29,8.134615384615385,9.5,10.733333333333333,8.903333333333334,6.0,12.216666666666667
2005-11-30,8.125,9.25,10.6,8.914,5.0,13.1
2005-12-01,8.115384615384615,9.0,10.29,8.924666666666667,5.0,12.58
2005-12-02,8.105769230769232,9.25,10.09,8.935333333333332,5.0,12.0
2005-12-03,8.096153846153848,8.5,10.0,8.946,4.5,12.25
2005-12-04,8.086538461538463,8.666666666666666,9.36,8.956666666666667,4.48,12.0
2005-12-05,8.076923076923077,8.833333333333334,9.38,8.967333333333334,4.5,12.9
2005-12-06,8.067307692307693,9.0,9.0,8.978,4.61,13.3
2005-12-07,8.057692307692307,8.75,8.8,8.988666666666667,4.5,12.52
2005-12-08,8.048076923076923,9.6,8.4,8.999333333333333,4.5,10.65
2005-12-09,8.038461538461537,9.0,8.71,9.01,5.5,10.64
2005-12-10,8.028846153846152,9.0,9.14,9.05,5.0,10.75
2005-12-11,8.019230769230768,8.833333333333334,9.04,9.03,4.0,10.63
