date,Wheat_Lokwan,Wheat_Rajasthan Tukdi,Onion_Other,Wheat_Other
2005-04-09,7.6,8.5,2.0,8.295714285714286
2005-04-10,7.583333333333334,8.566666666666666,2.0,8.267142857142856
2005-04-11,7.566666666666666,8.633333333333333,2.0,8.23857142857143
2005-04-12,7.55,8.7,2.0,8.21
2005-04-13,7.4,8.75,2.0,7.85
2005-04-14,8.0,8.75,2.0,7.908333333333334
2005-04-15,7.6,8.95,2.0,7.966666666666666
2005-04-16,7.6,8.7,2.0,8.025
2005-04-17,7.7,8.7125,2.0,8.083333333333334
2005-04-18,7.8,8.725,2.0,8.141666666666666
2005-04-19,7.9,8.7375,1.75,8.2
2005-04-20,8.0,8.75,1.8,7.85
2005-04-21,7.75,8.75,1.8,8.3
2005-04-22,7.74,8.76,1.7833333333333334,8.27
2005-04-23,7.73,8.77,1.7666666666666666,8.24
2005-04-24,7.72,8.78,1.75,8.21
2005-04-25,7.71,8.79,1.75,8.18
2005-04-26,7.7,8.8,1.75,8.15
2005-04-27,7.8,9.5,1.75,8.22
2005-04-28,7.75,9.0,1.75,8.15
2005-04-29,7.55,8.95,1.75,8.18
2005-04-30,7.5375,8.9625,1.75,8.21
2005-05-01,7.525,8.975,1.75,8.24
2005-05-02,7.5125,8.9875,1.75,8.27
2005-05-03,7.5,9.0,1.6833333333333331,8.3
2005-05-04,7.75,8.75,1.6166666666666665,8.1
2005-05-05,7.2,8.7,1.55,8.3
2005-05-06,7.278571428571428,8.707142857142857,1.6166666666666665,7.85
2005-05-07,7.357142857142858,8.714285714285715,1.6833333333333331,7.85
2005-05-08,7.435714285714287,8.721428571428572,1.75,7.803333333333334
2005-05-09,7.514285714285713,8.72857142857143,2.0,7.756666666666666
2005-05-10,7.5928571428571425,8.735714285714286,1.5,7.71
2005-05-11,7.671428571428571,8.742857142857144,1.5,7.75
2005-05-12,7.75,8.75,1.55,7.75
2005-05-13,7.3,8.55,1.5333333333333334,8.05
2005-05-14,7.75,8.5,1.5166666666666666,7.81
2005-05-15,7.7,8.35,1.5,7.91
2005-05-16,7.65,8.2,1.5,8.01
2005-05-17,7.6,8.05,1.25,8.11
2005-05-18,7.8,8.9,1.25,8.2
2005-05-19,7.25,9.25,1.2636363636363637,8.214285714285715
2005-05-20,7.75,8.75,1.2772727272727271,8.22857142857143
2005-05-21,7.8,8.5,1.2909090909090908,8.242857142857144
2005-05-22,7.716666666666666,8.516666666666666,1.304545454545455,8.257142857142856
2005-05-23,7.633333333333334,8.533333333333333,1.318181818181818,8.27142857142857
2005-05-24,7.55,8.55,1.3318181818181818,8.285714285714285
2005-05-25,7.4,8.5,1.3454545454545452,8.3
2005-05-26,7.75,9.6,1.3590909090909091,8.11
2005-05-27,7.8,8.9,1.3727272727272728,8.3
2005-05-28,7.25,8.75,1.3863636363636362,8.11
2005-05-29,7.416666666666666,8.633333333333333,1.4,8.123333333333333
2005-05-30,7.583333333333334,8.516666666666666,1.5,8.136666666666667
2005-05-31,7.75,8.4,1.35,8.15
2005-06-01,8.0,9.35,1.35,8.35
2005-06-02,7.85,9.35,1.3,8.25
2005-06-03,7.85,8.25,1.3666666666666665,8.262
2005-06-04,7.5,9.15,1.4333333333333331,8.274
2005-06-05,7.5166666666666675,8.933333333333334,1.5,8.286
2005-06-06,7.533333333333334,8.716666666666667,1.5,8.298
2005-06-07,7.55,8.5,1.35,8.31
2005-06-08,7.6,8.5,1.3714285714285714,7.65
2005-06-09,7.65,8.15,1.3928571428571428,7.75
2005-06-10,7.75,8.35,1.414285714285714,8.32
2005-06-11,7.5,8.2,1.435714285714286,8.25
2005-06-12,7.466666666666666,8.183333333333334,1.4571428571428573,8.283333333333333
2005-06-13,7.433333333333334,8.166666666666666,1.4785714285714286,8.316666666666666
2005-06-14,7.4,8.15,1.5,8.35
2005-06-15,7.9,7.8,1.4,8.25
2005-06-16,8.05,7.7,1.4,8.36
2005-06-17,7.7,8.3,1.4333333333333331,8.3
2005-06-18,7.75,8.35,1.4666666666666666,8.21
2005-06-19,7.8,8.4,1.5,8.243333333333334
2005-06-20,7.85,8.45,1.5,8.276666666666666
2005-06-21,7.9,8.5,1.5,8.31
2005-06-22,7.7,8.2,1.75,8.32
2005-06-23,7.75,8.45,2.0,8.35
2005-06-24,8.15,8.25,2.0,8.36
2005-06-25,7.85,9.1,2.0,8.26
2005-06-26,7.7333333333333325,8.6,2.0,8.21
2005-06-27,7.616666666666666,8.1,2.0,8.16
2005-06-28,7.5,7.6,2.0,8.11
2005-06-29,7.53125,7.65625,2.0,8.21
2005-06-30,7.5625,7.7125,2.0,8.27
2005-07-01,7.59375,7.76875,2.0,8.15
2005-07-02,7.625,7.825,2.0,8.26
2005-07-03,7.65625,7.88125,2.0,8.306666666666667
2005-07-04,7.6875,7.9375,1.75,8.353333333333332
2005-07-05,7.71875,7.99375,2.0,8.4
2005-07-06,7.75,8.05,2.25,8.21
2005-07-07,7.85,8.3,2.5,8.12
2005-07-08,7.85,8.42,2.25,8.3
2005-07-09,7.85,8.54,2.0,8.45
2005-07-10,7.85,8.66,1.75,8.4
2005-07-11,7.85,8.78,1.85,8.35
2005-07-12,7.85,8.9,2.0,8.3
2005-07-13,7.8,8.05,2.0,8.3
2005-07-14,7.75,8.9,2.0,8.3
2005-07-15,7.8,9.25,2.1,8.3
2005-07-16,7.9,7.7,2.2,8.0
2005-07-17,7.95,7.666666666666666,2.3,8.0625
2005-07-18,8.0,7.633333333333334,2.4,8.125
2005-07-19,8.05,7.6,2.5,8.1875
2005-07-20,8.1,7.8,2.0,8.25
2005-07-21,8.1,8.0,2.0,8.4
2005-07-22,8.1,8.2,2.1666666666666665,8.36
2005-07-23,8.1,8.4,2.333333333333333,8.35
2005-07-24,7.966666666666666,8.6,2.5,8.383333333333333
2005-07-25,7.833333333333334,8.8,2.0,8.416666666666666
2005-07-26,7.7,9.0,2.5,8.45
2005-07-27,8.1,8.935714285714285,2.4285714285714293,8.35
2005-07-28,8.05,8.871428571428572,2.357142857142857,8.35
2005-07-29,7.75,8.807142857142857,2.2857142857142856,8.25
2005-07-30,7.4,8.742857142857144,2.2142857142857135,8.258461538461539
2005-07-31,7.5166666666666675,8.678571428571429,2.142857142857143,8.266923076923078
2005-08-01,7.633333333333334,8.614285714285714,2.071428571428571,8.275384615384615
2005-08-02,7.75,8.55,2.0,8.283846153846152
2005-08-03,8.0,8.95,2.1,8.292307692307693
2005-08-04,7.65,7.75,2.2,8.30076923076923
2005-08-05,8.05,7.5,2.3,8.30923076923077
2005-08-06,8.25,7.6,2.4,8.317692307692306
2005-08-07,7.9833333333333325,7.7,2.5,8.326153846153849
2005-08-08,7.716666666666666,7.8,2.5,8.334615384615384
2005-08-09,7.45,7.9,2.5,8.343076923076923
2005-08-10,7.9,8.6,2.5,8.351538461538462
2005-08-11,7.65,7.85,2.5,8.36
2005-08-12,7.75,7.95,2.333333333333333,8.36
2005-08-13,7.75,8.6,2.1666666666666665,8.5
2005-08-14,7.8125,8.575,2.0,8.464
2005-08-15,7.875,8.55,2.1875,8.427999999999999
2005-08-16,7.9375,8.525,2.375,8.392000000000001
2005-08-17,8.0,8.5,2.5625,8.356
2005-08-18,7.85,7.95,2.75,8.32
2005-08-19,7.86,8.07,2.833333333333333,8.336
2005-08-20,7.87,8.19,2.916666666666667,8.352
2005-08-21,7.88,8.31,3.0,8.368
2005-08-22,7.89,8.43,2.833333333333333,8.384
2005-08-23,7.9,8.55,2.666666666666667,8.4
2005-08-24,7.65,8.8,2.5,8.28
2005-08-25,7.642857142857142,8.721428571428572,3.0,8.25
2005-08-26,7.635714285714285,8.642857142857144,3.0,8.2
2005-08-27,7.628571428571429,8.564285714285715,3.0,8.35
2005-08-28,7.621428571428571,8.485714285714286,3.0,8.25
2005-08-29,7.614285714285715,8.407142857142857,3.0,8.15
2005-08-30,7.607142857142858,8.32857142857143,3.0,8.05
2005-08-31,7.6,8.25,3.0,8.33
2005-09-01,7.65,7.95,3.0,8.25
2005-09-02,7.95,8.9,3.0,8.5
2005-09-03,7.3,8.9,3.0,8.464285714285715
2005-09-04,7.416666666666666,8.9,3.0,8.428571428571429
2005-09-05,7.533333333333334,8.9,3.5,8.392857142857144
2005-09-06,7.65,8.9,3.666666666666667,8.357142857142856
2005-09-07,7.5,8.1,3.833333333333333,8.321428571428571
2005-09-08,7.6,8.085714285714285,4.0,8.285714285714285
2005-09-09,7.7,8.071428571428571,4.166666666666667,8.25
2005-09-10,7.8,8.057142857142857,4.333333333333334,8.2
2005-09-11,7.8125,8.042857142857143,4.5,8.236666666666666
2005-09-12,7.825,8.028571428571428,5.0,8.273333333333332
2005-09-13,7.8375,8.014285714285714,5.5,8.31
2005-09-14,7.85,8.0,4.0,8.35
2005-09-15,7.8,8.55,3.928571428571429,8.35625
2005-09-16,7.75,7.9,3.8571428571428568,8.3625
2005-09-17,7.75,7.8875,3.7857142857142856,8.36875
2005-09-18,7.75,7.875,3.7142857142857135,8.375
2005-09-19,7.75,7.8625,3.6428571428571432,8.38125
2005-09-20,7.75,7.85,3.571428571428571,8.3875
2005-09-21,7.9,7.75,3.5,8.39375
2005-09-22,8.1,8.85,3.25,8.4
2005-09-23,8.25,7.55,3.3181818181818183,8.3975
2005-09-24,7.95,7.8,3.386363636363636,8.395
2005-09-25,7.975,7.879166666666666,3.4545454545454546,8.3925
2005-09-26,8.0,7.958333333333334,3.5227272727272725,8.39
2005-09-27,8.025,8.0375,3.5909090909090917,8.3875
2005-09-28,8.05,8.116666666666667,3.6590909090909087,8.385
2005-09-29,8.075,8.195833333333333,3.727272727272728,8.3825
2005-09-30,8.1,8.275,3.7954545454545454,8.38
2005-10-01,8.125,8.354166666666666,3.863636363636364,8.3775
2005-10-02,8.15,8.433333333333334,3.9318181818181817,8.375
2005-10-03,8.175,8.5125,4.0,8.3725
2005-10-04,8.2,8.591666666666667,3.5,8.37
2005-10-05,8.225,8.670833333333334,4.0,7.91
2005-10-06,8.25,8.75,4.0,8.15
2005-10-07,7.75,8.0,4.02,8.25
2005-10-08,8.0,8.25,4.04,8.31
2005-10-09,8.083333333333334,8.458333333333334,4.06,8.34
2005-10-10,8.166666666666666,8.666666666666666,4.08,8.37
2005-10-11,8.25,8.875,4.1,8.4
2005-10-12,8.333333333333334,9.083333333333334,4.0,8.42
2005-10-13,8.416666666666666,9.291666666666666,4.0,8.44
2005-10-14,8.5,9.5,4.0,8.46
2005-10-15,8.5,9.25,4.0,8.42
2005-10-16,8.5,9.333333333333334,4.0,8.433333333333334
2005-10-17,8.5,9.416666666666666,4.1,8.446666666666665
2005-10-18,8.5,9.5,3.5,8.46
2005-10-19,8.5,9.25,4.5,8.65
2005-10-20,8.5,9.0,5.0,8.75
2005-10-21,8.5,8.75,6.083333333333334,8.42
2005-10-22,8.5,8.5,7.166666666666666,8.4
2005-10-23,8.490384615384615,8.528846153846152,8.25,8.55
2005-10-24,8.480769230769232,8.557692307692307,7.5,8.7
2005-10-25,8.471153846153848,8.586538461538463,8.0,8.85
2005-10-26,8.461538461538463,8.615384615384615,7.5,8.7
2005-10-27,8.451923076923077,8.644230769230768,6.25,8.46
2005-10-28,8.442307692307693,8.673076923076923,5.916666666666666,8.475833333333334
2005-10-29,8.432692307692307,8.701923076923077,5.583333333333334,8.491666666666667
2005-10-30,8.423076923076923,8.730769230769232,5.25,8.5075
2005-10-31,8.413461538461537,8.759615384615385,5.0,8.523333333333332
2005-11-01,8.403846153846152,8.788461538461537,5.333333333333334,8.539166666666668
2005-11-02,8.394230769230768,8.817307692307693,5.666666666666666,8.555
2005-11-03,8.384615384615385,8.846153846153848,6.0,8.570833333333333
2005-11-04,8.375,8.875,6.333333333333334,8.586666666666666
2005-11-05,8.365384615384615,8.903846153846152,6.666666666666668,8.6025
2005-11-06,8.355769230769232,8.932692307692307,7.0,8.618333333333334
2005-11-07,8.346153846153848,8.961538461538463,7.0,8.634166666666665
2005-11-08,8.336538461538463,8.990384615384615,6.5,8.65
2005-11-09,8.326923076923077,9.019230769230768,5.25,8.88
2005-11-10,8.317307692307693,9.048076923076923,5.25,8.65
2005-11-11,8.307692307692307,9.076923076923077,5.266666666666667,8.702
2005-11-12,8.298076923076923,9.105769230769232,5.283333333333334,8.754
2005-11-13,8.288461538461537,9.134615384615383,5.3,8.806000000000003
2005-11-14,8.278846153846152,9.163461538461537,5.25,8.857999999999997
2005-11-15,8.269230769230768,9.192307692307693,5.25,8.91
2005-11-16,8.259615384615385,9.221153846153848,6.0,8.85
2005-11-17,8.25,9.25,5.5,8.76
2005-11-18,8.240384615384615,9.2,5.333333333333334,8.75
2005-11-19,8.230769230769232,9.15,5.166666666666666,8.7
2005-11-20,8.221153846153848,9.1,5.0,8.77
2005-11-21,8.211538461538463,9.05,5.25,8.84
2005-11-22,8.201923076923077,9.0,5.0,8.91
2005-11-23,8.192307692307693,8.75,5.5,8.91
2005-11-24,8.182692307692307,9.0,5.25,8.85
2005-11-25,8.173076923076923,9.0,5.181818181818182,8.860666666666667
2005-11-26,8.163461538461537,8.75,5.113636363636363,8.871333333333332
2005-11-27,8.153846153846152,9.0,5.045454545454546,8.882
2005-11-28,8.144230769230768,9.25,4.977272727272728,8.892666666666667
2005-11-29,8.134615384615385,9.5,4.909090909090909,8.903333333333334
2005-11-30,8.125,9.25,4.840909090909091,8.914
2005-12-01,8.115384615384615,9.0,4.7727272727272725,8.924666666666667
2005-12-02,8.105769230769232,9.25,4.704545454545454,8.935333333333332
2005-12-03,8.096153846153848,8.5,4.636363636363637,8.946
2005-12-04,8.086538461538463,8.666666666666666,4.568181818181818,8.956666666666667
2005-12-05,8.076923076923077,8.833333333333334,4.5,8.967333333333334
2005-12-06,8.067307692307693,9.0,4.5,8.978
2005-12-07,8.057692307692307,8.75,4.375,8.988666666666667
2005-12-08,8.048076923076923,9.6,4.25,8.999333333333333
2005-12-09,8.038461538461537,9.0,4.125,9.01
2005-12-10,8.028846153846152,9.0,4.0,9.05
2005-12-11,8.019230769230768,8.833333333333334,3.875,9.03
2005-12-12,8.009615384615385,8.666666666666666,3.75,9.01
2005-12-13,8.0,8.5,3.625,8.99
2005-12-14,8.25,9.25,3.5,8.97
2005-12-15,8.25,9.0,3.375,8.95
2005-12-16,8.35,9.1,3.25,8.93
2005-12-17,8.45,9.2,3.125,8.91
2005-12-18,8.55,9.3,3.0,8.89
2005-12-19,8.65,9.4,3.0,8.87
2005-12-20,8.75,9.5,3.0,8.85
2005-12-21,8.75,9.35,3.0,8.898387096774194
2005-12-22,9.0,9.6,3.0,8.946774193548388
2005-12-23,8.75,9.25,3.0,8.99516129032258
2005-12-24,8.75,9.3125,3.0,9.043548387096774
2005-12-25,8.75,9.375,3.0,9.091935483870966
2005-12-26,8.75,9.4375,2.875,9.140322580645162
2005-12-27,8.75,9.5,2.75,9.188709677419356
2005-12-28,9.0,9.75,2.625,9.23709677419355
2005-12-29,9.0,9.75,2.5,9.285483870967742
2005-12-30,9.0,9.75,2.5176,9.333870967741936
2005-12-31,9.25,9.9,2.5352,9.382258064516131
2006-01-01,9.166666666666666,9.766666666666666,2.5528,9.430645161290322
2006-01-02,9.083333333333334,9.633333333333333,2.5704,9.479032258064516
2006-01-03,9.0,9.5,2.588,9.527419354838711
2006-01-04,9.0,9.9,2.6056,9.575806451612904
2006-01-05,9.0,9.75,2.6232,9.624193548387096
2006-01-06,9.0,9.75,2.6408,9.67258064516129
2006-01-07,9.0,9.75,2.6584,9.720967741935484
2006-01-08,9.0,9.75,2.676,9.769354838709678
2006-01-09,9.0,9.75,2.6936,9.817741935483873
2006-01-10,9.0,9.75,2.7112,9.866129032258065
2006-01-11,9.0,9.75,2.7288,9.914516129032258
2006-01-12,9.0,9.75,2.7464,9.962903225806453
2006-01-13,9.0,9.75,2.764,10.011290322580646
2006-01-14,9.0,9.75,2.7816,10.05967741935484
2006-01-15,9.0,9.75,2.7992000000000004,10.108064516129033
2006-01-16,9.0,9.75,2.8168,10.156451612903227
2006-01-17,9.0,9.75,2.8344,10.20483870967742
2006-01-18,9.1,9.75,2.852,10.253225806451614
2006-01-19,9.5,10.1,2.8696,10.301612903225807
2006-01-20,9.25,9.75,2.8872000000000004,10.35
2006-01-21,9.25,9.5,2.9048000000000003,10.45
2006-01-22,9.3,9.566666666666666,2.9224,10.3125
2006-01-23,9.35,9.633333333333333,2.94,10.175
2006-01-24,9.4,9.7,2.9576,10.0375
2006-01-25,9.5,10.05,2.9752,9.9
2006-01-26,9.5,10.0125,2.9928,9.823333333333334
2006-01-27,9.5,9.975,3.0104,9.746666666666666
2006-01-28,9.5,9.9375,3.028,9.67
2006-01-29,9.5,9.9,3.0456,9.593333333333334
2006-01-30,9.5,9.8625,3.0632,9.516666666666666
2006-01-31,9.5,9.825,3.0808,9.44
2006-02-01,9.5,9.7875,3.0984000000000003,9.363333333333333
2006-02-02,9.5,9.75,3.116,9.286666666666667
2006-02-03,9.2,9.85,3.1336,9.21
2006-02-04,9.0,9.75,3.1512,9.29
2006-02-05,9.066666666666666,9.633333333333333,3.1688,9.37
2006-02-06,9.133333333333333,9.516666666666666,3.1864,9.45
2006-02-07,9.2,9.4,3.204,9.53
2006-02-08,8.65,9.15,3.2216,9.61
2006-02-09,8.616666666666667,9.083333333333334,3.2392000000000003,9.69
2006-02-10,8.583333333333334,9.016666666666666,3.2568,9.77
2006-02-11,8.55,8.95,3.2744,9.85
2006-02-12,8.6,8.9,3.292,9.67
2006-02-13,8.65,8.85,3.3096,9.49
2006-02-14,8.7,8.8,3.3272000000000004,9.31
2006-02-15,8.25,8.5,3.3448,9.13
2006-02-16,8.45,9.0,3.3624,8.95
2006-02-17,8.325,8.85,3.38,8.901333333333334
2006-02-18,8.2,8.7,3.3976,8.852666666666666
2006-02-19,8.075,8.55,3.4152,8.804
2006-02-20,7.95,8.4,3.4328,8.755333333333333
2006-02-21,7.825,8.25,3.4504,8.706666666666667
2006-02-22,7.7,7.85,3.468,8.658
2006-02-23,7.7,8.0,3.4856,8.609333333333334
2006-02-24,7.9,8.35,3.5032,8.560666666666668
2006-02-25,7.6,7.95,3.5208,8.512
2006-02-26,7.5125,7.833333333333334,3.5384,8.463333333333333
2006-02-27,7.425,7.716666666666666,3.556,8.414666666666667
2006-02-28,7.3375,7.6,3.5736000000000003,8.366
2006-03-01,7.25,7.6,3.5912,8.317333333333334
2006-03-02,7.5,7.85,3.6088,8.268666666666666
2006-03-03,7.75,8.0,3.6264,8.22
2006-03-04,8.0,8.65,3.644,8.204285714285714
2006-03-05,7.866666666666666,8.516666666666666,3.6616,8.188571428571429
2006-03-06,7.7333333333333325,8.383333333333333,3.6792,8.172857142857143
2006-03-07,7.6,8.25,3.6968,8.157142857142857
2006-03-08,7.85,8.5,3.7144,8.141428571428571
2006-03-09,7.9833333333333325,8.5,3.732,8.125714285714286
2006-03-10,8.116666666666667,8.5,3.7496,8.11
2006-03-11,8.25,8.5,3.7672,8.094285714285714
2006-03-12,8.166666666666666,8.5,3.7848,8.07857142857143
2006-03-13,8.083333333333334,8.5,3.8024,8.062857142857144
2006-03-14,8.0,8.5,3.82,8.047142857142857
2006-03-15,8.083333333333334,8.666666666666666,3.8376,8.03142857142857
2006-03-16,8.166666666666666,8.833333333333334,3.8552,8.015714285714285
2006-03-17,8.25,9.0,3.8728,8.0
2006-03-18,7.9,9.25,3.8904,7.91
2006-03-19,7.933333333333334,9.083333333333334,3.908,8.023333333333332
2006-03-20,7.966666666666666,8.916666666666666,3.9256,8.136666666666667
2006-03-21,8.0,8.75,3.9432,8.25
2006-03-22,8.25,9.75,3.9608,8.01
2006-03-23,8.25,9.25,3.9784,8.6
2006-03-24,8.25,9.25,3.996,8.64
2006-03-25,8.5,9.5,4.0136,8.55
2006-03-26,8.55,9.525,4.0312,8.49
2006-03-27,8.6,9.55,4.0488,8.43
2006-03-28,8.65,9.575,4.0664,8.37
2006-03-29,8.7,9.6,4.084,8.18
2006-03-30,8.75,9.625,4.1016,8.12
2006-03-31,8.8,9.65,4.119199999999998,8.06
2006-04-01,8.85,9.675,4.1368,8.0
2006-04-02,8.9,9.7,4.1544,8.0275
2006-04-03,8.95,9.725,4.172,8.055
2006-04-04,9.0,9.75,4.1896,8.0825
2006-04-05,9.0,10.5,4.2072,8.11
2006-04-06,9.0,10.375,4.2248,8.17
2006-04-07,9.0,10.25,4.2424,8.21
2006-04-08,9.0,10.125,4.26,8.17
2006-04-09,9.0,10.0,4.2776,8.15
2006-04-10,9.0,9.875,4.2952,8.13
2006-04-11,9.0,9.75,4.312799999999998,8.11
2006-04-12,9.0,9.625,4.3304,8.09
2006-04-13,9.0,9.5,4.348,8.07
2006-04-14,9.083333333333334,9.833333333333334,4.3656,8.13
2006-04-15,9.166666666666666,10.166666666666666,4.3832,8.19
2006-04-16,9.25,10.5,4.4008,8.25
2006-04-17,9.333333333333334,10.833333333333332,4.4184,8.31
2006-04-18,9.416666666666666,11.166666666666668,4.436,8.37
2006-04-19,9.5,11.5,4.4536,9.5
2006-04-20,9.0,11.75,4.4712,9.0
2006-04-21,9.25,10.5,4.4888,8.61
2006-04-22,9.5,10.75,4.5064,8.91
2006-04-23,9.5,11.0,4.524,8.813333333333334
2006-04-24,9.5,11.25,4.5416,8.716666666666667
2006-04-25,9.5,11.5,4.5592,8.62
2006-04-26,9.0,11.25,4.5768,8.95
2006-04-27,9.5,10.75,4.5944,9.05
2006-04-28,9.25,10.5,4.612,9.15
2006-04-29,10.7,13.05,4.6296,9.16
2006-04-30,10.3,12.533333333333333,4.6472000000000016,9.17
2006-05-01,9.9,12.016666666666667,4.6648000000000005,9.18
2006-05-02,9.5,11.5,4.6824,9.19
2006-05-03,9.75,11.0,4.7,9.2
2006-05-04,9.0,12.0,4.7,9.2
2006-05-05,9.75,12.0,5.5,9.3
2006-05-06,9.5,11.75,5.3,11.0
2006-05-07,9.666666666666666,12.533333333333333,5.1,10.333333333333332
2006-05-08,9.833333333333334,13.316666666666668,4.9,9.666666666666666
2006-05-09,10.0,14.1,4.7,9.0
2006-05-10,9.7,10.15,4.5,9.5
2006-05-11,9.75,10.75,4.5,9.0
2006-05-12,9.75,11.25,4.5,10.11
2006-05-13,9.744,11.222,4.5,10.75
2006-05-14,9.738,11.194,4.375,10.5
2006-05-15,9.732,11.166,4.25,10.25
2006-05-16,9.726,11.138,4.125,10.0
2006-05-17,9.72,11.11,4.0,10.25
